PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Crotogino, J; Feindel, A; Wilkinson, F				Crotogino, J; Feindel, A; Wilkinson, F			Perceived scintillation rate of migraine aura	HEADACHE			English	Article						migraine; aura; temporal frequency; vision; scintillation	HUMAN-VISION; FREQUENCY; DISCRIMINATION; HEADACHE; NEURONS; MODEL	Objective.-To measure the perceived rate of flicker (temporal frequency) observed during visual auras. Background.-The flickering or scintillating quality of aura elements is a commonly described characteristic of visual migraine auras. Hypotheses about the neural mechanisms involved in aura have rarely taken this feature into account, perhaps because of a lack of quantitative data on this aspect of the aura. While a rate of 10 Hertz had been suggested in the literature, estimates have been speculative due to the difficulty of judging temporal frequencies subjectively. Methods.-Eleven participants were given portable devices that contained an adjustable light-emitting diode with which to match the flickering of their auras. Observers were asked to make flicker matches at two time points so that rate change during aura progression could be analyzed. Results.-Data were obtained for 36 aura episodes. The mean rate of flicker across individuals was 17.8 Hertz. Rates varied widely between individuals, but were more consistent across multiple episodes in the same observer, Rate of nicker did not appear to relate to aura side or type, or to individual characteristics such as migraine history. When episodes were analyzed for change in flicker rate over time, patterns of increase (n = 7), decrease (n = 4), and no change (n = 22) were all observed. Conclusions.-When measured with an objective task, aura scintillation rates were found to be somewhat higher than previous anecdotal observations had suggested. These data are discussed in the context of two competing hypotheses concerning the neural mechanism underlying the flicker percept during migraine aura.	McGill Univ, Dept Psychol, Montreal, PQ, Canada	Crotogino, J (reprint author), York Univ, Atkinson Coll, Dept Psychol, 4700 Keele St, Toronto, ON M4J 1P3, Canada.							27	9	9	1	1	BLACKWELL SCIENCE INC	MALDEN	350 MAIN ST, MALDEN, MA 02148 USA	0017-8748			HEADACHE	Headache	JAN	2001	41	1					40	48		10.1046/j.1526-4610.2001.111006040.x		9	Clinical Neurology	Neurosciences & Neurology	399AX	WOS:000166789600005	11168602	No			2017-07-26	
J	Nadel, L; Bohbot, V				Nadel, L; Bohbot, V			Consolidation of memory	HIPPOCAMPUS			English	Article						memory consolidation; retrograde amnesia; hippocampus	RETROGRADE-AMNESIA; HIPPOCAMPAL-LESIONS; RATS; PLACE; PERSPECTIVE; CORTEX; DAMAGE; FEAR	Animal studies have proven useful in addressing aspects of memory formation and consolidation that cannot be readily answered in research with humans. In particular, they offer the possibility of controlling both the extent and locus of brain lesions, and the exact nature of the experiences to be remembered. Taking advantage of these possibilities, recent studies indicated that the graded retrograde amnesia often seen after lesions to the hippocampal system is not uniform across lesion site and task, nor is it an indication that all of the remembered information available in intact subjects becomes available after hippocampal system lesions made a long time after learning. Rather, these studies support the notion that information is stored in both hippocampal and extrahipocampal sites, and that retrieval from different sites involves access to different kinds of information. The strongest evidence in support of this view is the set of findings indicating that when remote memories are retrieved, in either human or animal subjects that have suffered hippocampal system damage, these memories are not qualitatively the same as remote memories retrieved in intact subjects. In sum, memory appears to be rather more dynamic than most current conceptions allow, such that retrieval events trigger new encodings, and these new encodings engage the hippocampal system once again. As a result, older, reactivated memories become more resistant to disruption, and this mechanism helps to explain why graded retrograde amnesia is sometimes seen after brain damage. The use of new neuroimaging techniques, coupled with more sensitive neuropsychological tests in lesioned subjects, should further illuminate the complex nature of memory in coming years. It is likely that animal studies will continue to prove important in these developments. (C) 2001 Wiley-Liss, Inc.	Univ Arizona, Dept Psychol, Tucson, AZ 85721 USA; McGill Univ, Montreal Neurol Inst, McConnell Brain Imaging Ctr & Neuropsychol, Montreal, PQ, Canada	Nadel, L (reprint author), Univ Arizona, Dept Psychol, Tucson, AZ 85721 USA.							35	44	47	0	5	WILEY-LISS	NEW YORK	DIV JOHN WILEY & SONS INC, 605 THIRD AVE, NEW YORK, NY 10158-0012 USA	1050-9631			HIPPOCAMPUS	Hippocampus		2001	11	1					56	60		10.1002/1098-1063(2001)11:1<56::AID-HIPO1020>3.0.CO;2-O		5	Neurosciences	Neurosciences & Neurology	405VE	WOS:000167180600007	11261773	No			2017-07-26	
J	Latour, I; Gee, CE; Robitaille, R; Lacaille, JC				Latour, I; Gee, CE; Robitaille, R; Lacaille, JC			Differential mechanisms of Ca2+ responses in glial cells evoked by exogenous and endogenous glutamate in rat hippocampus	HIPPOCAMPUS			English	Article						neuron-glia interactions; L-type Ca2+ channels; metabotropic; glutamate receptors; NMDA receptors; non-NMDA receptors	ASTROCYTES IN-SITU; DEPENDENT CALCIUM CHANNELS; CULTURED ASTROCYTES; SYNAPTIC TRANSMISSION; NEURONAL-ACTIVITY; MAMMALIAN BRAIN; RECEPTORS; MODULATION; RELEASE; WAVES	The mechanisms of Ca2+ responses evoked in hippocampal glial cells in situ, by local application of glutamate and by synaptic activation, were studied in slices from juvenile rats using the membrane permeant fluorescent Ca2+ indicator flue-SAM and confocal microscopy. Ca2+ responses induced by local application of glutamate were unaffected by the sodium channel blocker tetrodotoxin and were therefore due to direct actions on glial cells. Glutamate-evoked responses were significantly reduced by the L-type Ca2+ channel blocker nimodipine, the group I/II metabotropic glutamate receptor antagonist (S)-alpha -methyl-4-carboxyphenylglycine (MCPG), and the N-methyl-D-aspartate (NMDA) receptor antagonist (+/-)2-amino-5-phosphonopentanoic acid (APV). However, glutamate-induced Ca2+ responses were not significantly reduced by the non-NMDA receptor antagonist 6-cyano-7-nitro-quinoxaline-2,3-dione (CNQX). These results indicate that local application of glutamate increases intracellular Ca2+ levels in glial cells via the activation of L-type Ca2+ channels, NMDA receptors, and metabotropic glutamate receptors. Brief (1 s) tetanization of Schaffer collaterals produced increases in intracellular Ca2+ levels in glial cells that were dependent on the frequency of stimulation (greater than or equal to 50 Hz) and on synaptic transmission (abolished by tetrodotoxin). These Ca2+ responses were also antagonized by the L-type Ca2+ channel blocker nimodipine and the metabotropic glutamate receptor antagonist MCPG. However, the non-NMDA receptor antagonist CNQX significantly reduced the Schaffer collateral-evoked Ca2+ responses, while the NMDA antagonist APV did not. Thus, these synaptically mediated Ca2+ responses in glial cells involve the activation of L-type Ca2+ channels, group I/II metabotropic glutamate receptors, and non-NMDA receptors. These findings indicate that increases in intracellular Ca2+ levels induced in glial cells by local glutamate application and by synaptic activity share similar mechanisms (activation of L-type Ca2+ channels and group I/II metabotropic glutamate receptors) but also have distinct components (NMDA vs. non-NMDA receptor activation, respectively). Therefore, neuron-glia interactions in rat hippocampus in situ involve multiple, complex Ca2+-mediated processes that may not be mimicked by local glutamate application. Hippocampos 2001;11:132-145. (C) 2001 Wiley-Liss, Inc.	Univ Montreal, Fac Med, Dept Physiol, Montreal, PQ H3C 3J7, Canada; Univ Montreal, Ctr Rech Sci Neurol, Montreal, PQ H3C 3J7, Canada	Lacaille, JC (reprint author), Univ Montreal, Fac Med, Dept Physiol, CP 6128 Succ Ctr Ville, Montreal, PQ H3C 3J7, Canada.		Gee, Christine/E-9241-2013	Gee, Christine/0000-0003-0345-3665				56	45	45	0	2	WILEY-LISS	NEW YORK	DIV JOHN WILEY & SONS INC, 605 THIRD AVE, NEW YORK, NY 10158-0012 USA	1050-9631			HIPPOCAMPUS	Hippocampus		2001	11	2					132	145		10.1002/hipo.1031		14	Neurosciences	Neurosciences & Neurology	425QP	WOS:000168303000010	11345120	No			2017-07-26	
J	D'Antuono, M; Biagini, G; Tancredi, V; Avoli, M				D'Antuono, M; Biagini, G; Tancredi, V; Avoli, M			Electrophysiology of regular firing cells in the rat perirhinal cortex	HIPPOCAMPUS			English	Article						pyramidal neurons; subthreshold responses; limbic system; in vitro; Na+-electrogenesis	NEURONS IN-VITRO; LAYER-V NEURONS; CA1 PYRAMIDAL NEURONS; HIPPOCAMPAL-NEURONS; ENTORHINAL CORTEX; MEMORY IMPAIRMENT; PARAHIPPOCAMPAL CORTICES; ANOMALOUS RECTIFICATION; MEMBRANE-PROPERTIES; BURSTING NEURONS	The electrophysiological properties of neurons in the rat perirhinal cortex were analyzed with intracellular recordings in an in vitro slice preparation. Cells included in this study (n = 59) had resting membrane potential (RMP) = -73.9 +/- 8.5 mV (mean +/- SD), action potential amplitude = 95.5 +/- 10.4 mV, input resistance = 36.1 +/- v 15.7 M Omega, and time constant = 13.9 +/- 3.4 ms. When filled with neurobiotin (n = 27) they displayed a pyramidal shape with an apical dendrite and extensive basal dendritic tree. injection of intracellular current pulses revealed: 1) tetrodotoxin (TTX, 1 muM)-sensitive, inward rectification in the depolarizing direction (n = 6), and 2) a time- and voltage-dependent hyperpolarizing sag that was blocked by extracellular Cs+ (3 mM, n = 5) application. Prolonged (up to 3 s) depolarizing pulses made perirhinal cells discharge regular firing of fast action potentials that diminished over time in frequency and reached a steady level (i.e., adapted). Repetitive firing was followed by an afterhyperpolarization that was decreased, along with firing adaptation, by the Ca2+-channel blocker Co2+ (2 mM, n = 6). Action potential broadening became evident during repetitive firing. This behavior, which was more pronounced when larger pulses of depolarizing current were injected (and thus when repetitive firing attained higher rates), was markedly decreased by Co2+ application. Subthreshold membrane oscillations at 5-12 Hz became apparent when cells were depolarized by 10-20 mV from RMP, and action potential clusters appeared with further depolarization. Application of glutamatergic and GABA(A) receptor antagonists (n = 4), Co2+ (n = 6), or Cs+ (n = 5) did not prevent the occurrence of these oscillations that were abolished by TTX (n = 6). Our results show that pyramidal-like neurons in the perirhinal cortex are regular firing cells with electrophysiological features resembling those of other cortical pyramidal elements. The ability to generate subthreshold membrane oscillations may play a role in synaptic plasticity and thus in the mnemonic processes typical of this limbic structure. Hippocampus 2001;11:662-672. (C) 2001 Wiley-Liss, Inc.	McGill Univ, Montreal Neurol Inst, Montreal, PQ, Canada; McGill Univ, Dept Neurol, Montreal, PQ H3A 2T5, Canada; McGill Univ, Dept Neurosurg, Montreal, PQ H3A 2T5, Canada; McGill Univ, Dept Physiol, Montreal, PQ H3A 2T5, Canada; IRCCS Neuromed, Pozzilli, Isernia, Italy; Univ Roma Tor Vergata, Dipartimento Neurosci, Rome, Italy; Univ Modena & Reggio Emilia, Dipartimento Sci Biomed, Sez Fisiol, Modena, Italy	Avoli, M (reprint author), 3801 Univ St, Montreal, PQ H3A 2B4, Canada.		Biagini, Giuseppe/F-7668-2013; Biagini, Giuseppe/I-3227-2013	Biagini, Giuseppe/0000-0002-7130-2511; Biagini, Giuseppe/0000-0002-7130-2511; TANCREDI, VIRGINIA/0000-0003-4779-2212				51	20	20	0	2	WILEY-LISS	NEW YORK	DIV JOHN WILEY & SONS INC, 605 THIRD AVE, NEW YORK, NY 10158-0012 USA	1050-9631			HIPPOCAMPUS	Hippocampus		2001	11	6					662	672		10.1002/hipo.1081		11	Neurosciences	Neurosciences & Neurology	506TX	WOS:000172988800006	11811660	No			2017-07-26	
J	Valastro, B; Girard, M; Gagne, JL; Martin, F; Parent, AT; Baudry, M; Massicotte, G				Valastro, B; Girard, M; Gagne, JL; Martin, F; Parent, AT; Baudry, M; Massicotte, G			Inositol hexakisphosphate-mediated regulation of glutamate receptors in rat brain sections	HIPPOCAMPUS			English	Article						inositol phosphate; phytic acid; AMPA receptor; NMDA receptor; adaptin; clathrin	LONG-TERM POTENTIATION; FACTOR-II RECEPTOR; AMPA RECEPTORS; SYNAPTIC TRANSMISSION; BINDING-SITES; HIGH-AFFINITY; SILENT SYNAPSES; ION CHANNELS; CLATHRIN; PROTEIN	D-myo-inositol 1,2,3,4,5,6-hexakisphosphate (InsP6), one of the most abundant inositol phosphates within cells, has been proposed to play a key role in vesicle trafficking and receptor compartmentalization. In the present study, we used in vitro receptor autoradiography, subcellular fractionation, and immunoblotting to investigate its effects on alpha -amino-3-hydroxy-5-methylisoxazole-4-propionate (AMPA) and N-methyl-D-aspartate (NMDA) receptors. Qualitative and quantitative analysis of H-3-AMPA binding indicated that incubation of frozen-thawed brain sections with InsP6 at 35 degreesC enhanced AMPA receptor binding in several brain regions, with maximal increases in the hippocampus and cerebellum. Moreover, saturation kinetics demonstrated that InsP6-induced augmentation of AMPA binding was due to an increment in the maximal number of AMPA binding sites. At the immunological level, Western blots performed on crude mitochondrial/synaptic (P2) fractions revealed that InsP6 (but not InsP5 and InsP3) treatment increased glutamate receptor (GluR)1 and GluR2 subunits of AMPA receptors, an effect that was associated with concomitant reductions in microsomal (P3) fractions. Interestingly, the InsP6-induced modulation of AMPA receptor binding was blocked at room temperature, and pretreatment with heparin also dampered its action on both AMPA receptor binding and GluR subunits. These effects of InsP6 appear to be specific to AMPA receptors, as neither H-3-glutamate binding to NMDA receptors nor levels of NR1 and NR2A subunits in P2 and P3 fractions were affected. Taken together, our data strongly suggest that InsP6 specifically regulates AMPA receptor distribution, possibly through a clathrin-dependent process. Hippocampus 2001;11:673-682. (C) 2001 Wiley-Liss, Inc.	Univ Quebec, Dept Chim Biol, Trois Rivieres, PQ G9A 5H7, Canada; Univ Montreal, Dept Pharmacol, Montreal, PQ H3C 3J7, Canada; Univ Chicago, Dept Neurobiol Pharmacol & Physiol, Chicago, IL 60637 USA; Univ So Calif, Neurosci Program, Los Angeles, CA 90089 USA	Massicotte, G (reprint author), Univ Quebec, Dept Chim Biol, CP 500, Trois Rivieres, PQ G9A 5H7, Canada.							56	6	6	0	0	WILEY-LISS	NEW YORK	DIV JOHN WILEY & SONS INC, 605 THIRD AVE, NEW YORK, NY 10158-0012 USA	1050-9631			HIPPOCAMPUS	Hippocampus		2001	11	6					673	682		10.1002/hipo.1082		10	Neurosciences	Neurosciences & Neurology	506TX	WOS:000172988800007	11811661	No			2017-07-26	
B	Sawan, M			IEEE; IEEE	Sawan, M			Microelectronics to build smart medical devices	ICM 2001: 13TH INTERNATIONAL CONFERENCE ON MICROELECTRONICS, PROCEEDINGS	International Conference on Microelectronics-ICM		English	Proceedings Paper	13th International Conference on Microelectronics (ICM 2001)	OCT 29-31, 2001	RABAT, MOROCCO	IEEE, Agcy Natl Reglementat Telecommun, Minist Enseignenment Super Rech Sci, Secretatiat Etat Aupres Minist Enseignement Super Rech Sci Charge Rech Sci, SEPTI, CNRST, Rectorat Univ Mohammed V-Agdal, Sicotel, Silvaco Data Syst, STMicroelectr, Mentor Graph, Commune Agda/Ryad, Off Natl Eau Potable, Barid El Maghreb				Among the numerous implantable smart medical devices introduced recently, the bladder controller and the visual cortical stimulator are the main subjects of research activities of PolySTIM team headed by prof. Mohamad Sawan, at the Ecole Polytechnique de Montreal. Such devices are dedicated to recuperate or enhance neuromuscular functions in patients by means of peripherals or central nervous systems. While the bladder controllor is dedicated to recuperate voiding and retention functions on paralyzed patients, the electronic visual stimulator is dedicated to create an adequate vision for totally blind patients. Neural peripheral sacral stimulation is applied to recover the bladder function, but direct stimulation of the brain, is the basic principle of the visual cortex stimulator proposed by PolySTIM. The talk will focus on these two applications. Dr. Sawan will elaborate the design and validation of the visual implant that involves advanced stimulator mounted on a matrix of 25x25 microelectrodes which will be implanted on the visuel cortex to recuperate partiel vision for blind patients. This type of pluridisciplinary projects include a wide variety of domains of interest in Microelectronics, RF electronics, mechanical, biomaterial, physics, chemical, as well as in various medical domains such as Neurology, etc.	Ecole Polytech, Montreal, PQ H3C 3A7, Canada	Sawan, M (reprint author), Ecole Polytech, Montreal, PQ H3C 3A7, Canada.							0	0	0	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			0-7803-7522-X	INT C MICROELECTRON			2001							19	19				1	Computer Science, Hardware & Architecture; Computer Science, Software Engineering; Engineering, Electrical & Electronic	Computer Science; Engineering	BU50B	WOS:000176153500004		No			2017-07-26	
J	Guimond, A; Roche, A; Ayache, N; Meunier, J				Guimond, A; Roche, A; Ayache, N; Meunier, J			Three-dimensional multimodal brain warping using the demons algorithm and adaptive intensity corrections	IEEE TRANSACTIONS ON MEDICAL IMAGING			English	Article						elastic registration; intensity correction; medical imaging; multimodality; robust estimation	IMAGE REGISTRATION; MUTUAL INFORMATION; MAXIMIZATION	This paper presents an original method for three-dimensional elastic registration of multimodal images. We propose to make use of a scheme that iterates between correcting for intensity differences between images and performing standard monomodal registration. The care of our contribution resides in providing a method that finds the transformation that maps the intensities of one image to those of another, It makes the assumption that there are at most two functional dependencies between the intensities of structures present in the images to register, and relies on robust estimation techniques to evaluate these functions. We provide results showing successful registration between several imaging modalities involving segmentations, T1 magnetic resonance (MR), T2 MR, proton density (PD) MR and computed tomography (CT), We also argue that our intensity modeling mag be more appropriate than mutual information (MI) in the contest of evaluating high-dimensional deformations, as it puts more constraints on the parameters to be estimated and, thus, permits a better search of the parameter space.	INRIA, Projet Epidaure, F-06902 Sophia Antipolis, France; Univ Montreal, Dept Informat & Rech Operat, Montreal, PQ H3C 3J7, Canada	Guimond, A (reprint author), Brigham & Womens Hosp, Ctr Neurol Imaging, 221 Longwood Ave, Boston, MA 02115 USA.							24	137	139	0	5	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017-2394 USA	0278-0062			IEEE T MED IMAGING	IEEE Trans. Med. Imaging	JAN	2001	20	1					58	69		10.1109/42.906425		12	Computer Science, Interdisciplinary Applications; Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging	Computer Science; Engineering; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging	408KG	WOS:000167324900006	11293692	No			2017-07-26	
J	Bengio, Y; Lauzon, VP; Ducharme, R				Bengio, Y; Lauzon, VP; Ducharme, R			Experiments on the application of IOHMMs to model financial returns series	IEEE TRANSACTIONS ON NEURAL NETWORKS			English	Article						input-output hidden Markov model (IOHMM); financial series; volatility	HIDDEN MARKOV-MODELS; TERM STRUCTURE; INTEREST-RATES; TIME-SERIES; REGIME	Input-output hidden Markov models (IOHMMs) are conditional hidden Markov models in which the emission (and possibly the transition) probabilities can be conditioned on an input sequence. For example, these conditional distributions can be linear, logistic, or nonlinear (using for example multilayer neural networks), We compare the generalization performance of several models which are special cases of input-output hidden Markov models on financial time-series prediction tasks: an unconditional Gaussian, a conditional linear Gaussian, a mixture of Gaussians, a mixture of conditional linear Gaussians, a hidden Markov model, and various IOHMMs. The experiments compare these models on predicting the conditional density of returns of market and sector indices. Note that the unconditional Gaussian estimates the first moment with the historical average. The results show that, although for the first moment the historical average gives the best results, for the higher moments, the IOHMMs yielded significantly better performance, as estimated by the out-of-sample likelihood.	Univ Montreal, Dept Informat & Rech Operat, Montreal, PQ H3C 3J7, Canada	Bengio, Y (reprint author), Univ Montreal, Dept Informat & Rech Operat, Montreal, PQ H3C 3J7, Canada.	bengioy@iro.umontreal.ca; lauzon@iro.umontreal.ca; ducharme@iro.umontreal.ca						35	21	22	0	1	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1045-9227	1941-0093		IEEE T NEURAL NETWOR	IEEE Trans. Neural Netw.	JAN	2001	12	1					113	123		10.1109/72.896800		11	Computer Science, Artificial Intelligence; Computer Science, Hardware & Architecture; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	396GC	WOS:000166627100009	18244367	No			2017-07-26	
S	Chartier, S; Proulx, R			IEEE; IEEE; IEEE; IEEE	Chartier, S; Proulx, R			A new online unsupervised learning rule for the BSB model	IJCNN'01: INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOLS 1-4, PROCEEDINGS	IEEE International Joint Conference on Neural Networks (IJCNN)		English	Proceedings Paper	International Joint Conference on Neural Networks (IJCNN 01)	JUL 15-19, 2001	WASHINGTON, D.C.	Int Neural Network Soc, IEEE, Neural Networks Council			NEURAL NETWORKS	In this paper it is demonstrated that a new unsupervised learning rule enable non-linear model, like the BSB model and the Hopfield network, to learn online correlated stimuli. This rule stabilizes the weight matrix growth to the projection rule in a local fashion. The model has been tested with computer simulations that show that the model is stable over the variations of its free parameters and that it is noise tolerant in the recall task.	Univ Quebec, Dept Psychol, Lab Etud Intelligence Nat & Artificielle, Montreal, PQ H3C 3P8, Canada	Chartier, S (reprint author), Univ Quebec, Dept Psychol, Lab Etud Intelligence Nat & Artificielle, CP 8888 Succ Ctr Ville, Montreal, PQ H3C 3P8, Canada.							7	0	1	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1098-7576		0-7803-7044-9	IEEE IJCNN			2001							448	453				6	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BT36Q	WOS:000172784800080		No			2017-07-26	
J	Shultz, TR; Bale, AC				Shultz, Thomas R.; Bale, Alan C.			Neural Network Simulation of Infant Familiarization to Artificial Sentences: Rule-Like Behavior Without Explicit Rules and Variables	INFANCY			English	Article								A fundamental issue in cognitive science is whether human cognitive processing is better explained by symbolic rules or by subsymbolic neural networks. A recent study of infant familiarization to sentences in an artificial language seems to have produced data that can only be explained by symbolic rule learning and not by unstructured neural networks (Marcus, Vijayan, Bandi Rao, & Vishton, 1999). Here we present successful unstructured neural network simulations of the infant data, showing that these data do not uniquely support a rule-based account. In contrast to other simulations of these data, these simulations cover more aspects of the data with fewer assumptions about prior knowledge and training, using a more realistic coding scheme based on sonority of phonemes. The networks show exponential decreases in attention to a repeated sentence pattern, more recovery to novel sentences inconsistent with the familiar pattern than to novel sentences consistent with the familiar pattern, occasional familiarity preferences, more recovery to consistent novel sentences than to familiarized sentences, and extrapolative generalization outside the range of the training patterns. A variety of predictions suggest the utility of the model in guiding future psychological work. The evidence, from these and other simulations, supports the view that unstructured neural networks can account for the existing infant data.	[Shultz, Thomas R.] McGill Univ, Dept Psychol, Montreal, PQ H3A 1B1, Canada; [Bale, Alan C.] McGill Univ, Dept Linguist, Montreal, PQ H3A 1B1, Canada	Shultz, TR (reprint author), McGill Univ, Dept Psychol, Stewart Biol Sci Bldg,1205 Dr Penfield Ave, Montreal, PQ H3A 1B1, Canada.	shultz@psych.mcgill.ca						59	18	18	0	1	LAWRENCE ERLBAUM ASSOC INC-TAYLOR & FRANCIS	PHILADELPHIA	325 CHESTNUT STREET, STE 800, PHILADELPHIA, PA 19106 USA	1525-0008			INFANCY	Infancy		2001	2	4					501	536		10.1207/S15327078IN0204_07		36	Psychology, Developmental	Psychology	V73VG	WOS:000204990000007		No			2017-07-26	
