PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Yazer, MS; Finlayson, RJ; Tran, DQH				Yazer, Murray S.; Finlayson, Roderick J.; Tran, De Q. H.			A Randomized Comparison Between Infraclavicular Block and Targeted Intracluster Injection Supraclavicular Block	REGIONAL ANESTHESIA AND PAIN MEDICINE			English	Article							BRACHIAL-PLEXUS BLOCK; ULTRASOUND; SINGLE	Background and Objectives: This prospective, randomized trial compared ultrasound-guided targeted intracluster injection (TII) supraclavicular brachial plexus block (SCB) and infraclavicular brachial plexus block (ICB). Methods: Sixty-four patients were randomly allocated to receive an ultrasound-guided TII SCB (n = 32) or ICB (n = 32). The local anesthetic agent (lidocaine 1.5% with epinephrine 5 mu g/mL) was identical in all subjects. In the TII SCB group, half the volume (16 mL) was injected inside the largest neural cluster (confluence of trunks and divisions of the brachial plexus). Subsequently, the remaining half (16 mL) was divided into equal aliquots and injected inside every single satellite cluster. In the ICB group, the entire volume (35 mL) was injected dorsal to the axillary artery. During the performance of the block, the performance time, number of needle passes, procedural pain, and complications (vascular puncture, paresthesia) were recorded. Subsequently, a blinded observer assessed the onset time, incidence of Horner syndrome, and success rate (surgical anesthesia). The main outcome variable was the total anesthesia-related time (sum of performance and onset times). Results: Due to a quicker onset [8.9 (5.6) vs 17.6 (5.3) minutes; P < 0.001], the total anesthesia-related time was shorter with TII SCB [18.2 (6.1) vs 22.8 (5.3) minutes; P < 0.001]. However no differences were observed between the 2 groups in terms of success rate (93.7%-96.9%), block-related pain scores, and adverse events such as vascular puncture and paresthesia. Expectedly, the ICB group required fewer needle passes (2 vs 6; P < 0.001) as well as shorter needling [4.8 (2.3) vs 9.0 (2.9) minutes; P < 0.001] and performance [5.6 (2.3) vs 9.5 (2.9) minutes; P < 0.001] times. Moreover, the ICB approach was associated with a decreased incidence of Horner syndrome (3.1% vs 53.1%; P < 0.001). Conclusions: Ultrasound-guided TII SCB and ICB provide comparable success rates. Due to its quick onset, TII SCB results in a shorter total anesthesia-related time.	[Yazer, Murray S.; Finlayson, Roderick J.; Tran, De Q. H.] McGill Univ, Montreal Gen Hosp, Dept Anesthesia, Montreal, PQ H3G 1A4, Canada	Tran, DQH (reprint author), Montreal Gen Hosp, Dept Anesthesia, 1650 Ave Cedar,D10-144, Montreal, PQ H3G 1A4, Canada.	de_tran@hotmail.com						15	10	11	1	3	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	1098-7339	1532-8651		REGION ANESTH PAIN M	Region. Anesth. Pain Med.	JAN-FEB	2015	40	1					11	15		10.1097/AAP.0000000000000193		5	Anesthesiology	Anesthesiology	AW7ZW	WOS:000346481400003	25478758	No			2017-07-26	
J	Thorin, E; Castoldi, G; Stella, A				Thorin, Eric; Castoldi, Giovanna; Stella, Andrea			Neuroprotection after ischemic stroke by activation of angiotensin receptor type 2: why clinical data do not fit the paradigm?	JOURNAL OF HYPERTENSION			English	Editorial Material							MYOCARDIAL-INFARCTION; CEREBRAL-ISCHEMIA; RISK; STIMULATION; BLOCKERS; AGONIST; SYSTEM; PREVENTION; DISEASE; AGENTS		[Thorin, Eric] Univ Montreal, Res Ctr, Montreal Heart Inst, Dept Surg,Fac Med, Montreal, PQ H1T 1C8, Canada; [Castoldi, Giovanna; Stella, Andrea] Univ Milano Bicocca, Clin Nefrol, Dipartimento Sci Salute, Monza, Italy	Thorin, E (reprint author), Univ Montreal, Res Ctr, Montreal Heart Inst, Dept Surg,Fac Med, 5000 Belanger St, Montreal, PQ H1T 1C8, Canada.	eric.thorin@umontreal.ca						31	0	0	1	3	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0263-6352	1473-5598		J HYPERTENS	J. Hypertens.	JAN	2015	33	1					66	68		10.1097/HJH.0000000000000433		3	Peripheral Vascular Disease	Cardiovascular System & Cardiology	AW2XJ	WOS:000346149700009	25470121	No			2017-07-26	
J	Janes, AC; Park, MTM; Farmer, S; Chakravarty, MM				Janes, Amy C.; Park, Min Tae M.; Farmer, Stacey; Chakravarty, M. Mallar			Striatal Morphology is Associated with Tobacco Cigarette Craving	NEUROPSYCHOPHARMACOLOGY			English	Article							SMOKING ABSTINENCE; WARPING TECHNIQUES; DORSAL STRIATUM; CEREBRAL-CORTEX; LABEL-FUSION; BRAIN ATLAS; SEGMENTATION; ADDICTION; DOPAMINE; MRI	The striatum has a clear role in addictive disorders and is involved in drug-related craving. Recently, enhanced striatal volume was associated with greater lifetime nicotine exposure, suggesting a bridge between striatal function and structural phenotypes. To assess this link between striatal structure and function, we evaluated the relationship between striatal morphology and this brain region's well-established role in craving. In tobacco smokers, we assessed striatal volume, surface area, and shape using a new segmentation methodology coupled with local shape indices. Striatal morphology was then related with two measures of craving: state-based craving, assessed by the brief questionnaire of smoking urges (QSU), and craving induced by smoking-related images. A positive association was found between left striatal volume and surface area with both measures of craving. A more specific relationship was found between both craving measures and the dorsal, but not in ventral striatum. Evaluating dorsal striatal subregions showed a single relationship between the caudate and QSU. Although cue-induced craving and the QSU were both associated with enlarged striatal volume and surface area, these measures were differentially associated with global or more local striatal volumes. We also report a connection between greater right striatal shape deformations and cue-induced craving. Shape deformations associated with cue-induced craving were specific to striatal subregions involved in habitual responding to rewarding stimuli, which is relevant given the habitual nature of cue-induced craving. The current findings confirm a relationship between striatal function and morphology and suggest that variation in striatal morphology may be a biomarker for craving severity.	[Janes, Amy C.; Farmer, Stacey] Harvard Univ, McLean Hosp, Sch Med, McLean Imaging Ctr, Belmont, MA USA; [Park, Min Tae M.; Chakravarty, M. Mallar] Douglas Mental Hlth Univ Inst, Cerebral Imaging Ctr, Montreal, PQ, Canada; [Chakravarty, M. Mallar] McGill Univ, Dept Psychiat, Montreal, PQ, Canada	Janes, AC (reprint author), McLean Hosp, Brain Imaging Ctr, Mail Stop 310,115 Mill St, Belmont, MA 02478 USA.	ajanes@mclean.harvard.edu	Janes, Amy/A-5322-2013	Janes, Amy/0000-0002-3749-5006; Park, Min Tae/0000-0002-4268-7432	National Institute on Drug Abuse Grant [K01DA029645]	This work was supported by the National Institute on Drug Abuse Grant K01DA029645 (AJ). The other authors declare no conflict of interest.		48	13	13	0	12	NATURE PUBLISHING GROUP	LONDON	MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND	0893-133X	1740-634X		NEUROPSYCHOPHARMACOL	Neuropsychopharmacology	JAN	2015	40	2					406	411		10.1038/npp.2014.185		6	Neurosciences; Pharmacology & Pharmacy; Psychiatry	Neurosciences & Neurology; Pharmacology & Pharmacy; Psychiatry	AW2WQ	WOS:000346147800016	25056595	No			2017-07-26	
J	Einarsson, EO; Pors, J; Nader, K				Einarsson, Einar Oe; Pors, Jennifer; Nader, Karim			Systems Reconsolidation Reveals a Selective Role for the Anterior Cingulate Cortex in Generalized Contextual Fear Memory Expression	NEUROPSYCHOPHARMACOLOGY			English	Article							RETROGRADE-AMNESIA; REMOTE MEMORIES; STIMULUS ATTRIBUTES; CONSOLIDATION; HIPPOCAMPUS; TRANSFORMATION; ORGANIZATION; SPECIFICITY; INVOLVEMENT; EXTINCTION	After acquisition, hippocampus-dependent memories undergo a systems consolidation process, during which they become independent of the hippocampus and dependent on the anterior cingulate cortex (ACC) for memory expression. However, consolidated remote memories can become transiently hippocampus-dependent again following memory reactivation. How this systems reconsolidation affects the role of the ACC in remote memory expression is not known. Using contextual fear conditioning, we show that the expression of 30-day-old remote memory can transiently be supported by either the ACC or the dorsal hippocampus following memory reactivation, and that the ACC specifically mediates expression of remote generalized contextual fear memory. We found that suppression of neural activity in the ACC with the AMPA/kainate receptor antagonist 6-cyano-7-nitroquinoxaline-2,3-dione (CNQX) impaired the expression of remote, but not recent, contextual fear memory. Fear expression was not affected by this treatment if preceded by memory reactivation 6 h earlier, nor was it affected by suppression of neural activity in the dorsal hippocampus with the GABA-receptor agonist muscimol. However, simultaneous targeting of both the ACC and the dorsal hippocampus 6 h after memory reactivation disrupted contextual fear memory expression. Second, we observed that expression of a 30-day-old generalized contextual fear memory in a novel context was not affected by memory reactivation 6 h earlier. However, intra-ACC CNQX infusion before testing impaired contextual fear expression in the novel context, but not the original training context. Together, these data suggest that although the dorsal hippocampus may be recruited during systems reconsolidation, the ACC remains necessary for the expression of generalized contextual fear memory.	[Einarsson, Einar Oe; Pors, Jennifer; Nader, Karim] McGill Univ, Dept Psychol, Montreal, PQ, Canada	Einarsson, EO (reprint author), INSERM, Neuroctr Magendie, U862, 146 Rue Leo Saignat, F-33077 Bordeaux, France.	einar.einarsson@inserm.fr; karim.nader@mcgill.ca		Einarsson, Einar/0000-0001-5058-0312	Canadian Institutes of Health Research; Natural Sciences and Engineering Research Council of Canada	We thank Oliver Hardt and Cyril Herry for helpful comments on the manuscript. This work was supported by grants from the Canadian Institutes of Health Research and the Natural Sciences and Engineering Research Council of Canada (to KN).		35	11	11	5	25	NATURE PUBLISHING GROUP	LONDON	MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND	0893-133X	1740-634X		NEUROPSYCHOPHARMACOL	Neuropsychopharmacology	JAN	2015	40	2					480	487		10.1038/npp.2014.197		8	Neurosciences; Pharmacology & Pharmacy; Psychiatry	Neurosciences & Neurology; Pharmacology & Pharmacy; Psychiatry	AW2WQ	WOS:000346147800025	25091528	No			2017-07-26	
S	Assi, EB; Sawan, M; Nguyen, DK; Rihana, S			IEEE	Assi, E. Bou; Sawan, M.; Nguyen, D. K.; Rihana, S.			A Hybrid mRMR-Genetic Based Selection Method For The Prediction Of Epileptic Seizures	2015 IEEE BIOMEDICAL CIRCUITS AND SYSTEMS CONFERENCE (BIOCAS)	Biomedical Circuits and Systems Conference		English	Proceedings Paper	11th IEEE Annual Biomedical Circuits and Systems Conference (BioCAS)	OCT 22-24, 2015	Atlanta, GA	IEEE, IEEE Circuits & Syst Soc, IEEE Engn Med & Biol Soc, IEEE Solid State Circuits Soc, Natl Sci Fdn, Medtron Inc, St Jude Med		Epilepsy; seizure forecasting; preictal state; feature extraction; feature selection; classification; machine learning		Seizure forecasting would significantly improve the quality of life of epileptic patients. Predictive algorithms use high dimensionality data to evaluate the likelihood of an impending seizure. Dimensionality reduction is a key step towards the development of portable prediction systems. In this work, a comparative study of feature selection and classification methods was performed. Based on a Support Vector Machine and an Adaptive Neuro Fuzzy inference system, data reduction was performed by combining a minimum redundancy maximum relevance approach for electrodes selection and a genetic algorithm for features selection. The results show that the selected subset of features operates equally and sometimes even better than the whole features set.	[Assi, E. Bou; Sawan, M.] Polytech Montreal Polymtl, Polystim Neurotechnol, Dept Elect Engn, Montreal, PQ, Canada; [Nguyen, D. K.] Univ Montreal, Univ Montreal Hosp Ctr CHUM, Montreal, PQ, Canada; [Rihana, S.] Holy Spirit Univ Kaslik USEK, Dept Biomed Engn, Jounieh, Lebanon	Assi, EB (reprint author), Polytech Montreal Polymtl, Polystim Neurotechnol, Dept Elect Engn, Montreal, PQ, Canada.	elie.bou-assi@polymtl.ca			Canada Research Chair in Smart Medical Device; Agence Universitaire de la Francophonie (AUF); Higher Research Center (CSR) - USEK	The authors acknowledge financial support from the Canada Research Chair in Smart Medical Device, the Agence Universitaire de la Francophonie (AUF) and the Higher Research Center (CSR) - USEK.		11	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2163-4025		978-1-4799-7234-0	BIOMED CIRC SYST C			2015							326	329				4	Computer Science, Information Systems; Engineering, Biomedical; Engineering, Electrical & Electronic	Computer Science; Engineering	BH2FT	WOS:000398907900093		No			2017-07-26	
S	Ghodsevali, E; Gosselin, B; Boukadoum, M; Miled, A			IEEE	Ghodsevali, Elnaz; Gosselin, Benoit; Boukadoum, Mounir; Miled, Amine			High Accuracy and Sensitivity Differential Potentiostat with Amplifier-Based Error Cancellation Feedback Loop	2015 IEEE BIOMEDICAL CIRCUITS AND SYSTEMS CONFERENCE (BIOCAS)	Biomedical Circuits and Systems Conference		English	Proceedings Paper	11th IEEE Annual Biomedical Circuits and Systems Conference (BioCAS)	OCT 22-24, 2015	Atlanta, GA	IEEE, IEEE Circuits & Syst Soc, IEEE Engn Med & Biol Soc, IEEE Solid State Circuits Soc, Natl Sci Fdn, Medtron Inc, St Jude Med				We present a low-current, high sensitivity and high linearity biosensor dedicated to neurotransmitter detection. The design is based on a fully-differential amplifier for enhanced sensitivity and wide dynamic range. Moreover, an error cancellation loop composed of high gain and rejection ratio amplifiers subtracts the voltage drop created by the sense resistor, thus enabling the use of high resistance values for low current sensing with no adverse effect on the biosensor's dynamic range; as a result, the sensitivity of the circuit is considerably improved. Implementing this biosensor with discrete components led to a current sensitivity of 10 nA, an accuracy of 0.1 % and a CMRR of 83 dB.	[Ghodsevali, Elnaz; Miled, Amine] Univ Laval, ECE Dept, LABioTRON Bioengn Res Lab, Quebec City, PQ, Canada; [Ghodsevali, Elnaz; Gosselin, Benoit] Univ Laval, ECE Dept, Biomed Microsyst Lab, Quebec City, PQ, Canada; [Boukadoum, Mounir] Univ Quebec, Montreal, PQ, Canada	Ghodsevali, E (reprint author), Univ Laval, ECE Dept, LABioTRON Bioengn Res Lab, Quebec City, PQ, Canada.	elnaz.ghodsevali.1@ulaval.ca; amine.miled@gel.ulaval.ca			Microsystems Strategic Alliance of Quebec (ReSMIQ); National Research Council of Canada (NSERC)	The authors acknowledge the financial support from the Microsystems Strategic Alliance of Quebec (ReSMIQ), and the National Research Council of Canada (NSERC).		12	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2163-4025		978-1-4799-7234-0	BIOMED CIRC SYST C			2015							556	559				4	Computer Science, Information Systems; Engineering, Biomedical; Engineering, Electrical & Electronic	Computer Science; Engineering	BH2FT	WOS:000398907900150		No			2017-07-26	
S	Thiongane, M; Chan, W; L'Ecuyer, P			IEEE	Thiongane, Mamadou; Chan, Wyean; L'Ecuyer, Pierre			WAITING TIME PREDICTORS FOR MULTI-SKILL CALL CENTERS	2015 WINTER SIMULATION CONFERENCE (WSC)	Winter Simulation Conference Proceedings		English	Proceedings Paper	Winter Simulation Conference (WSC)	DEC 06-09, 2015	Huntington Beach, CA				ANTICIPATED DELAYS; SERVICE SYSTEMS; HISTORY; QUEUES	We develop customer delay predictors for multi-skill call centers that take as inputs the queueing state upon arrival and the waiting time of the last customer served. Many predictors have been proposed and studied for the single queue system, but barely any predictor currently exists for the multi-skill case. We introduce two new predictors that use cubic regression splines and artificial neural networks, respectively, and whose parameters are optimized (or leamed) from observation data obtained by simulation. In numerical experiments, our proposed predictors are much more accurate than a popular heuristic that uses, as a predictor, the delay of the last customer of the same type that started service.	[Thiongane, Mamadou; Chan, Wyean; L'Ecuyer, Pierre] Univ Montreal, Dept Comp Sci & Operat Res, Pavillon Andre Aisenstadt,CP 6128,Succ Ctr Ville, Montreal, PQ H3C 3J7, Canada	Thiongane, M (reprint author), Univ Montreal, Dept Comp Sci & Operat Res, Pavillon Andre Aisenstadt,CP 6128,Succ Ctr Ville, Montreal, PQ H3C 3J7, Canada.	thiongam@iro.umontreal.ca; chanwyea@iro.umontreal.ca						29	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	0891-7736		978-1-4673-9743-8	WINT SIMUL C PROC			2015							3073	3084				12	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods	Computer Science	BH2QZ	WOS:000399133902080		No			2017-07-26	
J	Wu, HT; Baudin, F; Frasch, MG; Emeriaud, G				Wu, Hau-Tieng; Baudin, Florent; Frasch, Martin G.; Emeriaud, Guillaume			Respiratory variability during NAVA ventilation in children: authors' reply	FRONTIERS IN PEDIATRICS			English	Editorial Material						pediatric intensive care; mechanical ventilation; neurally adjusted ventilatory assist; diaphragm; children			[Wu, Hau-Tieng] Univ Toronto, Dept Math, Toronto, ON, Canada; [Baudin, Florent; Emeriaud, Guillaume] Univ Montreal, Dept Pediat, CHU St Justine, Montreal, PQ, Canada; [Frasch, Martin G.] Univ Montreal, Dept Obstet & Gynecol, CHU St Justine, Res Ctr, Montreal, PQ, Canada; [Frasch, Martin G.] Univ Montreal, Dept Neurosci, CHU St Justine, Res Ctr, Montreal, PQ, Canada; [Frasch, Martin G.] Univ Montreal, Ctr Rech Reprod Anim, St Hyacinthe, PQ, Canada	Emeriaud, G (reprint author), Univ Montreal, Dept Pediat, CHU St Justine, Montreal, PQ, Canada.	guillaume.emeriaud@umontreal.ca						17	1	1	0	1	FRONTIERS MEDIA SA	LAUSANNE	PO BOX 110, EPFL INNOVATION PARK, BUILDING I, LAUSANNE, 1015, SWITZERLAND	2296-2360			FRONT PEDIATR	Front. Pediatr.		2015	3								13	10.3389/fped.2015.00013		2	Pediatrics	Pediatrics	V46PZ	WOS:000209897400011	25745627	gold			2017-07-26	
J	Senecal, S; Fredette, M; Leger, PM; Courtemanche, F; Riedl, R				Senecal, Sylvain; Fredette, Marc; Leger, Pierre-Majorique; Courtemanche, Francois; Riedl, Rene			Consumers' Cognitive Lock-in on Websites: Evidence from a Neurophysiological Study	JOURNAL OF INTERNET COMMERCE			English	Article						automatic processing; brain; cognitive load; consumer neuroscience; controlled processing; electroencephalography (EEG); lock-in		The objective of this research was to investigate neurophysiological mechanisms underlying the development of cognitive lock-in. Cognitive lock-in describes a situation in which a consumer has learned how to use a website, based on repeated interactions with it, with the consequence that more experience reduces the probability to switch to a competitor's website. A major reason for the reduced switching probability is that interaction with an unfamiliar website typically implies high levels of cognitive load. Researchers conducted an experiment measuring cognitive load while consumers performed online purchasing tasks. Results show that participants visiting the same website multiple times have different cognitive load patterns than participants visiting different websites. The former group rapidly moved from controlled processing to automatic processing, which is metabolically less costly, leading to cognitive lock-in. Theoretical contributions and managerial implications are discussed.	[Senecal, Sylvain; Fredette, Marc; Leger, Pierre-Majorique; Courtemanche, Francois] HEC Montreal, 3000 Cote Ste Catherine, Montreal, PQ H3T 2A7, Canada; [Riedl, Rene] Univ Linz, Dept Business Informat Informat Engn, Wels, Austria; [Riedl, Rene] Austria Univ Applie Sci Upper Austria, Sch Management, Wels, Austria	Senecal, S (reprint author), HEC Montreal, 3000 Cote Ste Catherine, Montreal, PQ H3T 2A7, Canada.	ss@hec.ca						43	2	2	0	0	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1533-2861	1533-287X		J INTERNET COMMER	J. Internet Commer.		2015	14	3					277	293		10.1080/15332861.2015.1028249		17	Business	Business & Economics	V82QN	WOS:000212332400001		No			2017-07-26	
J	Gorgolewski, KJ; Mendes, N; Wilfling, D; Wladimirow, E; Gauthier, CJ; Bonnen, T; Ruby, FJM; Trampel, R; Bazin, PL; Cozatl, R; Smallwood, J; Margulies, DS				Gorgolewski, Krzysztof J.; Mendes, Natacha; Wilfling, Domenica; Wladimirow, Elisabeth; Gauthier, Claudine J.; Bonnen, Tyler; Ruby, Florence J. M.; Trampel, Robert; Bazin, Pierre-Louis; Cozatl, Roberto; Smallwood, Jonathan; Margulies, Daniel S.			A high resolution 7-Tesla resting-state fMRI test-retest dataset with cognitive and physiological measures	SCIENTIFIC DATA			English	Article								Here we present a test-retest dataset of functional magnetic resonance imaging (fMRI) data acquired at rest. 22 participants were scanned during two sessions spaced one week apart. Each session includes two 1.5mm isotropic whole-brain scans and one 0.75mm isotropic scan of the prefrontal cortex, giving a total of six time-points. Additionally, the dataset includes measures of mood, sustained attention, blood pressure, respiration, pulse, and the content of self-generated thoughts (mind wandering). This data enables the investigation of sources of both intra-and inter-session variability not only limited to physiological changes, but also including alterations in cognitive and affective states, at high spatial resolution. The dataset is accompanied by a detailed experimental protocol and source code of all stimuli used.	[Gorgolewski, Krzysztof J.; Mendes, Natacha; Bonnen, Tyler; Margulies, Daniel S.] Max Planck Inst Human Cognit & Brain Sci, Max Planck Res Grp Neuroanat & Connect, D-04103 Leipzig, Germany; [Wilfling, Domenica; Wladimirow, Elisabeth] Max Planck Inst Human Cognit & Brain Sci, Dept Neurophys, D-04103 Leipzig, Germany; [Gauthier, Claudine J.; Trampel, Robert; Bazin, Pierre-Louis] Max Planck Inst Human Cognit & Brain Sci, Dept Neurol, D-04103 Leipzig, Germany; [Gauthier, Claudine J.] Concordia Univ, PERFORM Ctr, Montreal, PQ H4B 1R6, Canada; [Ruby, Florence J. M.; Smallwood, Jonathan] Univ York, Dept Psychol, York YO10 5DD, N Yorkshire, England; [Cozatl, Roberto] Max Planck Inst Human Cognit & Brain Sci, Databases & IT Grp, D-04103 Leipzig, Germany	Gorgolewski, KJ (reprint author), Max Planck Inst Human Cognit & Brain Sci, Max Planck Res Grp Neuroanat & Connect, D-04103 Leipzig, Germany.	krzysztof.gorgolewski@gmail.com	Margulies, Daniel/L-4719-2016	Margulies, Daniel/0000-0002-8880-9204; Gorgolewski, Krzysztof/0000-0003-3321-7583	Max Planck Society	This work has been funded by the Max Planck Society.		43	8	8	1	1	NATURE PUBLISHING GROUP	LONDON	MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND	2052-4463			SCI DATA	Sci. Data		2015	2								140054	10.1038/sdata.2014.54		13	Multidisciplinary Sciences	Science & Technology - Other Topics	V45VM	WOS:000209844100001		gold			2017-07-26	
