PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Haghighi, H; Abdollahi, F; Gharibzadeh, S			IEEE	Haghighi, Hamed; Abdollahi, Farzaneh; Gharibzadeh, Shahriar			Brain-Inspired Modular Controller with Fuzzy Module Selection	2013 3RD INTERNATIONAL CONFERENCE ON CONTROL, INSTRUMENTATION, AND AUTOMATION (ICCIA)			English	Proceedings Paper	3rd International Conference on Control, Instrumentation, and Automation (ICCIA)	DEC 28-30, 2013	Tehran, IRAN	Ambedkar Univ Technol			MODEL	Human capability in dealing with variant dynamic conditions and performing successive different tasks in usually non-stationary environments, has got the neuroscientists' attention to discover the mechanism of human neural system which performs motion control. One of these studies, suggests a modular structure, MOSAIC, to learn and control variant dynamic conditions by switching multiple modules. In this paper, we present an easy understandable fuzzy mechanism to select appropriate module which is an important problem about the switching, according to the dynamic condition. Although there have been some extensions of original MOSAIC, the previously proposed approaches either result in unstable module switching or exploit biologically unjustifiable probabilistic methods. In addition to the fact that fuzzy approach is greatly compatible with human brain behavior, the simulation results show that fuzzy module selection outperforms the probabilistic approach used in original MOSAIC.	[Haghighi, Hamed] Amirkabir Univ Technol, Tehran Polytech, Ctr Excellence Control & Robot, Dept Elect Engn, Tehran 15914, Iran; [Abdollahi, Farzaneh] Concordia Univ, Dept Elect Engn, Montreal, PQ H3G 1M8, Canada; [Abdollahi, Farzaneh] Amirkabir Univ Technol, Dept Elect Engn, Tehran, Iran; [Gharibzadeh, Shahriar] Amirkabir Univ Technol, Tehran Polytech, NCSL, Tehran 15914, Iran	Haghighi, H (reprint author), Amirkabir Univ Technol, Tehran Polytech, Ctr Excellence Control & Robot, Dept Elect Engn, Tehran 15914, Iran.	Hamed_Haghighi@aut.ac.ir; f_abdollahi@aut.ac.ir; gharibzadeh@aut.ac.ir						6	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-3117-0				2013							351	354				4	Automation & Control Systems; Engineering, Electrical & Electronic	Automation & Control Systems; Engineering	BG9CI	WOS:000393049600064		No			2017-07-26	
S	Salavatian, S; Vinet, A; Beaumont, E; Armour, JA; Ardell, JL; Jacquemet, V			IEEE	Salavatian, Siamak; Vinet, Alain; Beaumont, Eric; Armour, J. Andrew; Ardell, Jeffrey L.; Jacquemet, Vincent			Recording and Identification of Cardiac Neuron Activity in the Right Atrium Ganglionated Plexus	2013 COMPUTING IN CARDIOLOGY CONFERENCE (CINC)	Computing in Cardiology Series		English	Proceedings Paper	40th Annual Meeting on Computing in Cardiology (CinC)	SEP 22-25, 2013	Zaragoza, SPAIN	EMB, IEEE, PhysioNet, Mortara, Univ Inst Investigac Ingn Aragon, Univ Zaragoza, Philips, Escuela Ingn Arquitectura, Univ Zaragoza, GE Healthcare Life Sci, Cardiolund, Ciber-BBN, Centro Investigac Biomedica Red Bioingenieria, Biomateriales Nanomedicina, lOP Publishing, Zoll, Museo Ibercaja, Goya Zaragoza, ESC Working Grp, e-Cardiol, Unive Zaragoza, GTC, Commun Technologies Grp,, Unive Zaragoza, European Soc Cardiol			FIBRILLATION; CANCELLATION	Recent multichannel electrode array technology has enabled the simultaneous recording of multiple cardiac neurons located in ganglia on a beating heart. These new bioelectric signals are contaminated by the electrical activity of the atrial muscle just underneath. These atrial waveforms may mask relevant neuronal activity. In this paper. we evaluate the application of a principal component analysis technique to suppress atrial activity ( AA) and reveal hidden neuronal activity. Neuronal signals were recorded in situ using a 16-channel electrode in an open-chest. anesthetized dog in sinus rhythm. Validation of AA cancellation was performed by comparing neuron spike waveforms extracted from within AA with those found in AA-free time intervals. Results showed that consistent neuronal waveforms can be identified within AA in order to improve the detection of neuron firings.	[Salavatian, Siamak; Vinet, Alain; Jacquemet, Vincent] Univ Montreal, Montreal, PQ, Canada; [Salavatian, Siamak; Vinet, Alain; Jacquemet, Vincent] Hop Sacre Coeur, Montreal, PQ H4J 1C5, Canada; [Beaumont, Eric; Armour, J. Andrew; Ardell, Jeffrey L.] E Tennessee State Univ, Johnson City, TN 37614 USA	Jacquemet, V (reprint author), Hop Sacre Coeur, Ctr Rech, 5400 Boul Gouin Ouest, Montreal, PQ H4J 1C5, Canada.	vincent.jacquemet@umontreal.ca						11	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	0276-6574		978-1-4799-0884-4	COMPUT CARDIOL			2013	40						1191	1194				4	Computer Science, Interdisciplinary Applications; Engineering, Multidisciplinary; Engineering, Biomedical	Computer Science; Engineering	BC1AL	WOS:000349898700300		No			2017-07-26	
S	Jarollahi, H; Onizawa, N; Gross, WJ			IEEE	Jarollahi, Hooman; Onizawa, Naoya; Gross, Warren J.			Selective Decoding in Associative Memories Based on Sparse-Clustered Networks	2013 IEEE GLOBAL CONFERENCE ON SIGNAL AND INFORMATION PROCESSING (GLOBALSIP)	IEEE Global Conference on Signal and Information Processing		English	Proceedings Paper	IEEE Global Conference on Signal and Information Processing (GlobalSIP)	DEC 03-05, 2013	Austin, TX	Inst Elect & Elect Engineers, IEEE Signal Proc Soc			NEURAL-NETWORKS	Associative memories are structures that can retrieve previously stored information given a partial input pattern instead of an explicit address as in indexed memories. A few hardware approaches have recently been introduced for a new family of associative memories based on Sparse-Clustered Networks (SCN) that show attractive features. These architectures are suitable for implementations with low retrieval latency, but are limited to small networks that store a few hundred data entries. In this paper, a new hardware architecture of SCNs is proposed that features a new data-storage technique as well as a method we refer to as Selective Decoding (SD-SCN). The SD-SCN has been implemented using a similar FPGA used in the previous efforts and achieves two orders of magnitude higher capacity, with no error-performance penalty but with the cost of few extra clock cycles per data access.	[Jarollahi, Hooman; Onizawa, Naoya; Gross, Warren J.] McGill Univ, Dept Elect & Comp Engn, Montreal, PQ H3A 0E9, Canada	Jarollahi, H (reprint author), McGill Univ, Dept Elect & Comp Engn, Montreal, PQ H3A 0E9, Canada.	hooman.jarollahi@mail.mcgill.ca; naoya.onizawa@mail.mcgill.ca; warren.gross@mcgill.ca						6	3	3	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2376-4066		978-1-4799-0248-4	IEEE GLOB CONF SIG			2013							1270	1273				4	Engineering, Electrical & Electronic	Engineering	BC2FE	WOS:000350825600342		No			2017-07-26	
S	Ghosh, A; Hamouda, W; Dayoub, I			IEEE	Ghosh, Amiotosh; Hamouda, Walaa; Dayoub, Iyad			Blind Primary User Identification in MIMO Cognitive Networks	2013 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC)	IEEE International Conference on Communications		English	Proceedings Paper	IEEE International Conference on Communications (ICC)	JUN 09-13, 2013	Budapest, HUNGARY	IEEE		Cognitive networks; MIMO; blind identification; artificial neural networks	MAXIMUM-LIKELIHOOD; CLASSIFICATION	Early detection of primary users presence is one of the most important tasks for cognitive communication. Also, in cognitive settings cognitive nodes may receive signals from primary users and from other cognitive users simultaneously. For such scenario, we propose primary user signal detection using modulation class identification method. We consider multiple transmit and multiple receive antennas for cognitive nodes. We employ Artificial Neural Network (ANN) for the modulation identification purpose. The proposed algorithm works as higher order moments and cumulants are calculated from the received signal samples at each of the receiving branches of cognitive nodes. After this step, these features are fed to the ANN to determine the presence of primary users. Final identification decision is drawn using the decision from all receiving branches. We also present numerical results of our algorithm and compare these results with the theoretical results of the energy detection algorithm.	[Ghosh, Amiotosh; Hamouda, Walaa] Concordia Univ, Dept Elect & Comp Engn, Montreal, PQ H3G 1M8, Canada; [Dayoub, Iyad] Univ Valenciennes, IEMN DOAE, F-59313 Valenciennes, France	Ghosh, A (reprint author), Concordia Univ, Dept Elect & Comp Engn, Montreal, PQ H3G 1M8, Canada.	a_ghos@ece.concordia.ca; hamouda@ece.concordia.ca; iyad.dayoub@univ-valenciennes.fr						17	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1550-3607		978-1-4673-3122-7	IEEE ICC			2013							4546	+				2	Telecommunications	Telecommunications	BC0WB	WOS:000349673804100		No			2017-07-26	
S	Fu, ZJ; Xie, WF; Liu, S			IEEE	Fu, Zhi-Jun; Xie, W. F.; Liu, S.			Adaptive Nonlinear Systems Identification via Dynamic Multilayer Neural Networks with Two-Time Scales	2013 IEEE INTERNATIONAL CONFERENCE ON CONTROL APPLICATIONS (CCA)	IEEE International Conference on Control Applications		English	Proceedings Paper	IEEE International Conference on Control Applications (CCA)	AUG 28-30, 2013	Hyderabad, INDIA	IEEE			DIFFERENT TIME-SCALES; STABILITY ANALYSIS; PERTURBATIONS	This paper presents a novel adaptive identification method for nonlinear systems including the aspects of fast and slow phenomenon via dynamic multilayer neural networks with two-time scales. The Lyapunov function and singularly perturbed techniques are used to develop the learning procedure for the hidden layers and output layers of the dynamic neural networks model. Novel correction terms are proposed in the learning algorithm to guarantee bounded tracking errors and bounded weights. The effectiveness of the algorithm is illustrated via the simulation results on an electric induction motor.	[Fu, Zhi-Jun] Zhejiang Univ Technol, Coll Mech Engn, Hangzhou 310014, Zhejiang, Peoples R China; [Xie, W. F.; Liu, S.] Concordia Univ, Dept Mech & Ind Engn, Montreal, PQ H3G 1M8, Canada	Xie, WF (reprint author), Concordia Univ, Dept Mech & Ind Engn, Montreal, PQ H3G 1M8, Canada.	fuzhijun2008@163.com; wfxie@encs.concordia.ca; sin_liu@encs.concordia.ca						23	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1085-1992		978-1-4799-1559-0	IEEE INTL CONF CONTR			2013							1012	1017				6	Automation & Control Systems; Computer Science, Interdisciplinary Applications; Engineering, Electrical & Electronic	Automation & Control Systems; Computer Science; Engineering	BE2OS	WOS:000369733600141		No			2017-07-26	
J	Li, ZJ; Lei, SS; Su, CY; Li, GL			IEEE	Li, Zhijun; Lei, Shuangshuang; Su, Chun-Yi; Li, Guanglin			Hybrid Brain/Muscle-Actuated Control of An Intelligent Wheelchair	2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS (ROBIO)			English	Proceedings Paper	IEEE International Conference on Robotics and Biomimetics (ROBIO)	DEC 12-14, 2013	Shenzhen, PEOPLES R CHINA	IEEE			TARGETED MUSCLE REINNERVATION; BRAIN-COMPUTER-INTERFACE; NEURAL-MACHINE INTERFACE; SINGLE-TRIAL EEG; MYOELECTRIC CONTROL; COMMUNICATION; MOVEMENT; SPEED	Brain-computer interface (BCI) controlled wheelchair robots can serve as powerful aids for severely disabled people in their daily life, especially to help them move voluntarily. In order to better understand human " thought", owing to the development of the hybrid brain/muscle interface technique, in this paper, we present a real-time hybrid brain/muscle interface to control a wheelchair directly to keep the disables recovering several motion capabilities by using noninvasive motor imagery Electroencephalography (EEG) and Electromyography (EMG). The EMG and EEG signals from the users are extracted to control the motion of an intelligent wheelchair. Both signals processing consists of off-line training, online control evaluation, and real-time control. An algorithm called the common spatial patterns (CSP) is used in this human-robot system to extract the most discriminative spatial patterns pairs as features. The extensive experiments were conducted on the developed human-wheelchair systems to verify the proposed approaches.	[Li, Zhijun; Lei, Shuangshuang] S China Univ Technol, Key Lab Autonomous Syst & Network Control, Minist Educ, Guangzhou 510641, Guangdong, Peoples R China; [Li, Zhijun; Lei, Shuangshuang] S China Univ Technol, Coll Automat Sci & Engn, Guangzhou 510641, Guangdong, Peoples R China; [Su, Chun-Yi] Concordia Univ, Dept Mech & Ind Engn, Montreal, PQ, Canada; [Li, Guanglin] Chinese Acad Sci, Shenzhen Inst Adv Technol, Shenzhen, Guangdong, Peoples R China	Li, ZJ (reprint author), S China Univ Technol, Key Lab Autonomous Syst & Network Control, Minist Educ, Guangzhou 510641, Guangdong, Peoples R China.	zjli@ieee.org; cysu@alcor.concordia.ca; gl.li@siat.ac.cn						21	2	2	1	4	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA							2013							19	25				7	Mathematical & Computational Biology; Robotics	Mathematical & Computational Biology; Robotics	BC4MX	WOS:000352739000004		No			2017-07-26	
J	Novosad, P; Bieth, M; Gravel, P; Lombaert, H; Siddiqi, K; Reader, AJ			IEEE	Novosad, Philip; Bieth, Marie; Gravel, Paul; Lombaert, Herve; Siddiqi, Kaleem; Reader, Andrew J.			Applying a [C-11]Raclopride Template to Automated Binding Potential Estimation in HRRT Brain PET	2013 IEEE NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE (NSS/MIC)			English	Proceedings Paper	60th IEEE Nuclear Science Symposium (NSS) / Medical Imaging Conference (MIC) / 20th International Workshop on Room-Temperature Semiconductor X-ray and Gamma-ray Detectors	OCT 27-NOV 02, 2013	Seoul, SOUTH KOREA	IEEE, Inst Elect & Elect Engineers, Nucl & Plasma Sci Soc			HIGH-RESOLUTION; ECAT HRRT; RECONSTRUCTION; SEGMENTATION; SYSTEM; ATLAS; SPACE; MODEL	Performing kinetic analysis of [C-11] raclopride PET data typically involves user intervention to identify key volumes of interest, such as the cerebellum for the reference region and the caudate and putamen for regions where the binding potential (BP) needs to be estimated. In many PET centres, this process is neither automated nor standardized, possibly producing discrepancies between centres. Conventionally, MR anatomical images are used to identify the key volumes of interest, but this is difficult to automate robustly, and user intervention can sometimes be required. This work considers instead the use of an anatomically labeled [C-11] raclopride template, formed from multiple subjects, which has the key advantages of low noise, good resolution and having a highly similar spatiotemporal intensity distribution to any given single subject raclopride scan. This makes the template an excellent target for automated image registration and segmentation. We present a methodology which works on post-reconstruction images, demonstrating an automated and consistent way of identifying key regions of interest (ROIs) and determining binding potential without any MR image or user intervention. The performance of the methodology is evaluated using simulated and real [C-11] raclopride data. The simplified reference tissue model with the basis function method (SRTM-BFM) was used for the kinetic modeling.	[Novosad, Philip; Gravel, Paul; Reader, Andrew J.] McGill Univ, Montreal Neurol Inst, Montreal, PQ, Canada; [Bieth, Marie; Lombaert, Herve] McGill Univ, Sch Comp Sci, Montreal, PQ, Canada; [Bieth, Marie; Lombaert, Herve] McGill Univ, Ctr Int Mat, Montreal, PQ, Canada	Novosad, P (reprint author), McGill Univ, Montreal Neurol Inst, Montreal, PQ, Canada.				CREATE Medical Physics Research Training Network; Natural Sciences and Engineering Research Council [432290]; NSERC [RGPIN 387067-10]; Canada Research Chairs program	The authors would also like to thank Dr. Alain Dagher for providing us with the [11C]raclopride scans. P. Novosad acknowledges partial support by the CREATE Medical Physics Research Training Network grant of the Natural Sciences and Engineering Research Council (Grant number: 432290). This work was supported in part by NSERC (RGPIN 387067-10). This research was undertaken, in part, thanks to funding from the Canada Research Chairs program.		19	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-0534-8				2013												8	Engineering, Electrical & Electronic; Physics, Applied; Radiology, Nuclear Medicine & Medical Imaging	Engineering; Physics; Radiology, Nuclear Medicine & Medical Imaging	BB8OY	WOS:000347163501210		No			2017-07-26	
J	Reader, AJ; Tahaei, MS; Rahmim, A; Keller, SH; Blinder, S; Sibomana, M; Soucy, JP			IEEE	Reader, Andrew J.; Tahaei, Marzieh S.; Rahmim, Arman; Keller, Sune H.; Blinder, Stephan; Sibomana, Merence; Soucy, Jean-Paul			Multi-Centre Assessment of HRRT Image Uniformity via Ge-68 and F-18 Cylindrical and Anthropomorphic Phantoms	2013 IEEE NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE (NSS/MIC)			English	Proceedings Paper	60th IEEE Nuclear Science Symposium (NSS) / Medical Imaging Conference (MIC) / 20th International Workshop on Room-Temperature Semiconductor X-ray and Gamma-ray Detectors	OCT 27-NOV 02, 2013	Seoul, SOUTH KOREA	IEEE, Inst Elect & Elect Engineers, Nucl & Plasma Sci Soc			HIGH-RESOLUTION; PET; RECONSTRUCTION; ALGORITHM; RECEPTOR; SCANNER; MODEL	To date, the high resolution research tomograph (HRRT) still offers the highest resolution PET imaging capability of the human brain. Spatial uniformity of the images is of paramount importance, as many radioligand studies require either accurate regional dynamic quantification or, at the very least, accurate measurement of relative activities between regions. Often uniform cylinders, of Ge-68 or F-18, are used for quality control and calibration purposes. This work examines the spatial uniformity obtained in reconstructed images of uniform cylinders from seven different HRRT centres, using either Ge-68 or F-18, and also considering a head and brain phantom filled with F-18 scanned at three of the centres. To account for varying activity levels used in each centre's data acquisition, and possibly different image reconstruction parameters, a progressive smoothing method was used to analyze image uniformity, with metrics designed to assess non-uniformity in image planes as well as in randomly selected region of interest pairs. Unusually high image non-uniformities were found for germanium cylinders at two centres, but of greater concern was the fact that uniformity for the brain phantom was found to be notably inferior at two of the three centres which scanned the phantom. A change of mu-map reconstruction parameters, and minor adjustment of a parameter used in the single scatter simulation, was shown to remedy the issue (reducing relative region errors to <5%).	[Reader, Andrew J.; Tahaei, Marzieh S.] McGill Univ, Montreal Neurol Inst, Montreal, PQ H3A 2T5, Canada; [Rahmim, Arman] Johns Hopkins Univ, Dept Radiol, Baltimore, MD USA; [Rahmim, Arman] Johns Hopkins Univ, Dept Elect & Comp Engn, Baltimore, MD USA; [Keller, Sune H.] Univ Copenhagen Hosp, Dept Clin Physiol Nucl Med & PET, Copenhagen, Denmark; [Blinder, Stephan] Univ British Columbia, Pacific Parkinsons Res Ctr, Vancouver, BC, Canada; [Sibomana, Merence] Sibomana Consult SPRL, Emines, Belgium; [Soucy, Jean-Paul] Univ Montreal, Ctr Hosp, Div Nucl Med, Montreal, PQ, Canada	Reader, AJ (reprint author), McGill Univ, Montreal Neurol Inst, Montreal, PQ H3A 2T5, Canada.	andrew.reader@mcgill.ca			NSERC [RGPIN RGPIN 387067-10]; Canada Research Chairs program	Manuscript received November 15, 2013. This work was supported in part by NSERC (RGPIN RGPIN 387067-10). This research was undertaken, in part, thanks to funding from the Canada Research Chairs program.		13	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-0534-8				2013												8	Engineering, Electrical & Electronic; Physics, Applied; Radiology, Nuclear Medicine & Medical Imaging	Engineering; Physics; Radiology, Nuclear Medicine & Medical Imaging	BB8OY	WOS:000347163501217		No			2017-07-26	
J	Reader, AJ; Tahaei, MS; Bouhachi, R; Matei, S; Mio, R; Soucy, JP			IEEE	Reader, Andrew J.; Tahaei, Marzieh S.; Bouhachi, Reda; Matei, Simion; Mio, Ron; Soucy, Jean-Paul			Evaluation of the HRRT and the HR plus for the Task of Relative Region Analysis using a Realistic Head and Brain Phantom	2013 IEEE NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE (NSS/MIC)			English	Proceedings Paper	60th IEEE Nuclear Science Symposium (NSS) / Medical Imaging Conference (MIC) / 20th International Workshop on Room-Temperature Semiconductor X-ray and Gamma-ray Detectors	OCT 27-NOV 02, 2013	Seoul, SOUTH KOREA	IEEE, Inst Elect & Elect Engineers, Nucl & Plasma Sci Soc			IMAGE-RECONSTRUCTION; RESOLUTION; ALGORITHM; RECEPTOR; MODEL	PET imaging with scanners such as the HRRT and the HR+ enables functional images of the binding of radioligands to neuroreceptors to be obtained, which is of great utility in neuroscience research. Usually a time series of images is acquired in order to apply a kinetic model to the time-changing concentrations of the radiotracer within different volumes of interest. Whether fully quantitative kinetic modeling methods are employed or simpler reference tissue methods, it is of paramount importance to ensure that the regional distributions of the radiotracer concentration are accurate. However, it is common practice to use simple uniform cylinders as a form of routine quality control to assess reconstruction accuracy, or perhaps simplified phantoms (like the Hoffman brain phantom), but these do not have attenuation and scatter properties which are comparable to the case of imaging the human head. Instead, this work uses an anthropomorphic head and brain phantom with realistically complex attenuation and scatter (yet with a simple large uniform emission region) to assess regional uniformity of reconstructed images for the HRRT (when using 3D OP-OSEM reconstruction) and for the HR+ (using DIFT reconstruction). For the HRRT it was found necessary to change the reconstruction parameters for the mu map and also to specially tune a parameter for the single scatter simulation in order to improve the uniformity of the HRRT images such that a relative region analysis produced errors below 5%. For the HR+, the importance of transmission scanning without radioactivity present in the FOV is emphasized, in order to carry out reliable relative region analyses (with errors <5%). Relative region analyses are expected to indicate performance for the task of kinetic modeling when using a reference region, such as the cerebellum for imaging of raclopride kinetics.	[Reader, Andrew J.; Tahaei, Marzieh S.] McGill Univ, Montreal Neurol Inst, Montreal, PQ H3A 2T5, Canada; [Reader, Andrew J.] Kings Coll London, Div Imaging Sci & Biomed Engn, London, England; [Bouhachi, Reda; Matei, Simion; Mio, Ron] McGill Univ, Montreal Neurol Inst, McConnell Brain Imaging Centre, Montreal, PQ H3A 2T5, Canada; [Soucy, Jean-Paul] Centre Hosp Univ Montreal 1, Div Nucl Med, Montreal, PQ, Canada	Reader, AJ (reprint author), McGill Univ, Montreal Neurol Inst, Montreal, PQ H3A 2T5, Canada.	andrew.reader@mcgill.ca			NSERC [RGPIN RGPIN 387067-10]; Canada Research Chairs program	This work was supported in part by NSERC (RGPIN RGPIN 387067-10). This research was undertaken, in part, thanks to funding from the Canada Research Chairs program.		11	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-0534-8				2013												7	Engineering, Electrical & Electronic; Physics, Applied; Radiology, Nuclear Medicine & Medical Imaging	Engineering; Physics; Radiology, Nuclear Medicine & Medical Imaging	BB8OY	WOS:000347163501195		No			2017-07-26	
S	Hollinger, AD; Wanderley, MM			IEEE	Hollinger, Avrum D.; Wanderley, Marcelo M.			MRI-Compatible Optically-Sensed Cello	2013 IEEE SENSORS	IEEE Sensors		English	Proceedings Paper	12th IEEE Sensors Conference	NOV 03-06, 2013	Baltimore, MD	IEEE, IEEE Sensors Council				An opto-acoustic cello has been designed to investigate the neural correlates of cello performance using functional magnetic resonance imaging (MRI). Through the design of specialized optical sensors, for the first time, we are able to synchronously capture a cellist's acoustic performance and musical gestures within the MRI scanner. The electromagnetic constraints and confined space of the scanner were overcome through the design of a minimalist composite cello body, a bridge and transparent fingerboard embedded with optical fibers, and a sensorized shortened bow. Using an array of fibers embedded in the fingerboard, we captured finger position and vibrato. Bending losses in fibers placed between the bridge and string, as a contact microphone, allowed us to capture the acoustic performance. Bow displacement was acquired separately using an optical flow sensor and by measuring Faraday rotation in an optical crystal within the magnetic field of the scanner.	[Hollinger, Avrum D.; Wanderley, Marcelo M.] McGill Univ, Schulich Sch Mus, Input Devices & Mus Interact Lab IDMIL, Ctr Interdisciplinary Res Mus Media & Technol CIR, Montreal, PQ, Canada	Hollinger, AD (reprint author), McGill Univ, Schulich Sch Mus, Input Devices & Mus Interact Lab IDMIL, Ctr Interdisciplinary Res Mus Media & Technol CIR, Montreal, PQ, Canada.	avrum@music.mcgill.ca						6	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1930-0395		978-1-4673-4642-9	IEEE SENSOR			2013							1928	1931				4	Engineering, Electrical & Electronic; Remote Sensing	Engineering; Remote Sensing	BF0XP	WOS:000379846100469		No			2017-07-26	
