PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Gaffney, DJ; Keightley, PD				Gaffney, Daniel J.; Keightley, Peter D.			Genomic selective constraints in murid noncoding DNA	PLOS GENETICS			English	Article							HUMAN HOUSEKEEPING GENES; NON-GENIC SEQUENCES; CONSERVED SEQUENCES; NUCLEOTIDE SUBSTITUTIONS; SYNONYMOUS MUTATIONS; MAMMALIAN GENOMES; HUMAN-DISEASE; ALU REPEATS; EVOLUTION; ELEMENTS	Recent work has suggested that there are many more selectively constrained, functional noncoding than coding sites in mammalian genomes. However, little is known about how selective constraint varies amongst different classes of noncoding DNA. We estimated the magnitude of selective constraint on a large dataset of mouse-rat gene orthologs and their surrounding noncoding DNA. Our analysis indicates that there are more than three times as many selectively constrained, nonrepetitive sites within noncoding DNA as in coding DNA in murids. The majority of these constrained noncoding sites appear to be located within intergenic regions, at distances greater than 5 kilobases from known genes. Our study also shows that in murids, intron length and mean intronic selective constraint are negatively correlated with intron ordinal number. Our results therefore suggest that functional intronic sites tend to accumulate toward the 59 end of murid genes. Our analysis also reveals that mean number of selectively constrained noncoding sites varies substantially with the function of the adjacent gene. We find that, among others, developmental and neuronal genes are associated with the greatest numbers of putatively functional noncoding sites compared with genes involved in electron transport and a variety of metabolic processes. Combining our estimates of the total number of constrained coding and noncoding bases we calculate that over twice as many deleterious mutations have occurred in intergenic regions as in known genic sequence and that the total genomic deleterious point mutation rate is 0.91 per diploid genome, per generation. This estimated rate is over twice as large as a previous estimate in murids.	Univ Edinburgh, Inst Evolutionary Biol, Ashworth Labs, Sch Biol Sci, Edinburgh, Midlothian, Scotland; McGill Univ, Montreal, PQ, Canada; Genome Quebec Innovat Ctr, Montreal, PQ, Canada	Gaffney, DJ (reprint author), Univ Edinburgh, Inst Evolutionary Biol, Ashworth Labs, Sch Biol Sci, Edinburgh, Midlothian, Scotland.	Daniel.Gaffney@mcgill.ca		Gaffney, Daniel/0000-0002-1529-1862				54	45	45	0	0	PUBLIC LIBRARY SCIENCE	SAN FRANCISCO	185 BERRY ST, STE 1300, SAN FRANCISCO, CA 94107 USA	1553-7390			PLOS GENET	PLoS Genet.	NOV	2006	2	11					1912	1923	e204	10.1371/journal.pgen.0020204		12	Genetics & Heredity	Genetics & Heredity	110JM	WOS:000242374600020	17166057	gold			2017-07-26	
J	Mograss, M; Godbout, R; Guillem, F				Mograss, Melodee; Godbout, Roger; Guillem, F.			The ERP old-new effect: A useful indicator in studying the effects of sleep on memory retrieval processes	SLEEP			English	Article						declarative; episodic; memory ERP; sleep; memory processes	EVENT-RELATED POTENTIALS; NON-REM SLEEP; RECOGNITION MEMORY; ELECTROPHYSIOLOGICAL EVIDENCE; BRAIN POTENTIALS; UNFAMILIAR FACES; LEXICAL DECISION; SYSTEMS; CONSOLIDATION; ORGANIZATION	Study Objectives: To verify that the classic "Old/New" memory effect can be detected after a long delay, and to investigate the differential influence of declarative memory processes after normal sleep and daytime wake. Design: The protocol is a variation of a more traditional study-recognition test used in event-related potential (ERP) studies in which sleep or wake is inserted between the learning and recognition session in order to verify the existence of the Old/New effect (ie, positive shift that occurs when stimuli are repeated). ERPs were recorded during the recognition-test session. The protocol was based on early work that compared the effect of sleep on memory without recording sleep. Setting: Data collection occurred in the outpatient sleep laboratory. Patients or Participants: Results from 13 subjects (6 men) aged between 21 and 39 years. Measurements and Results: The subjects performed the recognition memory test after sleep and daytime wake periods. More-accurate performance for the old (studied) stimuli occurred after the sleep session. Analysis of variance on correctly answered reaction times revealed a significant effect of condition (old/new) with no difference across session. A repeated-measure analysis revealed differences in "Old/New" effect, whereby the amplitude difference between the old and new items was larger after sleep than after wake. Conclusions: This effect of sleep was found in early frontal and later posterior ERP components, processes that represent strategic, contextual processing and facilitation of episodic memory. Memory representation was not different across sessions. These findings suggest that sleep and wake facilitate 2 components of memory unequally, ie, episodic recognition and memory representation functioning.	Hop Louis H Lafontaine, Ctr Rech Fernand Seguin, Montreal, PQ H1N 3V2, Canada; Univ Montreal, Dept Psychiat, Montreal, PQ, Canada; Univ Montreal, Dept Psychol, Montreal, PQ, Canada	Godbout, R (reprint author), Hop Louis H Lafontaine, Ctr Rech Fernand Seguin, 7331 Hochelaga, Montreal, PQ H1N 3V2, Canada.	roger.godbout@umontreal.ca						76	12	12	2	8	AMER ACAD SLEEP MEDICINE	WESTCHESTER	ONE WESTBROOK CORPORATE CTR, STE 920, WESTCHESTER, IL 60154 USA	0161-8105			SLEEP	Sleep	NOV 1	2006	29	11					1491	1500				10	Clinical Neurology; Neurosciences	Neurosciences & Neurology	107OU	WOS:000242181700023	17162997	No			2017-07-26	
J	Sirinyan, M; Sennlaub, F; Dorfman, A; Sapieha, P; Gobeil, F; Hardy, P; Lachapelle, P; Chemtob, S				Sirinyan, Mirna; Sennlaub, Florian; Dorfman, Allison; Sapieha, Przemyslaw; Gobeil, Fernand; Hardy, Pierre; Lachapelle, Pierre; Chemtob, Sylvain			Hyperoxic exposure leads to nitrative stress and ensuing microvascular degeneration and diminished brain mass and function in the immature subject	STROKE			English	Article						antioxidant; brain; hyperoxia; nitric oxide; vasoobliteration	NITRIC-OXIDE SYNTHASE; OXYGEN-INDUCED RETINOPATHY; SUPEROXIDE-DISMUTASE; ENDOTHELIAL-CELLS; TYROSINE NITRATION; PRETERM INFANTS; LUNG; RAT; GROWTH; BORN	Background and Purpose-Neonates that survive very preterm birth have a high prevalence of cognitive impairment in later life. A common factor detected in premature infants is their postnatal exposure to high oxygen tension relative to that in utero. Hyperoxia is known to elicit injury to premature lung and retina. Because data on the exposure of the brain to hyperoxia are limited, we studied the effects of high oxygen on this tissue. Methods-Rat pups were exposed from birth until day 6 to 21% or 80% O-2. Cerebral vascular density was quantified by lectin immunohistochemistry. Immunoblots for several proteins were performed on brain extracts. We assessed cerebral functional deficits by visual evoked potentials. Results-Exposure of pups to hyperoxia leads to cerebral microvascular degeneration, diminished brain mass, and cerebral functional deficits. These effects are preceded by an upregulation of endothelial nitric oxide synthase (eNOS) in cerebral capillaries and a downregulation of Cu/Zn superoxide dismutase (SOD). The imbalance in nitric oxide (NO) production and antioxidant defenses favors the formation of nitrating agents in the microvessels revealed by increased nitrotyrosine (3-nt) immunoreactivity and decreased expression of NF-kappa B and the dependent vascular endothelial growth factor receptor 2. NOS inhibitors and eNOS deletion as well as an SOD mimetic (CuDIPS) restore vascular endothelial growth factor receptor-2 levels and nearly abolish the vasoobliteration. NOS inhibitors and SOD mimetic also prevent O-2-induced diminished brain mass and functional deficit. Conclusions-Data identify NO and nitrating agents as major mediators of cerebral microvascular damage, ensuing impaired brain development and function in immature subjects exposed to hyperoxia.	McGill Univ, Dept Pharmacol & Therapeut, Montreal, PQ, Canada; Univ Montreal, Hop St Justine, Dept Pediat & Pharmacol, Res Ctr, Montreal, PQ H3T 1C5, Canada; INSERM, Inst Biomed Cordeliers, U598, Paris, France; McGill Univ, Montreal Childrens Hosp, Dept Ophthalmol, Res Inst, Montreal, PQ H3H 1P3, Canada; McGill Univ, Montreal Childrens Hosp, Dept Neurol Neurosurg, Res Inst, Montreal, PQ H3H 1P3, Canada; Univ Sherbrooke, Dept Pharmacol, Sherbrooke, PQ J1K 2R1, Canada	Chemtob, S (reprint author), Hop St Justine, Res Ctr, Dept Pediat, 3175 Cote St Catherine, Montreal, PQ H3T 1C5, Canada.	sylvain.chemtob@umontreal.ca	Sennlaub, Florian/F-2756-2017	Sennlaub, Florian/0000-0003-4412-1341				36	39	40	0	0	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0039-2499			STROKE	Stroke	NOV	2006	37	11					2807	2815		10.1161/01.STR.0000245082.19294.ff		9	Clinical Neurology; Peripheral Vascular Disease	Neurosciences & Neurology; Cardiovascular System & Cardiology	102GK	WOS:000241798800036	17008616	No			2017-07-26	
J	Ryu, JJ; Chaudhuri, A				Ryu, Jae-Jin; Chaudhuri, Avi			Representations of familiar and unfamiliar faces as revealed by viewpoint-aftereffects	VISION RESEARCH			English	Article						face processing; aftereffect; familiarity	RECOGNITION; PERCEPTION	A viewpoint-dependent aftereffect occurs after prolonged viewing of a stimulus of a particular orientation, with the result that the test image is perceived to be facing away from the adapting orientation. Prior psychophysical work has led to the suggestion that the visual brain encodes a limited range of viewpoint information with regard to complex images. In this study, we investigated whether familiar faces were susceptible to a viewpoint aftereffect. Familiar faces are believed to be represented in a view-invariant manner, whereas unfamiliar faces are represented in a viewpoint-dependent manner. Adaptation to both familiar and unfamiliar faces influenced the perception of viewpoint of subsequent face images. However, category-specific transfer of a repulsive viewpoint-dependent aftereffect was observed with unfamiliar faces. Our results suggest that neural networks that mediate viewpoint information are also involved in view-invariant representation of familiar faces. (c) 2006 Elsevier Ltd. All rights reserved.	McGill Univ, Dept Psychol, Montreal, PQ H3A 1B1, Canada	Ryu, JJ (reprint author), McGill Univ, Dept Psychol, 1205 Dr Penfield Ave, Montreal, PQ H3A 1B1, Canada.	jjryu@ego.psych.mcgill.ca						17	20	22	0	13	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0042-6989			VISION RES	Vision Res.	NOV	2006	46	23					4059	4063		10.1016/j.visres.2006.07.018		5	Neurosciences; Ophthalmology	Neurosciences & Neurology; Ophthalmology	101KT	WOS:000241740400008	16996559	No			2017-07-26	
J	Dwivedi, VD; Phillips, NA; Lague-Beauvais, M; Baum, SR				Dwivedi, Veena D.; Phillips, Natalie A.; Lague-Beauvais, Maude; Baum, Shari R.			An electrophysiological study of mood, modal context, and anaphora	BRAIN RESEARCH			English	Article						P600; N400; discourse structure; modal auxiliary; anaphora; event-related brain potential	SYNTACTIC AMBIGUITY RESOLUTION; EVENT-RELATED POTENTIALS; BRAIN POTENTIALS; WORKING-MEMORY; SENTENCE COMPREHENSION; SEMANTIC ANOMALIES; POSITIVE SHIFT; DISCOURSE; ERP; INTEGRATION	We investigated whether modal information elicited empirical effects with regard to discourse processing. That is, like tense information, one of the linguistic factors shown to be relevant in organizing a discourse representation is modality, where the mood of an utterance indicates whether or not it is asserted. Event-related potentials (ERPs) were used in order to address the question of the qualitative nature of discourse processing, as well as the time course of this process. This experiment investigated pronoun resolution in two-sentence discourses, where context sentences either contained a hypothetical or actual Noun Phrase antecedent. The other factor in this 2 x 2 experiment was type of continuation sentence, which included or excluded a modal auxiliary (e.g., must, should) and contained a pronoun. Intuitions suggest that hypothetical antecedents followed by pronouns asserted to exist present ungrammaticality, unlike actual antecedents followed by such pronouns. Results confirmed the grammatical intuition that the former discourse displays anomaly, unlike the latter (control) discourse. That is, at the Verb position in continuation sentences, we found frontal positivity, consistent with the family of P600 components, and not an N400 effect, which suggests that the anomalous target sentences caused a revision in discourse structure. Furthermore, sentences exhibiting modal information resulted in negative-going waveforms at other points in the continuation sentence, indicating that modality affects the overall structural complexity of discourse representation. (c) 2006 Elsevier B.V. All rights reserved.	Brock Univ, Dept Appl Linguist, St Catharines, ON L2S 3A1, Canada; Concordia Univ, Montreal, PQ, Canada; Univ Quebec, Ste Foy, PQ G1V 2M3, Canada; McGill Univ, Montreal, PQ H3A 2T5, Canada	Dwivedi, VD (reprint author), Brock Univ, Dept Appl Linguist, 500 Glenridge Ave, St Catharines, ON L2S 3A1, Canada.	veena.dwivedi@brocku.ca		Dwivedi, Veena/0000-0003-2316-3673; Lague-Beauvais, Maude/0000-0002-0773-0343				89	13	15	1	6	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0006-8993			BRAIN RES	Brain Res.	OCT 30	2006	1117						135	153		10.1016/j.brainres.2006.07.048		19	Neurosciences	Neurosciences & Neurology	107CB	WOS:000242147200015	16997288	No			2017-07-26	
J	Brattico, E; Tervaniemi, M; Naatanen, R; Peretz, I				Brattico, Elvira; Tervaniemi, Mari; Naatanen, Risto; Peretz, Isabelle			Musical scale properties are automatically processed in the human auditory cortex	BRAIN RESEARCH			English	Article						event-related potential; mismatch negativity; auditory perception; temporal cortex; music; pitch	EVENT-RELATED POTENTIALS; HUMAN BRAIN; MISMATCH NEGATIVITY; MEMORY TRACES; EXPECTANCY VIOLATION; SPEECH SOUNDS; NON-MUSICIANS; BROCAS AREA; PERCEPTION; INFORMATION	While listening to music, we immediately detect 'wrong' tones that do not match our expectations based on the prior context. This study aimed to determine whether such expectations can occur preattentively, as indexed by event-related potentials (ERPs), and whether these are modulated by attentional processes. To this end, we recorded ERPs in nonmusicians while they were presented with unfamiliar melodies, containing either a pitch deviating from the equal-tempered chromatic scale (out-of-tune) or a pitch deviating from the diatonic scale (out-of-key). ERPs were recorded in a passive experiment in which subjects were distracted from the sounds and in an active experiment in which they were judging how incongruous each melody was. In both the experiments, pitch incongruities elicited an early frontal negativity that was not modulated by attentional focus. This early negativity, closely corresponding to the mismatch negativity (MMN) of the ERPs, was mainly originated in the auditory cortex and occurred in response to both pitch violations but with larger amplitude for the more salient out-of-tune pitch than the less salient out-of-key pitch. Attentional processes leading to the conscious access of musical scale information were indexed by the late parietal positivity (resembling the P600 of the ERPs) elicited in response to both incongruous pitches in the active experiment only. our results indicate that the relational properties of the musical scale are quickly and automatically extracted by the auditory cortex even before the intervention of focused attention. (c) 2006 Elsevier B.V. All rights reserved.	Univ Helsinki, Cognit Brain Res Unit, Dept Psychol, FIN-00014 Helsinki, Finland; Helsinki Brain Res Ctr, Helsinki, Finland; Univ Montreal, Dept Psychol, Montreal, PQ H3C 3J7, Canada	Brattico, E (reprint author), Univ Helsinki, Cognit Brain Res Unit, Dept Psychol, Siltavuorenpenger 20C, FIN-00014 Helsinki, Finland.	elvira.brattico@helsinki.fi		Brattico, Elvira/0000-0003-0676-6464; Tervaniemi, Mari/0000-0002-9651-2929				74	91	92	0	16	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0006-8993	1872-6240		BRAIN RES	Brain Res.	OCT 30	2006	1117						162	174		10.1016/j.brainres.2006.08.023		13	Neurosciences	Neurosciences & Neurology	107CB	WOS:000242147200017	16963000	No			2017-07-26	
J	Amir, S; Robinson, B				Amir, Shimon; Robinson, Barry			Thyroidectomy alters the daily pattern of expression of the clock protein, PER2, in the oval nucleus of the bed nucleus of the stria terminalis and central nucleus of the amygdala in rats	NEUROSCIENCE LETTERS			English	Article						thyroid gland; circadian rhythm; clock genes; suprachiasmatic nucleus; basolateral amygdala; dentate gyrus	CIRCADIAN-RHYTHM; EXTENDED AMYGDALA; DEPRESSIVE-ILLNESS; ADULT-RAT; CORTICOSTERONE; THYROXINE; HORMONE; PERIOD2; ORGANIZATION; THYROTROPIN	A role for thyroid hormones in the regulation of the rhythmic expression of circadian clock genes is suggested by the finding that surgical removal of the thyroid gland alters circadian behavioral and endocrine rhythms in rodents. Virtually nothing is known about the role of thyroid hormones in the regulation of clock genes responsible for the generation of circadian rhythmicity. To study this issue, we assessed in rats the effect of thyroidectomy/parathyrodectomy (TPX) on the expression of the clock protein, PER2, in the suprachiasmatic nucleus (SCN), the master circadian clock, and in a number of key limbic forebrain structures, the oval nucleus of the bed nucleus of the stria terminalis (BNSTov), the central nucleus of the amygdala (CEA), the basolateral amygdala (BLA) and the dentate gyrus (DG). TPX significantly altered the normal daily pattern of PER2 expression, in the BNSTov and CEA, but had no effect on PER2 expression in the SCN, BLA and DG. Thus, although thyroid hormones modulate PER2 expression in the brain, the effect is tissue specific and therefore likely not to be mediated by a direct effect of the hormone on gene expression. (c) 2006 Elsevier Ireland Ltd. All rights reserved.	Concordia Univ, Ctr Studies Behav Neurobiol, Dept Psychol, Montreal, PQ H4B 1R6, Canada	Amir, S (reprint author), Concordia Univ, Ctr Studies Behav Neurobiol, Dept Psychol, SP-244,7141 Sherbrooke St W, Montreal, PQ H4B 1R6, Canada.	shimon.amir@concordia.ca						29	26	26	1	3	ELSEVIER IRELAND LTD	CLARE	ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND	0304-3940			NEUROSCI LETT	Neurosci. Lett.	OCT 30	2006	407	3					254	257		10.1016/j.neulet.2006.08.057		4	Neurosciences	Neurosciences & Neurology	097PY	WOS:000241461600014	16973268	No			2017-07-26	
J	Duret, F; Shumikhina, S; Molotchnikoff, S				Duret, Florence; Shumikhina, Svetlana; Molotchnikoff, Stephane			Neuron participation in a synchrony-encoding assembly	BMC NEUROSCIENCE			English	Article							TEMPORAL CORRELATION HYPOTHESIS; VISUAL FEATURE INTEGRATION; THALAMOCORTICAL SYNAPSES; OBJECT RECOGNITION; PYRAMIDAL NEURONS; CORTEX; BINDING; OSCILLATIONS; CELLS; CAT	Background: Synchronization of action potentials between neurons is considered to be an encoding process that allows the grouping of various and multiple features of an image leading to a coherent perception. How this coding neuronal assembly is configured is debated. We have previously shown that the magnitude of synchronization between excited neurons is stimulus-dependent. In the present investigation we compare the levels of synchronization between synchronizing individual neurons and the synchronizing pool of cells to which they belong. Results: Even though neurons belonged to their respective pools, some cells synchronized for all presented stimuli while others were rather selective and only a few stimulating conditions produced a significant synchronization. In addition the experiments show that one synchronizing pair rarely replicates the level of synchrony between corresponding groups of units. But when synchronizing clusters of neurons increase in number, the correlation ( measured as a coefficient of determination) between unit synchronization and the synchronization between the entire pools of cells to which individual neurons belong improves. Conclusion: These results prompt the hypothesis that random or spontaneous synchronization becomes progressively less important, whereas coincident spikes related to encoding properties of targets gain significance because a particular configuration of an image biases the excitatory inputs in favor of connections driven by the applied features of the stimulus.	Univ Montreal, Dept Sci Biol, Montreal, PQ H3C 3J7, Canada; Univ Catholique Louvain, GREN, Louvain, Belgium	Molotchnikoff, S (reprint author), Univ Montreal, Dept Sci Biol, CP 6128 Succ Ctr Ville, Montreal, PQ H3C 3J7, Canada.	florence.duret@gren.ucl.ac.be; svetlana.shumikhina@umontreal.ca; stephane.molotchnikoff@umontreal.ca						38	11	11	0	2	BIOMED CENTRAL LTD	LONDON	MIDDLESEX HOUSE, 34-42 CLEVELAND ST, LONDON W1T 4LB, ENGLAND	1471-2202			BMC NEUROSCI	BMC Neurosci.	OCT 27	2006	7								72	10.1186/1471-2202-7-72		11	Neurosciences	Neurosciences & Neurology	103FQ	WOS:000241871500001	17069653	gold			2017-07-26	
J	Zavorsky, GS; Saul, L; Murias, JM; Ruiz, P				Zavorsky, Gerald S.; Saul, Lloyd; Murias, Juan M.; Ruiz, Pedro			Pulmonary gas exchange does not worsen during repeat exercise in women	RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY			English	Article						hypoxemia; repeat exercise; cycling; hyperventilation; edema	INDUCED ARTERIAL HYPOXEMIA; HEAVY EXERCISE; TRANSIT-TIME; RADIOGRAPHIC EVIDENCE; DIFFUSION LIMITATION; YOUNG-WOMEN; EDEMA; CAPACITY; HUMANS; GENDER	The purposes were to determine (1) if repeat exercise worsens pulmonary gas exchange in women, and, (2) if the level of pulmonary edema obtained in these same women is related to the gas exchange impairment during exercise. Fourteen women (27 +/- 4 yrs; maximal oxygen uptake = 3.12 +/- 0.42 L/min) with minimal arterial PO2 (PaO2) ranging from 76 to 104 mmHg with a maximal alveolar-arterial PO2 difference (AaDO(2)) ranging from 7 to 35 mmHg performed three bouts of near-maximal exercise on a cycle ergometer (236 +/- 27 W) for 5 min each with 10 min of rest between sets. Cardiorespiratory parameters and oxygenation were measured at rest, throughout exercise and recovery. Chest radiographs were obtained before and 30 min after the interval training session (see Respir Physiol Neurobiol, 153 (2006) 181-190). Repeat exercise did not affect pulmonary gas exchange between sets 1 and 3 (change in PaO2 = 3 +/- 2 mmHg; change in AaDO(2) = 1 +/- 2 mmHg P > 0.05). Arterial PCO2 decreased by 4 +/- 2 mmHg (P < 0.05) between sets 1 and 2, which did not reduce further in set 3. The level of PaO2 or AaDO(2) was not related to the change in edema score or the post-exercise edema score (P > 0.05). In conclusion, pulmonary gas exchange is not worsened in women during interval training despite the mild edema triggered by exercise. (c) 2006 Elsevier B.V. All rights reserved.	McGill Univ, Ctr Hlth, Dept Anesthesia, Montreal, PQ H3G 1A4, Canada; McGill Univ, Dept Kinesiol & Phys Educ, Montreal, PQ H3G 1A4, Canada	Zavorsky, GS (reprint author), McGill Univ, Ctr Hlth, Dept Anesthesia, 1650 Cedar Ave,Room D10-144, Montreal, PQ H3G 1A4, Canada.	gerald.zavorsky@mcgill.ca						36	14	14	0	1	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	1569-9048			RESP PHYSIOL NEUROBI	Respir. Physiol. Neuro.	OCT 27	2006	153	3					226	236		10.1016/j.resp.2006.01.005		11	Physiology; Respiratory System	Physiology; Respiratory System	094TV	WOS:000241262800003	16516565	No			2017-07-26	
J	Yang, J; Chen, JM; Liu, WY; Song, CY; Wang, CH; Lin, BC				Yang, Jun; Chen, Jian-min; Liu, Wen-yan; Song, Cao-you; Wang, Cheng-hai; Lin, Bao-cheng			Arginine vasopressin in the caudate nucleus plays an antinociceptive role in the rat	LIFE SCIENCES			English	Article						arginine vasopressin; vasopressin receptor antagonist; caudate nucleus; antinociception; rat	ENDOGENOUS OPIATE PEPTIDES; PARAVENTRICULAR NUCLEUS; ELECTRICAL-STIMULATION; ACUPUNCTURE ANALGESIA; SEPTAL RELEASE; OXYTOCIN; PAIN; ENKEPHALIN; BRAIN; BETA	Our previous work has shown that arginine vasopressin (AVP) regulates antinociception through brain nuclei rather than the spinal cord and peripheral organs. The present study investigated the nociceptive effect of AVP in the caudate nucleus (CdN) of the rat. Microinjection of AVP into ;the CdN increased pain threshold in a dose-dependent manner, while local administration of AVP-receptor antagonist-d(CH2)(5)Tyr(Et)DAVP decreased pain threshold. Pain stimulation elevated AVP concentration in CdN perfuse liquid. CdN pretreatment with AVP-receptor antagonist completely reversed AVP's effect on pain threshold in the CdN. The data suggest that AVP in the CdN is involved in antinociception. (c) 2006 Elsevier Inc. All rights reserved.	Guangdong Bangmin Pharmaceut Co Ltd, Inst Pharmaceut & Med Sci, Jiangmen 529000, Guangdong, Peoples R China; Second Mil Med Univ, Dept Neurobiol, Shanghai 200433, Peoples R China; Natl Res Council Canada, Inst Nutrsci & Hlth, Charlottetown, PE C1A 5T1, Canada; Nanfang Univ, Dept Nucl Med, Guangzhou 510515, Peoples R China; Jining Med Coll, Dept Physiol, Jining 272113, Shangdong, Peoples R China	Yang, J (reprint author), 10-6655 Fielding Ave, Montreal, PQ H4V 1N4, Canada.	yj6676@yahoo.com						30	24	26	1	4	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0024-3205	1879-0631		LIFE SCI	Life Sci.	OCT 26	2006	79	22					2086	2090		10.1016/j.lfs.2006.07.005		5	Medicine, Research & Experimental; Pharmacology & Pharmacy	Research & Experimental Medicine; Pharmacology & Pharmacy	100ZH	WOS:000241708200003	16884741	No			2017-07-26	
