PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Brustein, E; Saint-Amant, L; Buss, RR; Chong, M; McDearmid, JR; Drapeau, P				Brustein, E; Saint-Amant, L; Buss, RR; Chong, M; McDearmid, JR; Drapeau, P			Steps during the development of the zebrafish locomotor network	JOURNAL OF PHYSIOLOGY-PARIS			English	Article; Proceedings Paper	Ladislav Tauc Conference in Neurobiology	2002	Gif Sur Yvette, FRANCE			zebrafish; locomotion; development; neural networks; genetics	DEVELOPING NEURAL CIRCUITS; WHITE MUSCLE-FIBERS; RETICULOSPINAL NEURONS; BRACHYDANIO-RERIO; SPINAL NEURONS; NERVOUS-SYSTEM; NEUROMUSCULAR-TRANSMISSION; ACETYLCHOLINE-RECEPTORS; IDENTIFIED MOTONEURONS; LARVAL ZEBRAFISH	This review summarizes recent data from our lab concerning the development of motor activities in the developing zebrafish. The zebrafish is a leading model for studies of vertebrate development because one can obtain a large number of transparent, externally and rapidly developing embryos with motor behaviors that are easy to assess (e.g. for mutagenic screens). The emergence of embryonic motility was studied behaviorally and at the cellular level. The embryonic behaviors appear sequentially and include an early, transient period of spontaneous, alternating tail coilings, followed by responses to touch, and swimming. Patch clamp recording in vivo revealed that an electrically coupled network of a subset of spinal neurons generates spontaneous tail coiling, whereas a chemical (glutamatergic and glycinergic) synaptic drive underlies touch responses and swimming and requires input from the hindbrain. Swimming becomes sustained in larvae once serotonergic neuromodulatory effects are integrated. We end with a brief overview of the genetic tools available for the study of the molecular determinants implicated in locomotor network development in the zebrafish. Combining genetic, behavioral and cellular experimental approaches will advance our understanding of the general principles of locomotor network assembly and function. (C) 2003 Elsevier Ltd. All rights reserved.	McGill Univ, McGill Ctr Res Neurosci, Montreal, PQ H3G 1A4, Canada; McGill Univ, Dept Biol, Montreal, PQ H3G 1A4, Canada; McGill Univ, Dept Neurol & Neurosurg, Montreal, PQ H3G 1A4, Canada	Drapeau, P (reprint author), McGill Univ, McGill Ctr Res Neurosci, 1650 Cedar Ave, Montreal, PQ H3G 1A4, Canada.	pierre.drapeau@mcgill.ca						80	76	78	1	14	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0928-4257			J PHYSIOLOGY-PARIS	J. Physiol.-Paris	JAN	2003	97	1					77	86		10.1016/j.jphysparis.2003.10.009		10	Neurosciences; Physiology	Neurosciences & Neurology; Physiology	818TC	WOS:000221266400009	14706693	No			2017-07-26	
J	DiMaio, S; Grizenko, N; Joober, R				DiMaio, S; Grizenko, N; Joober, R			Dopamine genes and attention-deficit hyperactivity disorder: a review	JOURNAL OF PSYCHIATRY & NEUROSCIENCE			English	Review							CATECHOL-O-METHYLTRANSFERASE; DUPLICATION POLYMORPHISM UPSTREAM; HAPLOTYPE RELATIVE RISK; III REPEAT POLYMORPHISM; CARDIO-FACIAL SYNDROME; RECEPTOR GENE; TRANSPORTER GENE; DEFICIT/HYPERACTIVITY DISORDER; NO ASSOCIATION; LINKAGE DISEQUILIBRIUM	Objective: To review the results of genetic studies investigating dopamine-related genes in attention-deficit hyperactivity disorder (ADHD). Data sources: Papers (association/linkage, meta-analyses and animal model studies) were identified through searches of the PubMed database and systematically reviewed. Data synthesis: Consistent results from molecular genetic studies are pointing strongly to the possible link between 2 specific genes, the dopamine transporter (SLC3A6) and the dopamine receptor 4 (DRD4), and ADHD. Conclusions: The implication of SLC6A3 and DRD4 genes in ADHD appears to be one of the most replicated in psychiatric genetics and strongly suggests the involvement of the brain dopamine systems in the pathogenesis of ADHD. However, more work is required to further these findings by genotype-to-phenotype correlations and identify the functional allelic variants/mutations that are responsible for these associations. The role of other dopamine genes, which may have smaller effects than SLC6A3 and DRD4, needs also to be determined.	McGill Univ, Dept Psychiat, Douglas Hosp, Res Ctr, Montreal, PQ H3A 2T5, Canada	Joober, R (reprint author), Douglas Hosp, Res Ctr, Dept Psychiat, 6785 LaSalle Blvd, Verdun, PQ H4H 1R3, Canada.							117	103	109	2	6	CANADIAN MEDICAL ASSOCIATION	OTTAWA	1867 ALTA VISTA DR, OTTAWA, ONTARIO K1G 3Y6, CANADA	1180-4882			J PSYCHIATR NEUROSCI	J. Psychiatry Neurosci.	JAN	2003	28	1					27	38				12	Neurosciences; Psychiatry	Neurosciences & Neurology; Psychiatry	641AR	WOS:000180722000003	12587848	No			2017-07-26	
J	Bockenholt, U				Bockenholt, U			Analysing state dependences in emotional experiences by dynamic count data models	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS			English	Article						autoregression; binomial thinning; count data; multilevel models; overdispersion	ORDER MARKOV-CHAINS; TIME	The paper presents a multilevel framework for the analysis of multivariate count data that are observed over several time periods for a random sample of individuals. The approach proposed facilitates studying observed and unobserved sources of dependences among the event categories in the presence of possibly higher order autoregressive effects. In an investigation of the relationships between pleasant and unpleasant emotional experiences and the personality traits neuroticism and extraversion over time, we find that the two personality factors are related to both the mean rates of the emotional experiences and their carry-over effects. Respondents with high neuroticism scores not only reported more unpleasant than pleasant emotional experiences but also exhibited higher carry-over effects for unpleasant than for pleasant emotions. In contrast, respondents with high extraversion scores reported fewer anxiety and more euphoria emotions than respondents with low extraversion scores with weaker carry-over effects for both pleasant and unpleasant emotions.	McGill Univ, Fac Management, Montreal, PQ H3A 1G5, Canada	Bockenholt, U (reprint author), McGill Univ, Fac Management, Montreal, PQ H3A 1G5, Canada.							36	4	4	1	4	BLACKWELL PUBL LTD	OXFORD	108 COWLEY RD, OXFORD OX4 1JF, OXON, ENGLAND	0035-9254			J ROY STAT SOC C-APP	J. R. Stat. Soc. Ser. C-Appl. Stat.		2003	52		2				213	226		10.1111/1467-9876.00399		14	Statistics & Probability	Mathematics	668AE	WOS:000182267100006		No			2017-07-26	
S	Chakravarty, MM; Bertrand, G; Descouteaux, M; Sadikot, AF; Collins, DL		Ellis, RE; Peters, TM		Chakravarty, MM; Bertrand, G; Descouteaux, M; Sadikot, AF; Collins, DL			The creation of a brain atlas for image guided neurosurgery using serial histological data	MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2003, PT 1	LECTURE NOTES IN COMPUTER SCIENCE		English	Article; Proceedings Paper	6th International Conference on Medical Imaging Computing and Computer-Assisted Intervention	NOV 15-18, 2003	MONTREAL, CANADA	Robarts Res Inst, No Digital Inc				Digital atlases of the human brain can help in the specific localization of structures of surgical relevance and interest in Image Guided Neurosurgery (IGNS). This paper outlines one of the steps in the creation of a digital atlas intended for IGNS, using histological data. The acquisition of histological data can include artefacts such as tearing, shearing, stretching, shrinking, as well as inhomogeneous staining leading to structural inhomogeneities. These inconsistencies are reduced using a non-linear intensity based registration procedure where deformations are defined using a maximized correlation coefficient estimate. The intensity artefacts brought about by inhomogeneous staining are reduced by applying a slice to slice intensity inhomogeneity correction by modelling the intensity mapping between slices as a third order polynomial that is estimated with a Least Trimmed Squared fit. The lateral ventricle was then segmented and to demonstrate increased smoothing along its surface.	McGill Univ, MNI, Montreal, PQ H3A 2T5, Canada; McGill Univ, CIM, Montreal, PQ H3A 2T5, Canada; McGill Univ, Div Neurosurg, Montreal, PQ H3A 2T5, Canada	Chakravarty, MM (reprint author), McGill Univ, MNI, Montreal, PQ H3A 2T5, Canada.							13	1	1	0	0	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	0302-9743		3-540-20462-8	LECT NOTES COMPUT SC			2003	2878						343	350				8	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Medicine, Research & Experimental; Radiology, Nuclear Medicine & Medical Imaging	Computer Science; Research & Experimental Medicine; Radiology, Nuclear Medicine & Medical Imaging	BY26L	WOS:000188592600043		No			2017-07-26	
S	Prima, S; Arnold, DL; Collins, DL		Ellis, RE; Peters, TM		Prima, S; Arnold, DL; Collins, DL			Multivariate statistics for detection of MS activity in serial multimodal MR images	MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2003, PT 1	LECTURE NOTES IN COMPUTER SCIENCE		English	Article; Proceedings Paper	6th International Conference on Medical Imaging Computing and Computer-Assisted Intervention	NOV 15-18, 2003	MONTREAL, CANADA	Robarts Res Inst, No Digital Inc			TESTS; LOCATION; SHIFT	We present multivariate statistics to detect intensity changes in longitudinal, multimodal, three-dimensional MRT data from patients with multiple sclerosis (MS). Working on a voxel-by-voxel basis, and considering that there is at most one such change-point in the time series of MR images, two complementary statistics are given, which aim at detecting disease activity. We show how to derive these statistics in a Neyman-Pearson framework, by computing ratios of data likelihood under null and alternative hypotheses. Preliminary results show that it is possible to detect both lesion activity and brain atrophy in this framework.	McGill Univ, Montreal Neurol Inst, McConnell Brain Imaging Ctr, Montreal, PQ, Canada	Prima, S (reprint author), McGill Univ, Montreal Neurol Inst, McConnell Brain Imaging Ctr, 3801 Univ St, Montreal, PQ, Canada.	prima@bic.mni.mcgill.ca; doug@bic.mni.mcgill.ca; louis@bic.mni.mcgill.ca						15	4	4	0	0	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	0302-9743		3-540-20462-8	LECT NOTES COMPUT SC			2003	2878						663	670				8	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Medicine, Research & Experimental; Radiology, Nuclear Medicine & Medical Imaging	Computer Science; Research & Experimental Medicine; Radiology, Nuclear Medicine & Medical Imaging	BY26L	WOS:000188592600081		No			2017-07-26	
S	Duerden, EG; Finnis, KW; Peters, TM; Sadikot, AF		Ellis, RE; Peters, TM		Duerden, EG; Finnis, KW; Peters, TM; Sadikot, AF			A method for analysis of electrophysiological responses obtained from the motor fibers of the human internal capsule	MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2003, PT 2	LECTURE NOTES IN COMPUTER SCIENCE		English	Article; Proceedings Paper	6th International Conference on Medical Imaging Computing and Computer-Assisted Intervention	NOV 15-18, 2003	MONTREAL, CANADA	Robarts Res Inst, No Digital Inc			FUNCTIONAL NEUROSURGERY; THALAMOTOMY; STIMULATION; TREMOR; ATLAS	During stereotactic surgery in the ventrolateral (V-L) thalamic nucleus we localized the motor fibers of the internal capsule (IQ by electrophysiological stimulation. Knowledge of the location and motor somatotopy in the IC helps predict the boundaries of the VL. Although the somatotopy of the IC in individual patients is determined during their respective surgeries, quantitative analysis of somatotopic data from multiple subjects within a common magnetic resonance imaging (MRI) reference space has not been attempted. Here we describe a method for group analysis, in a single coordinate system, of responses obtained from the IC adjacent to the thalamus. We analyzed tongue, face, arm, and leg motor responses in 25 cases of thalamotomy. We used existing software to develop a three dimensional (31)) database of motor responses. Our preliminary analysis suggests a face-anterior to leg-posterior somototopic organization, with some overlap between adjacent representations.	McGill Univ, Montreal Neurol Inst, Div Neurosurg, Montreal, PQ H3A 2B4, Canada; John P Robarts Res Inst, London, ON N6A 5K8, Canada	Duerden, EG (reprint author), McGill Univ, Montreal Neurol Inst, Div Neurosurg, 3801 Univ St, Montreal, PQ H3A 2B4, Canada.	sadikot@bic.mni.mcgill.ca	Peters, Terry/K-6853-2013	Peters, Terry/0000-0003-1440-7488				20	1	1	0	0	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	0302-9743		3-540-20464-4	LECT NOTES COMPUT SC			2003	2879						50	57				8	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Engineering, Biomedical; Radiology, Nuclear Medicine & Medical Imaging	Computer Science; Engineering; Radiology, Nuclear Medicine & Medical Imaging	BY19R	WOS:000188180400007		No			2017-07-26	
S	Grova, C; Jannin, P; Buvat, I; Benali, H; Bansard, JY; Biraben, A; Gibaud, B		Ellis, RE; Peters, TM		Grova, C; Jannin, P; Buvat, I; Benali, H; Bansard, JY; Biraben, A; Gibaud, B			From anatomic standardization analysis of perfusion SPECT data to perfusion pattern modelling	MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2003, PT 2	LECTURE NOTES IN COMPUTER SCIENCE		English	Article; Proceedings Paper	6th International Conference on Medical Imaging Computing and Computer-Assisted Intervention	NOV 15-18, 2003	MONTREAL, CANADA	Robarts Res Inst, No Digital Inc			BRAIN PERFUSION; GENDER; AGE	Our objective being to model SPECT brain perfusion patterns, the purpose of this study was to characterize inter-individual functional variability among a population of SPECT data. From perfusion measurements performed on anatomically standardized SPECT, we proposed to use correspondence analysis and hierarchical clustering to explore the structure of statistical dependencies among these measurements. The method was applied to study two perfusion patterns, namely normal perfusion and ictal perfusion as observed in temporal lobe epilepsy.	Univ Rennes 1, Fac Med, Lab IDM, F-35014 Rennes, France; McGill Univ, Montreal Neurol Inst, Montreal, PQ, Canada; CHU Pitie Salpetriere, INSERM, U494, Paris, France; Univ Rennes 1, LTSI, F-35014 Rennes, France	Grova, C (reprint author), Univ Rennes 1, Fac Med, Lab IDM, F-35014 Rennes, France.	christophe.grova@mail.mcgill.ca; pierr.jannin@univ-rennes1.fr; irene.buvat@imed.jussieu.fr; habib.benali@imed.jussieu.fr; jean-yves.bansard@univ-rennes1.fr; arnaud.biraben@univ-rennes1.fr; bernard.gibaud@univ-rennes1.fr	Jannin, Pierre Jannin/F-5538-2010	Jannin, Pierre Jannin/0000-0002-7415-071X				11	2	2	0	0	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	0302-9743		3-540-20464-4	LECT NOTES COMPUT SC			2003	2879						328	335				8	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Engineering, Biomedical; Radiology, Nuclear Medicine & Medical Imaging	Computer Science; Engineering; Radiology, Nuclear Medicine & Medical Imaging	BY19R	WOS:000188180400041		No			2017-07-26	
S	Mangin, JF; Poupon, F; Riviere, D; Cachia, A; Collins, DL; Evans, AC; Regis, J		Ellis, RE; Peters, TM		Mangin, JF; Poupon, F; Riviere, D; Cachia, A; Collins, DL; Evans, AC; Regis, J			3D moment invariant based morphometry	MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2003, PT 2	LECTURE NOTES IN COMPUTER SCIENCE		English	Article; Proceedings Paper	6th International Conference on Medical Imaging Computing and Computer-Assisted Intervention	NOV 15-18, 2003	MONTREAL, CANADA	Robarts Res Inst, No Digital Inc			HUMAN BRAIN; RECOGNITION; SHAPE; SEGMENTATION; REGISTRATION	This paper advocates the use of shape descriptors based on moments of 3D coordinates for morphometry of the cortical sulci. These descriptors, which have been introduced more than a decade ago, are invariant relatively to rotations, symmetry and scale and can be computed for any topology. A rapid insight of the derivation of these invariants is proposed first. Then, their potential to characterize shapes is shown from a principal component analysis of the 12 first invariants computed for 12 different deep brain structures manually drawn from 7 different brains. Finally, these invariants are used to find some correlates of handedness among the shapes of 116 different cortical sulci automatically identified in 144 brains of the ICBM database.	CEA, Serv Hosp Frederic Joliot, F-91401 Orsay, France; Inst Federat Rech 49, Paris, France; McGill Univ, Montreal Neurol Inst, Montreal, PQ, Canada; CHU Timone, Serv Neurochirurg Fonctionnelle & Stereotax, Marseille, France	Mangin, JF (reprint author), CEA, Serv Hosp Frederic Joliot, F-91401 Orsay, France.							16	7	8	0	0	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	0302-9743		3-540-20464-4	LECT NOTES COMPUT SC			2003	2879						505	512				8	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Engineering, Biomedical; Radiology, Nuclear Medicine & Medical Imaging	Computer Science; Engineering; Radiology, Nuclear Medicine & Medical Imaging	BY19R	WOS:000188180400062		No			2017-07-26	
S	Robbins, S; Evans, AC; Collins, DL; Whitesides, S		Ellis, RE; Peters, TM		Robbins, S; Evans, AC; Collins, DL; Whitesides, S			Tuning and comparing spatial normalization methods	MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2003, PT 2	LECTURE NOTES IN COMPUTER SCIENCE		English	Article; Proceedings Paper	6th International Conference on Medical Imaging Computing and Computer-Assisted Intervention	NOV 15-18, 2003	MONTREAL, CANADA	Robarts Res Inst, No Digital Inc			IMAGE REGISTRATION; HUMAN BRAIN; VALIDATION; SURFACE; SYSTEM; MODELS; MAPS	Spatial normalization is a key process in cross-sectional studies of brain structure and function using MRI, fMRI, PET and other imaging techniques. A wide range of 3D image deformation algorithms have been developed, all of which involve design choices that are subject to debate. Moreover, most have numerical parameters whose value must be specified by the user. This paper proposes a principled method for evaluating design choices and choosing parameter values. This method can also be used to compare competing spatial normalization algorithms. We demonstrate the method through a performance analysis of a particular nonaffine deformation algorithm, ANIMAL.	McGill Univ, Montreal Neurol Inst, McConnell Brain Imaging Ctr, Montreal, PQ H3A 2B4, Canada; McGill Univ, Sch Comp Sci, Montreal, PQ H3A 2A7, Canada	Robbins, S (reprint author), McGill Univ, Montreal Neurol Inst, McConnell Brain Imaging Ctr, 3801 Univ St, Montreal, PQ H3A 2B4, Canada.							17	6	6	0	1	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	0302-9743		3-540-20464-4	LECT NOTES COMPUT SC			2003	2879						910	917				8	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Engineering, Biomedical; Radiology, Nuclear Medicine & Medical Imaging	Computer Science; Engineering; Radiology, Nuclear Medicine & Medical Imaging	BY19R	WOS:000188180400111		No			2017-07-26	
S	Laliberte, JF; Meunier, J; Mignotte, M; Soucy, JP		Sonka, M; Fitzpatrick, JM		Laliberte, JF; Meunier, J; Mignotte, M; Soucy, JP			Detection of abnormal diffuse perfusion in SPECT using a normal brain atlas	MEDICAL IMAGING 2003: IMAGE PROCESSING, PTS 1-3	PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		English	Proceedings Paper	Medical Imaging 2003 Conference	FEB 17-20, 2003	SAN DIEGO, CA	SPIE, Amer Assoc Phys Med, Amer Physiol Soc, Ctr Devices & Radiol Hlth, Soc Imaging Sci & Technol, Natl Elect Mfg Assoc, Diagnost Imaging & Therapy Syst Div, Radiol Soc N Amer, Soc Comp Appl Radiol		SPECT brain; atlas; classification; optical flow; segmentation; Markov	DECONVOLUTION; REGISTRATION; IMAGES	Despite the advent of sophisticated image analysis algorithms, most SPECT (Single Photon Emission Computerized Tomography) cerebral perfusion studies are assessed visually, leading to unavoidable and significant inter. and intra-observer variability. Here, we present an automatic method for evaluating SPECT studies based on a computerized atlas of normal regional cerebral blood flow (rCBF). To generate the atlas, normal (screened volunteers) brain SPECT studies are registered with an affine transformation to one of them arbitrarily selected as reference to remove any size and orientation variations that are assumed irrelevant for our analysis. Then a smooth non-linear registration is performed to reveal the local activity pattern displacement among the normal subjects. By computing and applying the mean displacement to the reference SPECT image, one obtain the atlas that is the normal mean distribution of the rCBF (up to an affine transformation difference). To complete the atlas we add. the intensity variance with the displacement mean and variance of the activity pattern. To investigate a patient's condition, we proceed similarly to the atlas construction phase. We first register the patient's SPECT volume to the atlas with an affine transformation. Then the algorithm computes the non-linear 3D displacement of each voxel needed for an almost perfect shape (but not intensity) fit with the atlas. For each brain voxel, if the intensity difference between the atlas and the registered patient is higher than normal differences then this voxel is counted as "abnormal" and similarly if the 3D motion necessary to move the voxel to its registered position is not within the normal displacements. Our hypothesis is that this number of abnormal voxels discriminates between normal and abnormal studies. A Markovian segmentation algorithm that we have presented elsewhere is also used to identify the white and gray matters for regional analysis. We validated this approach using 23 SPECT perfusion studies (Tc-99m ECD) selected visually for clear diffuse anomalies (a much more stringent test than "easy" focal lesions detection) and 21 normal studies. A leave-one-out strategy was used to test. our approach to avoid any bias. Based on the number of "abnormal" voxels, two simple supervised classifiers were tested: (1) minimum distance-to-mean and (2) Bayesian. A voxel was considered "abnormal" if-its P value with respect to the atlas was lower that 0.01 (1%). The results show that for the whole brain, a combination of the number of intensity and displacement "abnormal" voxel is a powerful discriminant with a 91% classification rate. If we focus only on the voxels in the segmented gray matter the rates are slighty higher.	Univ Montreal, Dept Informat & Rech Operat, Montreal, PQ H3C 3J7, Canada	Laliberte, JF (reprint author), Univ Montreal, Dept Informat & Rech Operat, PO 6128 Succ Ctr Ville, Montreal, PQ H3C 3J7, Canada.		Mignotte, Max/F-7014-2015					10	0	0	4	4	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X		0-8194-4833-8	P SOC PHOTO-OPT INS			2003	5032		1-3				50	59		10.1117/12.480311		10	Engineering, Biomedical; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging	Engineering; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging	BW90V	WOS:000183561900005		No			2017-07-26	
