PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Oaklander, AL; Wilson, PR; Moskovitz, PA; Manning, DC; Lubenow, T; Levine, JD; Harden, RN; Galer, BS; Cooper, MS; Bruehl, S; Broatch, J; Berde, C; Bennett, GJ				Oaklander, Anne Louise; Wilson, Peter R.; Moskovitz, Peter A.; Manning, Donald C.; Lubenow, Timothy; Levine, Jon D.; Harden, R. Norman; Galer, Bradley S.; Cooper, Mark S.; Bruehl, Stephen; Broatch, James; Berde, Charles; Bennett, Gary J.			Response to "A new definition of neuropathic pain''	PAIN			English	Letter							SYNDROME TYPE-I; NERVE		[Oaklander, Anne Louise] Harvard Univ, Massachusetts Gen Hosp, Sch Med, Dept Neurol, Boston, MA 02114 USA; [Oaklander, Anne Louise] Harvard Univ, Massachusetts Gen Hosp, Sch Med, Dept Pathol, Boston, MA 02114 USA; [Wilson, Peter R.] Mayo Clin, Dept Anesthesiol, Rochester, MN USA; [Moskovitz, Peter A.] George Washington Univ, Dept Orthopaed Surg, Washington, DC USA; [Moskovitz, Peter A.] George Washington Univ, Dept Neurol Surg, Washington, DC USA; [Lubenow, Timothy] Rush Univ, Dept Anesthesiol, Med Ctr, Chicago, IL 60612 USA; [Levine, Jon D.] Univ Calif San Francisco, Dept Internal Med, San Francisco, CA 94143 USA; [Harden, R. Norman] Northwestern Univ, Rehabil Inst Chicago, Dept Phys Med & Rehabil, Chicago, IL 60611 USA; [Galer, Bradley S.] Nuvo Res Inc, W Chester, PA USA; [Cooper, Mark S.] Univ Washington, Dept Biol, Seattle, WA 98195 USA; [Bruehl, Stephen] Vanderbilt Univ, Med Ctr, Dept Anesthesiol, Nashville, TN USA; [Broatch, James] RSDSA, Milford, CT USA; [Berde, Charles] Harvard Univ, Childrens Hosp Boston, Sch Med, Dept Anesthesiol Perioperat & Pain Med, Boston, MA 02114 USA; [Bennett, Gary J.] McGill Univ, Dept Anesthesiol, Montreal, PQ, Canada	Oaklander, AL (reprint author), Harvard Univ, Massachusetts Gen Hosp, Sch Med, Dept Neurol, Boston, MA 02114 USA.	aoaklander@partners.org			NINDS NIH HHS [K24NS059892]			11	3	3	3	7	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0304-3959			PAIN	Pain	APR	2012	153	4					934	935		10.1016/j.pain.2012.01.012		2	Anesthesiology; Clinical Neurology; Neurosciences	Anesthesiology; Neurosciences & Neurology	913KS	WOS:000301877300029	22342073	No			2017-07-26	
J	Naggara, O; Morel, A; Touze, E; Raymond, J; Mas, JL; Meder, JF; Oppenheim, C				Naggara, Olivier; Morel, Audrey; Touze, Emmanuel; Raymond, Jean; Mas, Jean-Louis; Meder, Jean-Francois; Oppenheim, Catherine			Stroke Occurrence and Patterns Are Not Influenced by the Degree of Stenosis in Cervical Artery Dissection	STROKE			English	Article						acute stroke; brain infarction; dissection; imaging; ischemia; MR angiography; stroke in young adults; stroke in young	HUMAN BRAIN; DISEASE; TERRITORIES	Background and Purpose-In stroke attributable to spontaneous dissection of the cervical artery, it is unclear whether the occurrence and pattern of stroke depend on the degree of stenosis. Methods-In 147 consecutive dissection of the cervical artery patients with (n = 88) and without stroke (n = 59), we compared the number, volume, and patterns of cerebral diffusion-weighted imaging stroke lesions among patients with <70% stenosis (Group 1), >= 70% stenosis (Group 2), and occlusion (Group 3). Results-The presence (26 of 45 in Group 1, 32 of 59 in Group 2, 30 of 43 in Group 3; P = 0.27) and the number of diffusion-weighted imaging lesions (mean +/- SD [interquartile range], 3.5 +/- 3.9 [1-4] in Group 1; 4.2 +/- 4.1 [1-5] in Group 2; 3.3 +/- 4.0 [1-3] in Group 3; P = 0.85) were independent of lumen patency, whereas volume of diffusion-weighted imaging lesions was larger in occlusive dissection of the cervical artery (82 +/- 90 mm [17-91] versus 34 +/- 54 [2-48]; P = 0.03). There were no differences in the breakdown of diffusion-weighted imaging lesion patterns according to degree of stenosis. Conclusions-The occurrence and diffusion-weighted imaging lesion patterns in dissection of the cervical artery patients may not be influenced by the degree of stenosis of the dissected artery. Occlusive dissection of the cervical artery was associated with larger infarcts. (Stroke. 2012;43:1150-1152.)	[Naggara, Olivier; Morel, Audrey; Meder, Jean-Francois; Oppenheim, Catherine] Univ Paris 05, Dept Neuroradiol, INSERM UMR 894, St Anne Hosp, F-75014 Paris, France; [Touze, Emmanuel; Mas, Jean-Louis] Univ Paris 05, Dept Neurol, INSERM UMR 894, St Anne Hosp, F-75014 Paris, France; [Raymond, Jean] Univ Montreal, Notre Dame Hosp, Dept Radiol, Montreal, PQ H3C 3J7, Canada	Naggara, O (reprint author), Univ Paris 05, Dept Neuroradiol, INSERM UMR 894, St Anne Hosp, 1 Rue Cabanis, F-75014 Paris, France.	o.naggara@ch-sainte-anne.fr		Touze, Emmanuel/0000-0002-7254-2162				9	6	9	2	11	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0039-2499			STROKE	Stroke	APR	2012	43	4					1150	1152		10.1161/STROKEAHA.111.639021		3	Clinical Neurology; Peripheral Vascular Disease	Neurosciences & Neurology; Cardiovascular System & Cardiology	916ST	WOS:000302124200046	22198988	No			2017-07-26	
J	Cantin, LD; Bayrakdarian, M; Buon, C; Grazzini, E; Hua, YJ; Labrecque, J; Leung, C; Luo, XH; Martino, G; Pare, M; Payza, K; Popovic, N; Projean, D; Santhakumar, V; Walpole, C; Yu, XH; Tomaszewski, MJ				Cantin, Louis-David; Bayrakdarian, Malken; Buon, Christophe; Grazzini, Eric; Hua, Yun-Jin; Labrecque, Jean; Leung, Carmen; Luo, Xuehong; Martino, Giovanni; Pare, Michel; Payza, Kemal; Popovic, Nirvana; Projean, Denis; Santhakumar, V.; Walpole, Christopher; Yu, Xiao Hong; Tomaszewski, Miroslaw J.			Discovery of P2X3 selective antagonists for the treatment of chronic pain	BIOORGANIC & MEDICINAL CHEMISTRY LETTERS			English	Article						P2X3; Purinergic receptors; Analgesia; Pyrrolo-pyrimidinones; Nociceptive pain	RECEPTOR-MEDIATED RESPONSES; NEUROPATHIC PAIN; SENSORY NEURONS; P2X(2/3) RECEPTORS; P2X(3); POTENT; MICE; RAT; SUBUNITS; A-317491	Purinergic receptor P2X3 has been linked to analgesia in a number of pre-clinical models of pain, and is expressed in the human pain perception pathway. Only few P2X3-selective antagonists have been reported to date. This Letter describes the SAR and in vivo analgesic profile of a novel scaffold of selective P2X3 antagonists. (C) 2012 Elsevier Ltd. All rights reserved.	[Cantin, Louis-David; Bayrakdarian, Malken; Buon, Christophe; Hua, Yun-Jin; Leung, Carmen; Luo, Xuehong; Popovic, Nirvana; Santhakumar, V.; Walpole, Christopher; Tomaszewski, Miroslaw J.] AstraZeneca R&D, Dept Med Chem, Montreal, PQ H4S 1Z9, Canada; [Projean, Denis] AstraZeneca R&D, Dept Drug Metab & Pharmacokinet, Montreal, PQ H4S 1Z9, Canada; [Labrecque, Jean; Martino, Giovanni; Pare, Michel; Payza, Kemal; Yu, Xiao Hong] AstraZeneca R&D, Dept Biosci, Montreal, PQ H4S 1Z9, Canada	Cantin, LD (reprint author), AstraZeneca R&D, Dept Med Chem, 7171 Frederick Banting, Montreal, PQ H4S 1Z9, Canada.	Louis-david.cantin@astrazeneca.com						24	11	11	3	7	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0960-894X			BIOORG MED CHEM LETT	Bioorg. Med. Chem. Lett.	APR 1	2012	22	7					2565	2571		10.1016/j.bmcl.2012.01.124		7	Chemistry, Medicinal; Chemistry, Organic	Pharmacology & Pharmacy; Chemistry	913BK	WOS:000301846100040	22370269	No			2017-07-26	
J	Bosoi, CR; Yang, XL; Huynh, J; Parent-Robitaille, C; Jiang, WL; Tremblay, M; Rose, CF				Bosoi, Cristina R.; Yang, Xiaoling; Huynh, Jimmy; Parent-Robitaille, Christian; Jiang, Wenlei; Tremblay, Melanie; Rose, Christopher F.			Systemic oxidative stress is implicated in the pathogenesis of brain edema in rats with chronic liver failure	FREE RADICAL BIOLOGY AND MEDICINE			English	Article						Hepatic encephalopathy; Hyperammonemia; Bile-duct ligation; Portacaval anastomosis; Allopurinol; Reactive oxygen species	MINIMAL HEPATIC-ENCEPHALOPATHY; DUCT-LIGATED RATS; CIRRHOTIC-PATIENTS; AMMONIA LEVELS; BARRIER PERMEABILITY; PARTIAL-PRESSURE; CEREBRAL EDEMA; DISEASE; BLOOD; ALLOPURINOL	Chronic liver failure leads to hyperammonemia, a central component in the pathogenesis of hepatic encephalopathy (HE); however, a correlation between blood ammonia levels and HE severity remains controversial. It is believed oxidative stress plays a role in modulating the effects of hyperammonemia. This study aimed to determine the relationship between chronic hyperammonemia, oxidative stress, and brain edema (BE) in two rat models of HE: portacaval anastomosis (PCA) and bile-duct ligation (BDL). Ammonia and reactive oxygen species (ROS) levels, BE, oxidant and antioxidant enzyme activities, as well as lipid peroxidation were assessed both systemically and centrally in these two different animal models. Then, the effects of allopurinol (xanthine oxidase inhibitor, 100 mg/kg for 10 days) on ROS and BE and the temporal resolution of ammonia, ROS, and BE were evaluated only in BDL rats. Similar arterial and cerebrospinal fluid ammonia levels were found in PCA and BDL rats, both significantly higher compared to their respective sham-operated controls (p<0.05). BE was detected in BDL rats (p<0.05) but not in PCA rats. Evidence of oxidative stress was found systemically but not centrally in BDL rats: increased levels of ROS, increased activity of xanthine oxidase (oxidant enzyme), enhanced oxidative modifications on lipids, as well as decreased antioxidant defense. In PCA rats, a preserved oxidant/antioxidant balance was demonstrated. Treatment with allopurinol in BDL rats attenuated both ROS and BE, suggesting systemic oxidative stress is implicated in the pathogenesis of BE. Analysis of ROS and ammonia temporal resolution in the plasma of BDL rats suggests systemic oxidative stress might be an important "first hit", which, followed by increases in ammonia, leads to BE in chronic liver failure. In conclusion, chronic hyperammonemia and oxidative stress in combination lead to the onset of BE in rats with chronic liver failure. (C) 2012 Elsevier Inc. All rights reserved.	[Bosoi, Cristina R.; Yang, Xiaoling; Huynh, Jimmy; Parent-Robitaille, Christian; Jiang, Wenlei; Tremblay, Melanie; Rose, Christopher F.] Univ Montreal, Hop St Luc CRCHUM, Neurosci Res Unit, Montreal, PQ H2X 1P1, Canada	Rose, CF (reprint author), Univ Montreal, Hop St Luc CRCHUM, Neurosci Res Unit, Montreal, PQ H2X 1P1, Canada.	christopher.rose@umontreal.ca	Tremblay, Melanie/B-5319-2011; Rose, Christopher/F-1105-2010	Tremblay, Melanie/0000-0001-5395-5853; Rose, Christopher/0000-0001-9854-6834	Canadian Institutes of Health Research	This work was supported by a grant from the Canadian Institutes of Health Research.		51	37	38	0	4	ELSEVIER SCIENCE INC	NEW YORK	360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA	0891-5849	1873-4596		FREE RADICAL BIO MED	Free Radic. Biol. Med.	APR 1	2012	52	7					1228	1235		10.1016/j.freeradbiomed.2012.01.006		8	Biochemistry & Molecular Biology; Endocrinology & Metabolism	Biochemistry & Molecular Biology; Endocrinology & Metabolism	910HQ	WOS:000301628200010	22300646	No			2017-07-26	
J	Tian, ZG				Tian, Zhigang			An artificial neural network method for remaining useful life prediction of equipment subject to condition monitoring	JOURNAL OF INTELLIGENT MANUFACTURING			English	Article						Remaining useful life; Prediction; Artificial neural network; Accurate; Bearing	CONDITION-BASED MAINTENANCE; PROPORTIONAL HAZARDS MODEL; RESIDUAL LIFE; HEALTH DIAGNOSIS; PROGNOSIS; OPTIMIZATION; SYSTEMS; POLICY	Accurate equipment remaining useful life prediction is critical to effective condition based maintenance for improving reliability and reducing overall maintenance cost. In this paper, an artificial neural network (ANN) based method is developed for achieving more accurate remaining useful life prediction of equipment subject to condition monitoring. The ANN model takes the age and multiple condition monitoring measurement values at the present and previous inspection points as the inputs, and the life percentage as the output. A function generalized from the Weibull failure rate function is used to fit each condition monitoring measurement series for a failure history, and the fitted measurement values are used to form the ANN training set so as to reduce the effects of the noise factors that are irrelevant to the equipment degradation. A validation mechanism is introduced in the ANN training process to improve the prediction performance of the ANN model. The proposed ANN method is validated using real-world vibration monitoring data collected from pump bearings in the field. A comparative study is performed between the proposed ANN method and an adapted version of a reported method, and the results demonstrate the advantage of the proposed method in achieving more accurate remaining useful life prediction.	Concordia Univ, Concordia Inst Informat Syst Engn, Montreal, PQ H3G 2W1, Canada	Tian, ZG (reprint author), Concordia Univ, Concordia Inst Informat Syst Engn, 1515 Ste Catherine St W,EV-7-637, Montreal, PQ H3G 2W1, Canada.	tian@ciise.concordia.ca			Natural Sciences and Engineering Research Council of Canada (NSERC)	This research is supported by the Natural Sciences and Engineering Research Council of Canada (NSERC). We greatly appreciate the help from OMDEC Inc. for providing the condition monitoring data used in the case study. Comments and suggestions from anonymous reviewers are very valuable in the improvement of the quality of this paper.		25	45	46	3	50	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	0956-5515			J INTELL MANUF	J. Intell. Manuf.	APR	2012	23	2			SI		227	237		10.1007/s10845-009-0356-9		11	Computer Science, Artificial Intelligence; Engineering, Manufacturing	Computer Science; Engineering	909YX	WOS:000301605000009		No			2017-07-26	
J	Swaine, B				Swaine, Bonnie			Participation following pediatric acquired brain injury and some inherent problems with outcome studies	DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY			English	Editorial Material									Univ Montreal, Sch Rehabil, Ctr Interdisciplinary Rehabil Res, Montreal, PQ, Canada	Swaine, B (reprint author), Univ Montreal, Sch Rehabil, Ctr Interdisciplinary Rehabil Res, Montreal, PQ, Canada.							4	1	1	0	2	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0012-1622			DEV MED CHILD NEUROL	Dev. Med. Child Neurol.	APR	2012	54	4					296	297		10.1111/j.1469-8749.2011.04210.x		2	Clinical Neurology; Pediatrics	Neurosciences & Neurology; Pediatrics	905OV	WOS:000301283000005	22257153	No			2017-07-26	
J	Anaby, D; Law, M; Hanna, S; Dematteo, C				Anaby, Dana; Law, Mary; Hanna, Steven; Dematteo, Carol			Predictors of change in participation rates following acquired brain injury: results of a longitudinal study	DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY			English	Article							FAMILY ASSESSMENT DEVICE; SCHOOL-AGE-CHILDREN; GLASGOW COMA SCALE; PHYSICAL-DISABILITIES; INPATIENT REHABILITATION; SOCIAL-PARTICIPATION; LEISURE ACTIVITIES; RECREATION; YOUTH; OUTCOMES	Aim The purpose of this study was (1) to examine the changes in participation rates over 1 year among children and adolescents after acquired brain injury and (2) to explore the effect of child and family factors on these changes. METHOD The participation levels of 136 children and young people (88 males; 48 females; age range 4y 11mo-17y 6mo; mean age 11y 6mo) after acquired brain injury (3 <= Glasgow Coma Scale score <= 15; mean 12.8) were assessed three times: at their return to school, and at 8 and 12 months after returning to school. The Children's Assessment of Participation and Enjoyment measured the participants' diversity and intensity of participation in out-of-school activities. At baseline, information on general family functioning and medical and demographic information was collected as possible predictors. Mixed-effect model analyses of participation scores were performed while controlling for child's age at injury. RESULTS The severity of the injury explained rates of change across time for participation intensity in recreational, physical, and social activities. Household income influenced changes in the intensity of recreational activities, whereas family functioning predicted changes in the diversity of skill-based activities. INTERPRETATION Participation is a relevant outcome of recovery that needs to be assessed and monitored post brain injury. Special attention can be directed to severity of injury and family functioning when developing intervention plans.	[Anaby, Dana] McGill Univ, Sch Phys & Occupat Therapy, Montreal, PQ H3G 1Y5, Canada; [Law, Mary; Dematteo, Carol] McMaster Univ, Sch Rehabil Sci, CanChild Ctr Childhood Disabil Res, Hamilton, ON, Canada; [Hanna, Steven] McMaster Univ, Dept Clin Epidemiol & Biostat, CanChild Ctr Childhood Disabil Res, Hamilton, ON, Canada	Anaby, D (reprint author), McGill Univ, Sch Phys & Occupat Therapy, 3630 Promenade Sir William Osler,Hosrner House Ro, Montreal, PQ H3G 1Y5, Canada.	anabydan@gmail.com						37	18	18	1	5	WILEY-BLACKWELL	MALDEN	COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA	0012-1622			DEV MED CHILD NEUROL	Dev. Med. Child Neurol.	APR	2012	54	4					339	346		10.1111/j.1469-8749.2011.04204.x		8	Clinical Neurology; Pediatrics	Neurosciences & Neurology; Pediatrics	905OV	WOS:000301283000015	22257122	No			2017-07-26	
J	Nouel, D; Burt, M; Zhang, Y; Harvey, L; Boksa, P				Nouel, Dominique; Burt, Melissa; Zhang, Ying; Harvey, Louise; Boksa, Patricia			Prenatal exposure to bacterial endotoxin reduces the number of GAD67-and reelin-immunoreactive neurons in the hippocampus of rat offspring	EUROPEAN NEUROPSYCHOPHARMACOLOGY			English	Article						gamma-Aminobutyric acid; Autism; Glutamic acid decarboxylase 67; Prenatal infection; Reelin; Schizophrenia	PREPULSE INHIBITION; IMMUNE ACTIVATION; BRAIN-DEVELOPMENT; SCHIZOPHRENIA; EXPRESSION; INFECTION; GABA; PREGNANCY; AUTISM; OSCILLATIONS	Epidemiological studies implicate prenatal infection as a risk factor for the development of schizophrenia and autism. Subjects with schizophrenia and autism are reported to exhibit reduced levels of glutamic acid decarboxylase 67 (GAD67), a marker for GABA neurons, in various brain regions. Reduced levels of reelin, a secretory glycoprotein present in a subpopulation of GABA neurons, have also been found in these disorders. To test if prenatal infection can cause abnormalities in GAD67 and reelin in the brains of offspring, this study used a rat model of prenatal exposure to the bacterial endotoxin, lipopolysaccharide (LPS), and assessed numbers of GAD67-immunoreactive (GAD67+) and reelin-immunoreactive (reelin+) neurons in the hippocampus of offspring. In offspring at postnatal day 14 (PD14), GAD67+ cell counts were reduced in the dentate gyrus of the prenatal LPS group compared to prenatal saline controls, while at PD28, GAD67+ cells counts were reduced in the prenatal LPS group in both the dentate gyrus and the CA1. There was a decrease in the number of reelin+ cells in the prenatal LPS offspring compared to controls in the dentate gyrus at PD14. However using Western blotting, no significant effects of prenatal LPS on levels of GAD67 or reelin protein were observed in various brain regions at PD14. These findings support the idea that prenatal infection can cause reductions in postnatal expression of GAD67 and reelin, and in this way, possibly contribute to the pathophysiology of schizophrenia or autism. (C) 2011 Elsevier B.V. and ECNP. All rights reserved.	[Nouel, Dominique; Burt, Melissa; Zhang, Ying; Harvey, Louise; Boksa, Patricia] McGill Univ, Dept Psychiat, Douglas Mental Hlth Univ Inst, Montreal, PQ, Canada	Boksa, P (reprint author), Douglas Mental Hlth Univ Inst, 6875 LaSalle Blvd, Verdun, PQ H4H 1R3, Canada.	patricia.boksa@mcgill.ca			Canadian Institutes of Health Research [ELA-80228]	Funding for this study was provided by Grant ELA-80228 from the Canadian Institutes of Health Research; the CIHR had no further role in study design; in the collection, analysis and interpretation of data; in the writing of the report; and in the decision to submit the paper for publication.		42	33	33	1	6	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0924-977X			EUR NEUROPSYCHOPHARM	Eur. Neuropsychopharmacol.	APR	2012	22	4					300	307		10.1016/j.euroneuro.2011.08.001		8	Clinical Neurology; Neurosciences; Pharmacology & Pharmacy; Psychiatry	Neurosciences & Neurology; Pharmacology & Pharmacy; Psychiatry	911DB	WOS:000301696400006	21889316	No			2017-07-26	
J	Saposnik, G; Lanthier, S; Mamdani, M; Thorpe, KE; Melo, M; Pope, K; Selchen, D; Moore, DF				Saposnik, Gustavo; Lanthier, Sylvain; Mamdani, Muhammad; Thorpe, Kevin E.; Melo, Magda; Pope, Karen; Selchen, Daniel; Moore, David F.		Canadian Stroke Consortium; Stroke Outcome Res Canada SORCan	Fabry's disease: A prospective multicenter cohort study in young adults with cryptogenic stroke	INTERNATIONAL JOURNAL OF STROKE			English	Article						cryptogenic; disability; Fabry disease; prospective; stroke; stroke in the young	ENZYME REPLACEMENT THERAPY; MODIFIED RANKIN SCALE; ISCHEMIC-STROKE; TRIAL; RECOMMENDATIONS; PREVALENCE; ALPHA	Background Stroke in young adults is etiologically diverse and may represent a diagnostic challenge remaining cryptogenic in one-fourth of cases. Limited information is available on the prevalence of Fabry's disease, a treatable multisystem inherited lysosomal storage disorder, and disability in young patients with cryptogenic stroke. Design and methods The Canadian Fabry Stroke Screening Initiative (CFSSI) is a prospective multicenter cohort study of young adults (age 18-55) presenting with an ischemic stroke, transient ischemic attack, or intracerebral haemorrhage of unknown etiology to stroke centres across Canada. Diagnosis of Fabry's disease is made by direct DNA analysis of blood samples for a-galactosidase gene mutations or polymorphisms. Demographics, clinical information, and investigations including brain Magnetic Resonance Imaging (MRI) are collected. Functional neurological assessment includes neurological examination, the National Institutes of Health (NIH) stroke scale, modified Rankin scale, and the Barthel index. A follow-up interview is conducted by telephone or in person approximately six-months after the index stroke/transient ischemic attack/intracerebral haemorrhage to determine patient outcomes, quality of life, and patient use of medications. Main outcome Prevalence of positive DNA mutation or single nucleotide polymorphism screens for Fabry's disease as a proportion of total cryptogenic stroke. Secondary outcomes include incident risk of new or recurrent vascular event at six-months, discharge disposition, disability at six-months as measured by the modified Rankin scale, mean time from symptoms onset to the definite etiological diagnosis, and length of hospital stay. Conclusion This study constitutes the first initiative to determine the prevalence of a positive screen for Fabry's disease in young adults with stroke in Canada. Moreover, the Canadian Fabry Stroke Screening Initiative will provide information on recurrent vascular events, disability at six-months (modified Rankin scale), and disposition in this understudied population.	[Saposnik, Gustavo] Univ Toronto, St Michaels Hosp, Dept Med & Hlth Policy, Div Neurol,Stroke Outcomes Res Unit, Toronto, ON M5B 1W8, Canada; [Saposnik, Gustavo] Univ Toronto, St Michaels Hosp, Dept Management & Evaluat, Div Neurol,Stroke Outcomes Res Unit, Toronto, ON M5B 1W8, Canada; [Lanthier, Sylvain] Univ Montreal, CHUM, Div Neurol, Ctr Cerebrovasc Dis,Fac Med, Montreal, PQ, Canada; [Mamdani, Muhammad; Thorpe, Kevin E.; Melo, Magda; Pope, Karen] Univ Toronto, St Michaels Hosp, Appl Hlth Res Ctr, Keenan Res Ctr,Li Ka Shing Knowledge Inst, Toronto, ON M5B 1W8, Canada; [Thorpe, Kevin E.] Univ Toronto, Sch Publ Hlth, Toronto, ON M5B 1W8, Canada; [Selchen, Daniel] Univ Toronto, Dept Med, Div Neurol, St Michaels Hosp, Toronto, ON M5B 1W8, Canada; [Moore, David F.] Tulane Univ, Sch Med, Dept Neurol, New Orleans, LA 70112 USA	Saposnik, G (reprint author), Univ Toronto, Stroke Outcomes Res Unit, Stroke Outcome Res Canada SORCan Working Grp, 55 Queen St E, Toronto, ON M5C 1R6, Canada.	saposnikg@smh.ca		Saposnik, Gustavo/0000-0002-5950-9886	Canadian Stroke Consortium (CSC); Shire Human Genetic Therapies Inc.; Heart and Stroke Foundation of Ontario (HSFO)	The study was supported by a grant from the Canadian Stroke Consortium (CSC).; The Investigators and CSC appreciate the educational grant provided by Shire Human Genetic Therapies Inc. to facilitate the development of this project.; Dr Saposnik is supported in part by a Clinician-Scientist Award from the Heart and Stroke Foundation of Ontario (HSFO).		29	8	8	0	8	WILEY-BLACKWELL	MALDEN	COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA	1747-4930			INT J STROKE	Int. J. Stroke	APR	2012	7	3					265	273		10.1111/j.1747-4949.2011.00734.x		9	Peripheral Vascular Disease	Cardiovascular System & Cardiology	905PS	WOS:000301285300016	22264232	No			2017-07-26	
J	Guan, YZ; Xiao, C; Krnjevic, K; Xie, GQ; Zuo, WH; Ye, JH				Guan, Yanzhong; Xiao, Cheng; Krnjevic, Kresimir; Xie, Guiqin; Zuo, Wanhong; Ye, Jiang-Hong			GABAergic Actions Mediate Opposite Ethanol Effects on Dopaminergic Neurons in the Anterior and Posterior Ventral Tegmental Area	JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS			English	Article							MESSENGER-RNA EXPRESSION; FEMALE WISTAR RATS; NUCLEUS-ACCUMBENS; REGIONAL HETEROGENEITY; OPIOID RECEPTORS; MIDBRAIN; TRANSMISSION; INVOLVEMENT; SYSTEM; CNS	It is known that the posterior ventral tegmental area (p-VTA) differs from the anterior VTA (a-VTA) in that rats learn to self-administer ethanol into the p-VTA, but not into the a-VTA. Because activation of VTA dopaminergic neurons by ethanol is a cellular mechanism underlying the reinforcement of ethanol consumption, we hypothesized that ethanol may exert different effects on dopaminergic neurons in the p-VTA and a-VTA. In patch-clamp recordings in midbrain slices from young rats (postnatal days 22-32), we detected no significant difference in electrophysiological properties between p-VTA and a-VTA dopaminergic neurons. However, acute exposure to ethanol (21-86 mM) stimulated p-VTA dopaminergic neurons but suppressed a-VTA dopaminergic neurons. Conversely, ethanol (>21 mM) dose-dependently reduced the frequency of the GABAergic spontaneous inhibitory postsynaptic currents (sIPSCs) generated by inhibitory neuronal firing but not miniature inhibitory postsynaptic currents (mIPSCs) in p-VTA dopaminergic neurons. By contrast, ethanol increased the frequency and amplitude of both sIPSCs and mIPSCs in a-VTA dopaminergic neurons. All of these effects of ethanol were abolished by a GABA(A) receptor antagonist. There was a strong negative correlation between ethanol-evoked modulation of sIPSCs and neuronal firing in VTA dopaminergic neurons. These results indicate that GABAergic inputs play an important role in ethanol's actions in the VTA. The differential effects of ethanol on sIPSCs and neuronal firing in the p-VTA and a-VTA could be the basis for ethanol reinforcement via the p-VTA.	[Guan, Yanzhong; Xiao, Cheng; Xie, Guiqin; Zuo, Wanhong; Ye, Jiang-Hong] Univ Med & Dent New Jersey, New Jersey Med Sch, Dept Anesthesiol Pharmacol & Physiol, Newark, NJ 07103 USA; [Krnjevic, Kresimir] McGill Univ, Dept Physiol, Montreal, PQ, Canada	Ye, JH (reprint author), Univ Med & Dent New Jersey, New Jersey Med Sch, Dept Anesthesiol, 185 S Orange Ave, Newark, NJ 07103 USA.	ye@umdnj.edu	Xiao, Cheng/O-5696-2015	Xiao, Cheng/0000-0001-9649-7450	National Institutes of Health National Institute on Alcohol Abuse and Alcoholism [AA016964, AA016618]	This work was supported by the National Institutes of Health National Institute on Alcohol Abuse and Alcoholism [Grants AA016964, AA016618] (to J.-H.Y.).		48	13	13	0	0	AMER SOC PHARMACOLOGY EXPERIMENTAL THERAPEUTICS	BETHESDA	9650 ROCKVILLE PIKE, BETHESDA, MD 20814-3995 USA	0022-3565			J PHARMACOL EXP THER	J. Pharmacol. Exp. Ther.	APR	2012	341	1					33	42		10.1124/jpet.111.187963		10	Pharmacology & Pharmacy	Pharmacology & Pharmacy	908YX	WOS:000301530100004	22209891	No			2017-07-26	
