PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Sakadzic, S; Mandeville, ET; Gagnon, L; Musacchia, JJ; Yaseen, MA; Yucel, MA; Lefebvre, J; Lesage, F; Dale, AM; Eikermann-Haerter, K; Ayata, C; Srinivasan, VJ; Lo, EH; Devor, A; Boas, DA			IEEE	Sakadzic, Sava; Mandeville, Emiri T.; Gagnon, Louis; Musacchia, Joseph J.; Yaseen, Mohammad A.; Yucel, Meryem A.; Lefebvre, Joel; Lesage, Frederic; Dale, Anders M.; Eikermann-Haerter, Katharina; Ayata, Cenk; Srinivasan, Vivek J.; Lo, Eng H.; Devor, Anna; Boas, David A.			High-Resolution Optical Microscopy Imaging of Cortical Oxygen Delivery and Consumption	2014 CONFERENCE ON LASERS AND ELECTRO-OPTICS (CLEO)	Conference on Lasers and Electro-Optics		English	Proceedings Paper	Conference on Lasers and Electro-Optics (CLEO)	JUN 08-13, 2014	San Jose, CA				BLOOD-FLOW; TISSUE; TRANSPORT; MICROCIRCULATION; VESSELS	We applied multimodal microscopic imaging of intravascular partial pressure of O-2 (PO2) and blood flow complemented by numerical modeling to reveal the properties of the cortical microvascular oxygenation that allow uninterrupted oxygen delivery to all tissue regions in a very dynamic and energetically demanding brain. Our measurements show that at the baseline level of neuronal activity small arterioles are responsible for a significant oxygen extraction, while the most of the remaining oxygen release is taking place at the level of the first few capillary branches after precapillary arterioles. The majority of capillaries (i.e. high branching order capillaries) release little O-2 at rest and our measurements and modeling show that they act as a dynamic O-2 reserve that is recruited on demand to ensure adequate tissue oxygenation during increased neuronal activity or decrease in blood flow. These findings have potential to overturn our textbook knowledge of the capillary oxygen delivery, impact our understanding of progression of diseases that affect cerebral microcirculation, and help improving the quantitative interpretation of brain imaging modalities.	[Sakadzic, Sava; Gagnon, Louis; Musacchia, Joseph J.; Yaseen, Mohammad A.; Yucel, Meryem A.; Srinivasan, Vivek J.; Devor, Anna; Boas, David A.] Harvard Univ, Massachusetts Gen Hosp, Sch Med,Dept Radiol,Opt Div, MHG MIT HMS Athinoula A Martinos Ctr Biomed Imagi, Charlestown, MA 02129 USA; [Mandeville, Emiri T.; Lo, Eng H.] Harvard Univ, Massachusetts Gen Hosp, Sch Med, Neuroprotect Res Lab,Dept Radiol, Charlestown, MA 02129 USA; [Mandeville, Emiri T.; Lo, Eng H.] Harvard Univ, Massachusetts Gen Hosp, Sch Med, Neuroprotect Res Lab,Dept Neurol, Charlestown, MA 02129 USA; [Lefebvre, Joel; Lesage, Frederic] Ecole Polytech, Dept Genie Elect, Montreal, PQ H3C 3A7, Canada; [Dale, Anders M.; Devor, Anna] Univ Calif San Diego, Dept Radiol, La Jolla, CA 92093 USA; [Dale, Anders M.; Devor, Anna] Univ Calif San Diego, Dept Neurosci, La Jolla, CA 92093 USA; [Eikermann-Haerter, Katharina; Ayata, Cenk] Harvard Univ, Massachusetts Gen Hosp, Sch Med, Neurovasc Res Lab,Dept Radiol, Charlestown, MA 02129 USA; [Ayata, Cenk] Harvard Univ, Massachusetts Gen Hosp, Sch Med, Stroke Serv,Dept Neurol, Charlestown, MA 02129 USA; [Ayata, Cenk] Harvard Univ, Massachusetts Gen Hosp, Sch Med, Neurosci Intens Care Unit,Dept Neurol, Charlestown, MA 02129 USA	Sakadzic, S (reprint author), Harvard Univ, Massachusetts Gen Hosp, Sch Med,Dept Radiol,Opt Div, MHG MIT HMS Athinoula A Martinos Ctr Biomed Imagi, Charlestown, MA 02129 USA.	sava@nmr.mgh.harvard.edu						19	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2160-9020			CONF LASER ELECTR			2014												3	Engineering, Electrical & Electronic; Optics; Physics, Applied	Engineering; Optics; Physics	BE2RC	WOS:000369908600020		No			2017-07-26	
J	Chaibi, S; Lajnef, T; Samet, M; Jerbi, K; Kachouri, A			IEEE	Chaibi, Sahbi; Lajnef, Tarek; Samet, Mounir; Jerbi, Karim; Kachouri, Abdennaceur			Detection of High Frequency Oscillations (HFOs) in the 80-500 Hz Range in Epilepsy Recordings Using Decision Tree Analysis	2014 FIRST INTERNATIONAL IMAGE PROCESSING, APPLICATIONS AND SYSTEMS CONFERENCE (IPAS)			English	Proceedings Paper	Conference on First International Image Processing, Applications and Systems	NOV 05-07, 2014	Hamamet, TUNISIA	Univ SFAX, ENIS, TELECOM Bretagne, Inst MinusTelecom, IFSTTAR, IEEE, Control & Energy Management Lab, CELS, Natl Engn Sch Sfax, Telecom Bretagne Inst Mines Telecom, Ministry of Higher Education, Scientific Research and Information and Communication Technol, Assoc Boussole pour Recherche Scientifique		Epilepsy; Intracerbral EEG; High Frequency Oscillations (HFOs) and Decision Tree	AUTOMATED DETECTION; ENTORHINAL CORTEX; BRAIN; EEG; HIPPOCAMPUS; SEIZURES	Discrete High Frequency Oscillations (HFOs) in the range of 80-500 Hz have recently received attention as a promising reliable biomarkers for epileptic activity, both in scalp EEG as well as in intracranial recordings. HFOs are often characterized by variable durations (10-100 ms) and rates of occurrence (17.5 +/- 9.5 / min). The total duration of HFOs is extremely small compared to the entire length of the EEG signals to be analyzed which, in the case of intracerebral recordings, are generally acquired over several days and sometimes up to weeks. As a result, visual marking of HFOs events associated with large amounts of EEG data is extremely tedious, inevitably subjective and requires a great deal of mental concentration. Therefore, automatic detection of HFOs can be very useful to propel the clinical use of HFOs as biomarkers of epileptogenic tissue and is crucial when conducting large-scale investigations of HFO activity. As a first step towards robust and reliable automatic detection, we propose in this paper a new method for HFOs detection based on Decision Tree analysis. The performance and added value of the proposed method are evaluated by comparing it with five other previously proposed methods. The HFO detection performances were tested in terms of sensitivity, False Discovery Rate (FDR) and Area Under the ROC Curve (AUC). Our results demonstrate that the decision-tree approach yields low false detection (FDR=8.62 %) but that, in its current implementation, it is not highly sensitive to HFO events (sensitivity=66.96 %). Nevertheless some advantages of the method are discussed and paths for further improvements are outlined.	[Chaibi, Sahbi; Lajnef, Tarek; Samet, Mounir; Kachouri, Abdennaceur] ENIS BPW, Natl Engn Sch Sfax, LETI Lab, Sfax 3038, Tunisia; [Jerbi, Karim] Univ Montreal, Dept Psychol, Montreal, PQ H3C 3J7, Canada; [Kachouri, Abdennaceur] ISSIG Higher Inst Ind Syst, Gabes 6011, Tunisia	Chaibi, S (reprint author), ENIS BPW, Natl Engn Sch Sfax, LETI Lab, Sfax 3038, Tunisia.	sahbi.chaibi@yahoo.fr; tarek.lajnef@gmail.com; mounir.samet@enis.rnu.tn; karim.jerbi@inserm.fr; abdennaceur.kachouri@enis.rnu.tn						25	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-7069-8				2014												6	Engineering, Electrical & Electronic	Engineering	BF2NE	WOS:000380482300067		No			2017-07-26	
S	Desrosiers, C			IEEE	Desrosiers, Christian			AN UNSUPERVISED RANDOM WALK APPROACH FOR THE SEGMENTATION OF BRAIN MRI	2014 IEEE 11th International Symposium on Biomedical Imaging (ISBI)	IEEE International Symposium on Biomedical Imaging		English	Proceedings Paper	11th IEEE International Symposium on Biomedical Imaging (ISBI)	APR 29-MAY 02, 2014	Beijing, PEOPLES R CHINA	IEEE, IEEE Engn Med & Biol Soc, IEEE Signal Proc Soc, EGI, GE, Kitware		Unsupervised segmentation; random walks; brain MRI	IMAGES; MODEL	The segmentation of magnetic resonance data is a challenging task, essential to several clinical and research applications. Since they do not require assistance from a human expert, unsupervised segmentation approaches are especially useful for this task. In this paper, we present two novel unsupervised segmentation methods based on random walks. The proposed methods find the probability mode in a local region around pixels, defined by a stochastic diffusion process. As the well-known Hidden Markov Random Field (HMRF) algorithm, these methods can also adapt dynamically to the distribution of pixel intensities by recomputing iteratively the parameters of these distributions. Experiments carried out on real 3D brain MRI from the Internet Brain Segmentation Repository (IBSR) show these methods to be computationally efficient and outperform approaches based on HMRF and Gaussian Mixture Models (GMM), in terms of mean segmentation agreement.	[Desrosiers, Christian] Ecole Technol Super, Dept Software & IT Engn, 1100 Notre Dame St W, Montreal, PQ, Canada	Desrosiers, C (reprint author), Ecole Technol Super, Dept Software & IT Engn, 1100 Notre Dame St W, Montreal, PQ, Canada.							6	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1945-7928		978-1-4673-1961-4	I S BIOMED IMAGING			2014							337	340				4	Engineering, Biomedical; Radiology, Nuclear Medicine & Medical Imaging	Engineering; Radiology, Nuclear Medicine & Medical Imaging	BG8WQ	WOS:000392750900084		No			2017-07-26	
S	Martinez, K; Joshi, AA; Madsen, SK; Joshi, S; Karama, S; Roman, FJ; Villalon-Reina, J; Burgaleta, M; Thompson, PM; Colom, R			IEEE	Martinez, Kenia; Joshi, Anand A.; Madsen, Sarah K.; Joshi, Shantanu; Karama, Sherif; Roman, Francisco J.; Villalon-Reina, Julio; Burgaleta, Miguel; Thompson, Paul M.; Colom, Roberto			REPRODUCIBILITY OF BRAIN-COGNITION RELATIONSHIPS USING DIFFERENT CORTICAL SURFACE-BASED ANALYSIS PROTOCOLS	2014 IEEE 11th International Symposium on Biomedical Imaging (ISBI)	IEEE International Symposium on Biomedical Imaging		English	Proceedings Paper	11th IEEE International Symposium on Biomedical Imaging (ISBI)	APR 29-MAY 02, 2014	Beijing, PEOPLES R CHINA	IEEE, IEEE Engn Med & Biol Soc, IEEE Signal Proc Soc, EGI, GE, Kitware		Gray Matter Properties; Surface-Based Methods; Higher Order Cognition	CLASSIFICATION; INTELLIGENCE; EXTRACTION	Neuroimaging techniques are now widely used to understand relationships between brain features and cognitive performance. Nevertheless, studies do not always implicate the same anatomical neural networks in intellectual function. Here we used T1-weighted brain MRI scans obtained from a sample of 82 healthy young adults to study four potential sources of variability affecting the reproducibility of brain-cognition relationships: the neuroimaging protocol used, different measures of cortical gray matter, the nature of the cognitive measurement, and sample characteristics. We found that brain networks implicated in individual differences in cognition were not consistent when derived from different gray matter measures, or from different surface-based processing pipelines, even in equivalent samples of participants. Differences in the networks associated with cognition may reflect differences in the methods used to analyze them; in addition, different individuals may reach equivalent psychological goals through disparate brain networks.	[Martinez, Kenia; Roman, Francisco J.; Colom, Roberto] Univ Autonoma Madrid, Fac Psicol, E-28049 Madrid, Spain; [Joshi, Anand A.] Univ Southern Calif, Biomed Imaging Grp, Los Angeles, CA USA; [Madsen, Sarah K.; Villalon-Reina, Julio; Thompson, Paul M.] USC Keck Sch Med, Inst Neuroimaging & Informat, Imaging Genet Ctr, Los Angeles, CA USA; [Joshi, Shantanu; Thompson, Paul M.] Univ Calif Los Angeles, Sch Med, Dept Neurol, Los Angeles, CA 90024 USA; [Karama, Sherif] McGill Univ, Montreal, PQ, Canada; [Burgaleta, Miguel] Univ Pompeu Fabra, Barcelona, Spain	Martinez, K (reprint author), Univ Autonoma Madrid, Fac Psicol, E-28049 Madrid, Spain.							15	0	0	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1945-7928		978-1-4673-1961-4	I S BIOMED IMAGING			2014							1019	1022				4	Engineering, Biomedical; Radiology, Nuclear Medicine & Medical Imaging	Engineering; Radiology, Nuclear Medicine & Medical Imaging	BG8WQ	WOS:000392750900253		No			2017-07-26	
S	Elhabian, S; Gur, Y; Vachet, C; Piven, J; Styner, M; Leppert, I; Pike, GB; Gerig, G			IEEE	Elhabian, Shireen; Gur, Yaniv; Vachet, Clement; Piven, Joseph; Styner, Martin; Leppert, Ilana; Pike, G. Bruce; Gerig, Guido		IBIS	A PRELIMINARY STUDY ON THE EFFECT OF MOTION CORRECTION ON HARDI RECONSTRUCTION	2014 IEEE 11th International Symposium on Biomedical Imaging (ISBI)	IEEE International Symposium on Biomedical Imaging		English	Proceedings Paper	11th IEEE International Symposium on Biomedical Imaging (ISBI)	APR 29-MAY 02, 2014	Beijing, PEOPLES R CHINA	IEEE, IEEE Engn Med & Biol Soc, IEEE Signal Proc Soc, EGI, GE, Kitware		Diffusion MRI; HARDI; motion correction; interpolation	IMAGING DATA; DIFFUSION; BRAIN; REGISTRATION; ANISOTROPY; IMAGES; MRI	Post-acquisition motion correction is widely performed in diffusion-weighted imaging (DWI) to guarantee voxel-wise correspondence between DWIs. Whereas this is primarily motivated to save as many scans as possible if corrupted by motion, users do not fully understand the consequences of different types of interpolation schemes on the final analysis. Nonetheless, interpolation might increase the partial volume effect while not preserving the volume of the diffusion profile, whereas excluding poor DWIs may affect the ability to resolve crossing fibers especially with small separation angles. In this paper, we investigate the effect of interpolating diffusion measurements as well as the elimination of bad directions on the reconstructed fiber orientation diffusion functions and on the estimated fiber orientations. We demonstrate such an effect on synthetic and real HARDI datasets. Our experiments demonstrate that the effect of interpolation is more significant with small fibers separation angles where the exclusion of motion-corrupted directions decreases the ability to resolve such crossing fibers.	[Elhabian, Shireen; Gur, Yaniv; Vachet, Clement; Gerig, Guido] Sci Comp & Imaging Inst, Salt Lake City, UT USA; [Piven, Joseph; Styner, Martin] Univ N Carolina, Dept Psychiat, Chapel Hill, NC USA; [Styner, Martin] Univ N Carolina, Dept Comp Sci, Chapel Hill, NC 27515 USA; [Leppert, Ilana; Pike, G. Bruce] Montral Neurol Inst, Dept Neurol & Neurosurg, Montreal, PQ, Canada; [Pike, G. Bruce] Univ Calgary, Dept Radiol, Calgary, AB, Canada	Elhabian, S (reprint author), Sci Comp & Imaging Inst, Salt Lake City, UT USA.				NIH [ACE RO1 HD 055741]; NA-MIC Roadmap [U54 EB005149]; NIH	This work is supported by NIH grants ACE RO1 HD 055741 and NA-MIC Roadmap U54 EB005149. The NIH funded Autism Centers of Excellence Infant Brain Imaging Study (ACE-IBIS) Network: Clinical Sites: University of North Carolina: J. Piven (IBIS Network PI), H.C. Hazlett, C. Chappell; University of Washington: S. Dager, A. Estes, D. Shaw; Washington University: K. Botteron, R. McKinstry, J. Constantino, J. Pruett; Children's Hospital of Philadelphia: R. Schultz, S. Paterson; University of Alberta: L. Zwaigenbaum; Data Coordinating Center: Montreal Neurological Institute: A. C. Evans, D. L. Collins, G.B. Pike, V. Fonov, P. Kostopoulos; Samir Das; Image Processing Core: University of Utah: G. Gerig; University of North Carolina: M. Styner; Statistical Analysis Core: University of North Carolina: H. Gu.		24	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1945-7928		978-1-4673-1961-4	I S BIOMED IMAGING			2014							1055	1058				4	Engineering, Biomedical; Radiology, Nuclear Medicine & Medical Imaging	Engineering; Radiology, Nuclear Medicine & Medical Imaging	BG8WQ	WOS:000392750900262		No			2017-07-26	
S	Anastasiadou, M; Hadjipapas, A; Christodoulakis, M; Papathanasiou, ES; Papacostas, SS; Mitsis, GD			IEEE	Anastasiadou, Maria; Hadjipapas, Avgis; Christodoulakis, Manolis; Papathanasiou, Eleftherios S.; Papacostas, Savvas S.; Mitsis, Georgios D.			Detection and Removal of Muscle artifacts from Scalp EEG Recordings in Patients with Epilepsy	2014 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOENGINEERING (BIBE)	International Conference on Bioinformatics and Bioengineering		English	Proceedings Paper	14th IEEE International Conference on BioInformatics and BioEngineering (BIBE)	NOV 10-12, 2014	Boca Raton, FL	IEEE, IEEE Comp Soc, Biol and Artificial Intelligence Soc, Florida Atlantic Univ, ABI Fdn, Modernizing Med, LexisNexis		Epilepsy; EEG; Muscle Artifacts; Blind Source Separation; Canonical Correlation Analysis	INDEPENDENT COMPONENT ANALYSIS; OCULAR ARTIFACTS	The Electroencephalogram (EEG) is often contaminated by muscle artifacts. EEG is a widely used recording technique for the study of many brain related diseases such as epilepsy. The detection and removal of muscle artifacts from the EEG signal poses a real challenge and is crucial for the reliable interpretation of EEG-based quantitative measures. In this paper, an automatic method for detection and removal of muscle artifacts from scalp EEG recordings, based on canonical correlation analysis (CCA), is introduced. To this end we exploit the fact that the EEG signal may exhibit altered autocorrelation structure and spectral characteristics during periods when it is contaminated by muscle activity. Therefore, we design classifiers in order to automatically discriminate between contaminated and non-contaminated EEG epochs using features based on the aforementioned quantities and examine their performance on simulated data and in scalp EEG recordings obtained from patients with epilepsy.	[Anastasiadou, Maria; Christodoulakis, Manolis; Mitsis, Georgios D.] Univ Cyprus Nicosia, Dept Elect & Comp Engn, Nicosia, Cyprus; [Hadjipapas, Avgis] Univ Nicosia, Sch Med, St Georges Univ London Med Programme, Nicosia, Cyprus; [Papathanasiou, Eleftherios S.; Papacostas, Savvas S.] Cyprus Inst Neurol & Genet, Nicosia, Cyprus; [Mitsis, Georgios D.] McGill Univ, Dept Bioengn, Montreal, PQ, Canada	Anastasiadou, M (reprint author), Univ Cyprus Nicosia, Dept Elect & Comp Engn, Nicosia, Cyprus.	manast09@ucy.ac.cy; hadjipapas.a@unic.ac.cy; manolisc@ucy.ac.cy; neurophy@cing.ac.cy; savvas@cing.ac.cy; gmitsis@ucy.ac.cy		Mitsis, Georgios/0000-0001-9975-5128				19	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2471-7819		978-1-4799-7502-0	INT CONF BIOINFO BIO			2014							291	296		10.1109/BIBE.2014.52		6	Engineering, Biomedical	Engineering	BF2EI	WOS:000380460200044		No			2017-07-26	
J	Ali, MMM; Haraz, O; Elshafiey, I; Alshebeili, S; Sebak, AR			IEEE	Ali, Mohamed Mamdouh M.; Haraz, Osama; Elshafiey, Ibrahim; Alshebeili, Saleh; Sebak, Abdel-Razik			Efficient Single-Band and Dual-Band Antennas for Microwave Imaging and Hyperthermia Treatment of Brain Tumors	2014 IEEE INTERNATIONAL CONFERENCE ON CONTROL SYSTEM COMPUTING AND ENGINEERING			English	Proceedings Paper	4th IEEE International Conference on Control System Computing and Engineering (ICCSCE 2014)	NOV 28-30, 2014	Batu Ferringhi, MALAYSIA	IEEE, IEEE Malaysia Sect, IEEE CSS Chapter Malaysia, Univ Teknologi Mara		Dual-band antennas; folded-dipole antennas; hyperthermia; phased array; single-band antennas; ISM bands; specific absorption rate (SAR); MR compatibility	APPLICATOR; HEAD; NECK	In this paper, a new single-band and dual-band printed folded-dipole antennas for microwave imaging and phased array hyperthermia treatment of brain are proposed. Single-band antenna is properly designed by making parametric study to operate at 434 MHz under clinical conditions. Design for dual-band antenna at 433 MHz ISM band and 850 MHz is proposed to achieve acceptable energy penetration and localization. Results of SAR distributions within the human tissue illustrate the promising performance of this applicator design.	[Ali, Mohamed Mamdouh M.; Haraz, Osama] Assiut Univ, Dept Elect Engn, Assiut, Egypt; [Haraz, Osama; Alshebeili, Saleh] King Saud Univ, KACST TIC RFTONICS, Riyadh, Saudi Arabia; [Elshafiey, Ibrahim; Alshebeili, Saleh] King Saud Univ, Dept Elect Engn, Riyadh, Saudi Arabia; [Sebak, Abdel-Razik] Concordia Univ, ECE Dept, Montreal, PQ, Canada	Ali, MMM (reprint author), Assiut Univ, Dept Elect Engn, Assiut, Egypt.	mohamedmmdouh981@yahoo.com; osama.haraz@eng.au.edu.eg; ishafiey@ksu.edu.sa; dsaleh@ksu.edu.sa; abdo@ece.concordia.ca						13	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-5686-9				2014							597	600				4	Computer Science, Hardware & Architecture; Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering; Computer Science, Theory & Methods	Computer Science	BF1PU	WOS:000380426400110		No			2017-07-26	
J	Layouni, M; Tahar, S; Hamdi, MS			IEEE	Layouni, Mohamed; Tahar, Sofiene; Hamdi, Mohamed Salah			A Survey on the Application of Neural Networks In the Safety Assessment of Oil and Gas Pipelines	2014 IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE FOR ENGINEERING SOLUTIONS (CIES)			English	Proceedings Paper	IEEE Symposium Series on Computational Intelligence	DEC 09-12, 2014	Orlando, FL	IEEE, IEEE Computat Intelligence Soc			MAGNETIC-FLUX LEAKAGE	Pipeline systems are an essential component of the oil and gas supply chain today. Although considered among the safest transportation methods, pipelines are still prone to failure due to corrosion and other types of defects. Such failures can lead to serious accidents resulting in big losses to life and the environment. It is therefore crucial for pipeline operators to reliably detect pipeline defects in an accurate and timely manner. Because of the size and complexity of pipeline systems, however, relying on human operators to perform the inspection is not possible. Automating the inspection process has been an important goal for the pipeline industry for a number of years. Significant progress has been made in that regard, and available techniques combine analytical modeling, numerical computations, and machine learning. This paper presents a survey of state-of-the-art methods used to assess the safety of the oil and gas pipelines. The paper explains the principles behind each method, highlights the setting where each method is most effective, and shows how several methods can be combined to achieve a higher level of accuracy.	[Layouni, Mohamed; Tahar, Sofiene] Concordia Univ, ECE Dept, Montreal, PQ, Canada; [Hamdi, Mohamed Salah] Ahmed Bin Mohammed Mil Coll, Dept Informat Syst, Doha, Qatar	Layouni, M (reprint author), Concordia Univ, ECE Dept, Montreal, PQ, Canada.							25	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-4509-2				2014							95	102				8	Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic	Computer Science; Engineering	BF1WW	WOS:000380441500015		No			2017-07-26	
J	Poustinchi, M; Stacey, RG; Musallam, S	Garcia, L			Poustinchi, Mohammad; Stacey, R. Greg; Musallam, Sam	Garcia, L		Low Power Recording and Digitizing Circuits for Neural Prosthetics	2014 INTERNATIONAL CARIBBEAN CONFERENCE ON DEVICES, CIRCUITS AND SYSTEMS (ICCDCS)			English	Proceedings Paper	Int Caribbean Conference Devices Circuits Systems ICCDCS	APR 02-04, 2014	Mexico, MEXICO			Low power circuit; neural prosthetics; neural amplifier; current conveyor; Sigma Delta analog to digital convertor		Significant progress has been made in the field of neural prosthetics lately. In order to improve and invent novel wearable and implantable devices, low power consumption is one of the most important concerns. This article discusses low power circuits which are designed, fabricated and tested in our lab which are essential building blocks for neural prosthetics. The circuits include a nano-power current conveyor which senses picoscale to microscale current which corresponds to micro molar neurotransmitter concentration; a nano-power neural amplifier for action potential (AP) detection and amplification and a micro-power Sigma Delta analog to digital convertor (ADC) to convert the analog signal (AP or neurotransmitter concentration) to digital codes. These circuits are fabricated in CMOS 0.18 mu technology and tested using recorded signals from posterior parietal cortex of a macaque monkey in our lab.	[Poustinchi, Mohammad; Musallam, Sam] McGill Univ, Neural Prosthet Lab, Elect & Comp Engn Dept, Montreal, PQ, Canada; [Stacey, R. Greg; Musallam, Sam] McGill Univ, Dept Physiol, Montreal, PQ, Canada	Poustinchi, M (reprint author), McGill Univ, Neural Prosthet Lab, Elect & Comp Engn Dept, Montreal, PQ, Canada.							28	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-4683-9				2014												5	Engineering, Electrical & Electronic	Engineering	BF1UO	WOS:000380438300023		No			2017-07-26	
J	Wu, ZX; Zhou, L			IEEE	Wu, Zhao Xin; Zhou, Li			Creating an Intelligent Evaluation System for Cultural Intelligence	2014 SCIENCE AND INFORMATION CONFERENCE (SAI)			English	Proceedings Paper	Science and Information Conference (SAI)	AUG 27-29, 2014	Sci & Informat Org, London, ENGLAND	Microsoft, RK Trans2Cloud, Springer, IEEE Comp Soc, UKRI Sect, IEEE Computat Intelligence Soc, UKRI Sect, IEEE	Sci & Informat Org	Cultural Intelligence; Evaluation System; Fuzzy logic; Artificial Neural Networks; Hybrid Neuro-Fuzzy; Expert System		In today's global intercultural activities, individuals and organizations must be culturally intelligent. Research on Cultural Intelligence provides a new perspective and a promising means of reducing intercultural conflicts and obstacles. Up until now, research in this domain has used traditional methods in aiding cultural experts, and has relied mainly on questionnaires to test manually the Cultural Intelligence of individuals. This paper provides an opportunity which attempted to improve one's Cultural Intelligence without cultural experts. To reach this goal, a Cultural Intelligence computational model has been created and implemented in an intelligent system, based on an innovative breed of Artificial Intelligence technologies. The purpose of this intelligent system is to support individuals and organizations in solving the intercultural adaptation problems that they face in various authentic situations. The system is considered as highly intelligent due to its wealth of knowledge, openness, scalability, flexibility, adaptability, and capability to self-learn. As a result of these qualities, the system allows better interaction and more effective aid in the evaluation process so as to improve users' cultural skills in different cultural settings in a shorter time.	[Wu, Zhao Xin] Univ Quebec, Dept Comp Sci, Montreal, PQ H3C 3P8, Canada; [Zhou, Li] Changan Univ, Sch Elect & Control Engn, Xian, Peoples R China	Wu, ZX (reprint author), Univ Quebec, Dept Comp Sci, Montreal, PQ H3C 3P8, Canada.	zhao_xin_wu@hotmail.com; 47599053@qq.com						15	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-0-9893193-1-7				2014							196	206				11	Computer Science, Interdisciplinary Applications; Engineering, Multidisciplinary	Computer Science; Engineering	BE0UQ	WOS:000367072600023		No			2017-07-26	
