PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Morris, R; Paxinos, G; Petrides, M				Morris, R; Paxinos, G; Petrides, M			Architectonic analysis of the human retrosplenial cortex	JOURNAL OF COMPARATIVE NEUROLOGY			English	Article						cytoarchitecture; isthmus of the cingulate gyrus; area 29; area 30; monkey brain; human brain	HUMAN CINGULATE CORTEX; DORSOLATERAL FRONTAL-CORTEX; CALCIUM-BINDING PROTEINS; HIPPOCAMPAL-FORMATION; RHESUS-MONKEY; SURFACE-FEATURES; MACAQUE MONKEY; NEUROFILAMENT; LESIONS; TASKS	architecture of the macaque retrosplenial cortex, including its posteroventral extension around and below the splenium of the corpus callosum, was recently characterized (Morris et al. [1999a] Eur. J. Neurosci. 11:2506-2518.). This analysis was made possible by sectioning the posterior cingulate gyrus radially, i.e., in planes that were orthogonal to its line of curvature and that, therefore, preserved the laminar organization of this region. The aim of the present study was to examine the architecture and the limits of the human retrosplenial cortex. Cross sections through the entire posterior cingulate gyrus were obtained by applying the sectioning technique developed in the monkey, so that an explicit comparison could be made between the architecture of the human and the monkey retrosplenial cortex. The present analysis revealed that, as is the case in the macaque brain, the human retrosplenial cortex is composed of granular areas 29a-c and d, and dysgranular/agranular area 30. The human retrosplenial cortex, like that of the macaque monkey, runs, as an arch, around the splenium of the corpus callosum. In the macaque brain, the retrosplenial cortex remains buried within the callosal sulcus throughout its entire course around the splenium. In the human brain, however, the posteroventral segment of the retrosplenial cortex extends on the medial wall of the cerebral hemisphere to encompass most of the cortical region commonly referred to as the "isthmus of the cingulate gyrus." J. Comp. Neurol. 421:14-28, 2000. (C) 2000 Wiley-Liss, Inc.	Univ New S Wales, Sch Psychol, Sydney, NSW 2052, Australia; McGill Univ, Montreal Neurol Inst, Dept Neurol & Neurosurg, Montreal, PQ H3A 2B4, Canada	Morris, R (reprint author), Garvan Inst Med Res, 384 Victoria St, Sydney, NSW 2010, Australia.		Paxinos, George/E-1840-2012	Morris, Renee/0000-0001-7431-6401				33	29	29	1	3	WILEY-LISS	NEW YORK	DIV JOHN WILEY & SONS INC, 605 THIRD AVE, NEW YORK, NY 10158-0012 USA	0021-9967			J COMP NEUROL	J. Comp. Neurol.	MAY 22	2000	421	1					14	28		10.1002/(SICI)1096-9861(20000522)421:1<14::AID-CNE2>3.0.CO;2-S		15	Neurosciences; Zoology	Neurosciences & Neurology; Zoology	309JZ	WOS:000086765900002	10813770	No			2017-07-26	
J	Jensen, MB; Hegelund, IV; Lomholt, ND; Finsen, B; Owens, T				Jensen, MB; Hegelund, IV; Lomholt, ND; Finsen, B; Owens, T			IFN gamma enhances microglial reactions to hippocampal axonal degeneration	JOURNAL OF NEUROSCIENCE			English	Article						fascia dentata; axonal lesioning; microglia; tumor necrosis factor-alpha; transgenic mice; oligodendrocytes	TUMOR-NECROSIS-FACTOR; CENTRAL-NERVOUS-SYSTEM; EXPERIMENTAL ALLERGIC ENCEPHALOMYELITIS; LESION-INDUCED SYNAPTOGENESIS; ISCHEMIC BRAIN INJURY; MYELIN BASIC-PROTEIN; INTERFERON-GAMMA; MESSENGER-RNA; ADULT-RAT; FACTOR RECEPTOR	Glial reactivity is implicated in CNS repair and regenerative responses. Microglia, the cells responding earliest to axonal injury, produce tumor necrosis factor-alpha (TNF alpha), a cytokine with both cytopathic and neuroprotective effects. We have studied activation of hippocampal microglia to produce TNF alpha in response to transection of perforant path axons in SJL/J mice. TNF alpha mRNA was produced in a transient manner, peaking at 2 d and falling again by 5 d after lesioning. This was unlike other markers of glial reactivity, such as Mac-1 upregulation, which were sustained over longer time periods. Message for the immune cytokine interferon-gamma (IFN gamma) was undetectable, and glial reactivity to axonal lesions occurred as normal in IFN gamma-deficient mice. Microglial responses to lesion-induced neuronal injury were markedly enhanced in myelin basic protein promoter-driven transgenic mice, in which IFN gamma was endogenously produced in hippocampus. The kinetics of TNF alpha down-regulation 5 d after lesion was not affected by transgenic IFN gamma, indicating that IFN gamma acts as an amplifier and not an inducer of response. These results are discussed in the context of a regenerative role for TNF alpha in the CNS, which is innately regulated and potentiated by IFN gamma.	Odense Univ, Univ So Denmark, Dept Anat & Neurobiol, DK-5000 Odense C, Denmark; McGill Univ, Montreal Neurol Inst, Montreal, PQ H3A 2B4, Canada	Finsen, B (reprint author), Odense Univ, Univ So Denmark, Dept Anat & Neurobiol, Winslowpk 21, DK-5000 Odense C, Denmark.			Owens, Trevor/0000-0001-9315-6036				71	62	62	0	0	SOC NEUROSCIENCE	WASHINGTON	11 DUPONT CIRCLE, NW, STE 500, WASHINGTON, DC 20036 USA	0270-6474			J NEUROSCI	J. Neurosci.	MAY 15	2000	20	10					3612	3621				10	Neurosciences	Neurosciences & Neurology	312JK	WOS:000086940000017	10804203	No			2017-07-26	
J	Ma, WY; Bisby, MA				Ma, WY; Bisby, MA			Partial sciatic nerve ligation induced more dramatic increase of neuropeptide Y immunoreactive axonal fibers in the gracile nucleus of middle-aged rats than in young adult rats	JOURNAL OF NEUROSCIENCE RESEARCH			English	Article						immunocytochemistry; fluorescent dye tracing; dorsal root ganglion; dorsal horn; spinal cord; sensory nerve	PRIMARY SENSORY NEURONS; ROOT GANGLION NEURONS; PERIPHERAL AXOTOMY; MESSENGER-RNA; PEPTIDE IMMUNOREACTIVITY; EXPRESSION; INJURY; PAIN	Neuropeptide changes in primary sensory neurons caused by partial nerve injury are likely involved in the development of neuropathic pain. In this study, using immunocytochemistry, we examined neuropeptide Y (NPY) expression in lumbar dorsal root ganglion (DRG) cells of young adult (2-3 months old) and middle-aged (8-10 months old) rats 4 weeks after partial sciatic nerve ligation (PSNL). Significantly higher NPY immunoreactivity was induced in the injured side DRG neurons, the dorsal horn and the gracile nuclei in middle-aged rats than in young rats. Using combined fluorescent dye tracing and NPY immunostaining, we found in middle-aged rats that 46% injured DRG neurons projected to the gracile nucleus and 45% of injured neurons were also NPY-IR, whereas 42% spared DRG neurons projected to the gracile nucleus and 18% of spared neurons were also NPY-IR. Thus PSNL induces NPY up-regulation in spared as well as injured DRG neurons, both contribute to the increased NPY immunoreactivity in the gracile nucleus in the middle-aged rats. The more dramatic increase of NPY in DRG neurons of middle-aged rats after PSNL shows that the responses to partial nerve injury are the higher incidence of neuropathic pain in human middle age. (C) 2000 Wiley-Liss, Inc.	Queens Univ, Fac Med, Dept Physiol, Kingston, ON, Canada	Ma, WY (reprint author), McGill Univ, Douglas Hosp, Res Ctr, Montreal, PQ, Canada.			Bisby, Mark/0000-0002-1141-153X				23	16	19	0	0	WILEY-LISS	NEW YORK	DIV JOHN WILEY & SONS INC, 605 THIRD AVE, NEW YORK, NY 10158-0012 USA	0360-4012			J NEUROSCI RES	J. Neurosci. Res.	MAY 15	2000	60	4					520	530		10.1002/(SICI)1097-4547(20000515)60:4<520::AID-JNR11>3.0.CO;2-D		11	Neurosciences	Neurosciences & Neurology	310ME	WOS:000086831300011	10797555	No			2017-07-26	
J	Leblond, H; Menard, A; Gossard, JP				Leblond, H; Menard, A; Gossard, JP			Bulbospinal control of spinal cord pathways generating locomotor extensor activities in the cat	JOURNAL OF PHYSIOLOGY-LONDON			English	Article							MEDIAL LONGITUDINAL FASCICULUS; MEDULLARY RETICULAR-FORMATION; FICTIVE LOCOMOTION; BRAIN-STEM; LUMBOSACRAL MOTONEURONS; PRIMARY AFFERENTS; MUSCLES; EXCITATION; STIMULATION; MODULATION	1. Intracellular recording of lumbosacral motoneurones in the decerebrate and partially spinalized cat injected with nialamide and L-dihydroxyphenlalanine (L-DOPA) was used to investigate the interneuronal convergence of two bulbospinal pathways and of the segmental pathways involved with the generation of extensor activities during locomotion. 2. Deiter's nucleus (DN) or the medial longitudinal fasciculus (MLF) was stimulated in alternation with, anti in combination with, stimulation of group I afferents from extensor muscles or of contralateral flexor reflex afferents (coFRA). The evoked polysynaptic EPSPs were recorded in extensor motoneurones when long-latency, long-lasting discharges were evoked by the stimulation of coFRA and when the group I autogenetic inhibition in extensors tt as reversed to polysynaptic excitation. Spatial facilitation was inferred when the amplitude of the EPSPs evoked the combined stimuli was notably larger than the algebraic sum of the EPSPs evoked by individual stimulation. 3. Both DN (16 motoneurones) and MLF inputs (8 motoneurones) showed spatial facilitation when preceded by coFRA stimuli and both could reset the rhythm of fictive stepping by triggering a precocious extensor phase. MLF showed spatial facilitation with extensor group I inputs in 69 % of trials but DN failed to show spatial facilitation in any cells. 4. These results indicate that DN and MLF project to the coFRA pathways of the extensor half-centre for locomotion and MLF, but not DN, converge on segmental interneurones of the extensor group I pathways. The implications of such convergence patterns on the functional organization of the extensor half-centre are discussed.	Univ Montreal, Fac Med, Dept Physiol, Ctr Rech Sci Neurol, Montreal, PQ H3C 3J7, Canada	Gossard, JP (reprint author), Univ Montreal, Fac Med, Dept Physiol, Ctr Rech Sci Neurol, CP 3128,Succursale Centreville, Montreal, PQ H3C 3J7, Canada.							48	20	20	0	1	CAMBRIDGE UNIV PRESS	NEW YORK	40 WEST 20TH STREET, NEW YORK, NY 10011-4211 USA	0022-3751			J PHYSIOL-LONDON	J. Physiol.-London	MAY 15	2000	525	1					225	240		10.1111/j.1469-7793.2000.t01-1-00225.x		16	Neurosciences; Physiology	Neurosciences & Neurology; Physiology	320FQ	WOS:000087391500021	10811739	No			2017-07-26	
J	McLeod, AL; Krause, JE; Ribeiro-Da-Silva, A				McLeod, AL; Krause, JE; Ribeiro-Da-Silva, A			Immunocytochemical localization of neurokinin B in the rat spinal dorsal horn and its association with substance P and GABA: An electron microscopic study	JOURNAL OF COMPARATIVE NEUROLOGY			English	Article						tachykinin; spinal cord; nociception; ultrastructure	CENTRAL-NERVOUS-SYSTEM; PRIMARY AFFERENT TERMINALS; LAMINAE-I-III; PRIMARY SENSORY NEURONS; MESSENGER-RNAS; INSITU HYBRIDIZATION; MONOCLONAL-ANTIBODY; CORD; PRECURSOR; GLOMERULI	Substance P and neurokinin B are tachykinins that derive from different precursors. Both tachykinins are known to be involved in the processing of pain-related information. Initial studies suggested an antinociceptive effect for neurokinin B, but more recent data indicate that neurokinin B facilitates nociception. Unfortunately, morphologic correlates are lacking, as little is known about the distribution of neurokinin B, especially at the ultrastructural level. Because of its potentially important role in the processing of pain-related information, we decided to investigate the synaptic interactions of neurokinin B-immunoreactive profiles in laminae I-III of the rat cervical spinal dorsal horn and their relation to substance P-immunoreactive structures. An antibody raised against a portion of the neurokinin B precursor peptide was used for the detection of neurokinin B. Neurokinin B-Like immunoreactivity occurred in all superficial laminae, with the highest density in inner lamina II: and the lowest in lamina III. Neurokinin B-like immunoreactive axonal boutons were mainly dome-shaped and established symmetric synaptic contacts with dendrites or cell bodies. Neurokinin B-like immunoreactivity was also detected in dendritic profiles in all superficial laminae. Some of these dendritic profiles were part of synaptic glomeruli in inner lamina IE and lamina III. Double-labeling for neurokinin B and substance P showed a lack of appositions and synapses between neurokinin B and substance P-positive profiles. Furthermore, very few profiles double-labeled for the two peptides were observed. Double-labeling for gamma-aminobutyric acid (GABA) and neurokinin B showed a complete absence of neurokinin B/GABA co-localization. Furthermore, neuroldnin B-positive profiles were never presynaptic to GABA-immunoreactive profiles, but frequently neurokinin B-positive dendrites were postsynaptic to GABA-immunoreactive boutons. These results suggest that neurokinin B participates in circuits separate from those involving substance P, as virtually no anatomic correlation was found between the two neuropeptides. J. Comp. Neurol. 420:349-362, 2000. (C) 2000 Wiley-Liss, Inc.	McGill Univ, Dept Pharmacol & Therapeut, Montreal, PQ H3G 1Y6, Canada; McGill Univ, Dept Anat & Cell Biol, Montreal, PQ H3G 1Y6, Canada; Neurogen Corp, Branford, CT USA	Ribeiro-Da-Silva, A (reprint author), McGill Univ, Dept Pharmacol & Therapeut, 3655 Drummond Room 1325, Montreal, PQ H3G 1Y6, Canada.		Ribeiro-da-Silva, Alfredo/K-4783-2012	Ribeiro-da-Silva, Alfredo/0000-0002-4125-0255				58	19	20	0	0	WILEY-LISS	NEW YORK	DIV JOHN WILEY & SONS INC, 605 THIRD AVE, NEW YORK, NY 10158-0012 USA	0021-9967			J COMP NEUROL	J. Comp. Neurol.	MAY 8	2000	420	3					349	362				14	Neurosciences; Zoology	Neurosciences & Neurology; Zoology	299PP	WOS:000086207300006	10754507	No			2017-07-26	
J	Hanessian, S; Rogel, O				Hanessian, S; Rogel, O			Synthesis of glycophostones: Cyclic phosphonate analogues of biologically relevant sugars	JOURNAL OF ORGANIC CHEMISTRY			English	Article							INFLUENZA NEURAMINIDASE INHIBITORS; POTENTIAL SIALIDASE INHIBITORS; ANOMERIC POSITION; VIRUS SIALIDASES; ACID ANALOGS; DRUG DESIGN; PEPTIDOMIMETICS; 4-AMINO-4H-PYRAN-6-CARBOXAMIDES; 1,2-OXAPHOSPHOLANES; STEREOCHEMISTRY	Analogues of L-fucose, N-acetyl-D-glucosamine, N-acetyl-D-mannosamine, and N-acetyl neuraminic acid in which the anomeric carbon atom was replaced by a phosphonyl group (phostones or cyclic phosphonates) were synthesized by stereocontrolled methods relying on the Abramov reaction.	Univ Montreal, Dept Chem, Montreal, PQ H3C 3J7, Canada	Hanessian, S (reprint author), Univ Montreal, Dept Chem, CP 6128,Succursale Ctr Ville, Montreal, PQ H3C 3J7, Canada.							64	37	38	0	6	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	0022-3263			J ORG CHEM	J. Org. Chem.	MAY 5	2000	65	9					2667	2674		10.1021/jo991696l		8	Chemistry, Organic	Chemistry	312NQ	WOS:000086949700009		No			2017-07-26	
J	Averback, P; Fitzpatrick, J; Iversen, L; Kaufman, D; Morse, D				Averback, P; Fitzpatrick, J; Iversen, L; Kaufman, D; Morse, D			Spherons and Alzheimer's disease: biochemical, immunological and cell biological studies	ALZHEIMERS REPORTS			English	Article						Alzheimer's disease; amyloid; senile plaque; spheron	INSOLUBLE MEMBRANE COMPARTMENT; AMYLOID-BETA-PROTEIN; ASPARTIC-ACID; HUMAN-BRAIN; PEPTIDES; AGE; PURIFICATION; ACCUMULATION	Senile amyloid plaques (SP), one of the key pathogenetic phenomena and therapeutic targets in Alzheimer's Disease (AD), contain masses of amyloid beta protein (A beta) of unknown origin. Spherons are regular large A beta-domain containing intraneuronal protein masses, in the normal gray matter. We investigated biochemical, cell biological, and immunological aspects of the link between spherons and SP. Spherons were extracted from samples of human brain obtained at autopsy and studied for amyloid content by immunolabelling and by Western blots from electrophoretic gels. The transformation of intact spherons to fibrillized beta-pleated sheet deposits was studied by transmission electron microscopy and Fourier transform infrared spectroscopy. The degree of spheron protein racemization was measured by reverse phase high performance liquid chromatography. Spherons were found to be immunopositive for A beta and APP, and to demonstrate fibrillogenesis similar to SP. Enantiomeric analysis showed spheron chiral content closely similar to SP, with spheron protein on average 20-40 years old, consistent with gradual protein accumulation over the lifetime of the individual. These findings suggest that the highly racemized fibrillogenic spheron is an intracellularly sequestered long-lived insoluble stable source of intact A beta domain, and support the possible link between spherons and SP.	Nymox Pharmaceut Corp, St Laurent, PQ H4M 2V2, Canada; Serex Inc, Maywood, IL USA; Kings Coll London, Wolfson Ctr Age Related Dis, London WC2R 2LS, England; No Arizona Univ, Flagstaff, AZ 86011 USA; Univ Montreal, Montreal, PQ, Canada	Averback, P (reprint author), Nymox Pharmaceut Corp, 9900 Boul Cavendish,Suite 306, St Laurent, PQ H4M 2V2, Canada.	info@nymox.com	Kaufman, Darrell/A-2471-2008	Kaufman, Darrell/0000-0002-7572-1414				26	1	1	0	1	MEDICAL SCIENCE JOURNALS	CAMBRIDGE	UNIV CAMBRIDGE, DEPT MEDICINE, PO BOX 157, LEVEL 5, ADDENBROOKES HOSPITAL, HILLS R, CAMBRIDGE CB2 2QQ, ENGLAND	1461-6130			ALZHEIMERS REP	Alzheimers Rep.	MAY-JUN	2000	3	3					177	184				8	Clinical Neurology	Neurosciences & Neurology	333EB	WOS:000088115100008		No			2017-07-26	
J	Korner-Bitensky, N; Mazer, BL; Sofer, S; Gelinas, I; Meyer, MB; Morrison, C; Tritch, L; Roelke, MA; White, M				Korner-Bitensky, N; Mazer, BL; Sofer, S; Gelinas, I; Meyer, MB; Morrison, C; Tritch, L; Roelke, MA; White, M			Visual testing for readiness to drive after stroke - A multicenter study	AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION			English	Article						visual-perception testing; stroke; driving readiness	BRAIN-DAMAGE; SKILLS	Objective: The purpose of this study was to determine the ability of a visual-perception assessment tool, the Motor-Free Visual Perception Test, to predict on-road driving outcome in subjects with stroke. Design: This was a retrospective study of 269 individuals with stroke who completed visual-perception testing and an on-road driving evaluation. Driving evaluators from six evaluation sites in Canada and the United States participated. Visual-perception was assessed using the Motor-Free Visual Perception Test. Scores range from 0 to 36, with a higher score indicating better visual perception. A structured on-road driving evaluation was performed to determine fitness to drive. Based on driving behaviors, a pass or fail outcome was determined by the examiner. Results: The results indicated that, using a score on the Motor-Free Visual Perception Test of less than or equal to 30 to indicate poor visual-perception and >30 to indicate good visual perception, the positive predictive value of the Motor-Free Visual Perception Test in identifying those who would fail the on-road test was 60.9% (n = 67/110). The corresponding negative predictive value was 64.2% (n = 102/159). Univariate logistic regression analyses revealed that older age, low Motor-Free Visual Perception Test scores and a right hemisphere lesion contributed significantly to identifying those who failed the on-road test. Conclusions: The predictive validity of the Motor-Free Visual Perception Test is not sufficiently high to warrant its use as the sole screening tool in identifying those who are unfit to undergo an on-road evaluation.	Jewish Rehabil Hosp, Res Ctr, Laval, PQ H7V 1R2, Canada; McGill Univ, Sch Phys & Occupat Therapy, Montreal, PQ, Canada; St Francis Hosp, Poughkeepsie, NY USA; Ctr Readaptat Stan Cassidy, Fredericton, NB, Canada; Parkview Mem Hosp, Parkview Neurorehab Serv, Ft Wayne Neurol Ctr, Ft Wayne, IN USA; Meriter Hosp Inc, Madison, WI USA; Private Driving Serv, Hull, PQ, Canada	Korner-Bitensky, N (reprint author), Jewish Rehabil Hosp, Res Ctr, 3205 Pl Alton Goldbloom, Laval, PQ H7V 1R2, Canada.							12	42	42	0	3	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0894-9115			AM J PHYS MED REHAB	Am. J. Phys. Med. Rehabil.	MAY-JUN	2000	79	3					253	259		10.1097/00002060-200005000-00007		7	Rehabilitation; Sport Sciences	Rehabilitation; Sport Sciences	313FK	WOS:000086989500007	10821311	No			2017-07-26	
J	Sarkissian, CN; Scriver, CR; Mamer, OA				Sarkissian, CN; Scriver, CR; Mamer, OA			Measurement of phenyllactate, phenylacetate, and phenylpyruvate by negative ion chemical ionization-gas chromatography/mass spectrometry in brain of mouse genetic models of phenylketonuria and non-phenylketonuria hyperphenylalaninemia	ANALYTICAL BIOCHEMISTRY			English	Article						PKU; non-PKU hyperphenylalaninemia; phenyllactate; phenylacetate; phenylpyruvate; phenylalanine metabolites; GC/MS; deuterium; selected ion monitoring; stable isotopes; mouse models	PHENYLALANINE-HYDROXYLASE	Phenylketonuria (PKU) (OMIM 261600) is the first Mendelian disease to have an identified chemical cause of impaired cognitive development. The disease is accompanied by hyperphenylalaninemia (HPA) and elevated levels of phenylalanine metabolites (phenylacetate (PAA), phenyllactate (PLA), and phenylpyruvate (PPA)) in body fluids, Here we describe a method to determine the concentrations of PAA, PPA, and PLA in the brain of normal and mutant orthologous mice, the latter being models of human PKU and non-PKU HPA. Stable isotope dilution techniques are employed with the use of [H-2(5)]-phenylacetic acid and [2,3,3-H-2(3)]-3-phenyllactic acid as internal standards. Negative ion chemical ionization (NICI)-GC/MS analyses are performed on the pentafluorobenzyl ester derivatives formed in situ in brain homogenates. Unstable PPA in the homogenate is reduced by (NaBH4)-H-2 to stable PLA, which is labeled with a single deuterium and discriminated from endogenous PLA in the mass spectrometer on that basis. The method demonstrates that these metabolites are easily measured in normal mouse brain and are elevated moderately in HPA mice and greatly in PKU mice. However, their concentrations are not sufficient in PKU to be "toxic"; phenylalanine itself remains the chemical candidate causing impaired cognitive development. (C) 2000 Academic Press.	McGill Univ, Dept Biol, Montreal, PQ H3H 1P3, Canada; McGill Univ, Dept Human Genet, Montreal, PQ H3H 1P3, Canada; McGill Univ, Dept Pediat, Montreal, PQ H3H 1P3, Canada; McGill Univ, Montreal Childrens Hosp, Res Inst, Debelle Lab, Montreal, PQ H3H 1P3, Canada	Mamer, OA (reprint author), McGill Univ, Mass Spect Unit, 1130 Pine Ave W, Montreal, PQ H3A 1A3, Canada.							15	24	24	0	4	ACADEMIC PRESS INC	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	0003-2697			ANAL BIOCHEM	Anal. Biochem.	MAY 1	2000	280	2					242	249		10.1006/abio.2000.4542		8	Biochemical Research Methods; Biochemistry & Molecular Biology; Chemistry, Analytical	Biochemistry & Molecular Biology; Chemistry	311CC	WOS:000086866300007	10790306	No			2017-07-26	
J	Donati, F				Donati, F			Neuromuscular blocking drugs for the new millennium: Current practice, future trends - Comparative pharmacology of neuromuscular blocking drugs	ANESTHESIA AND ANALGESIA			English	Article							ADDUCTOR POLLICIS MUSCLE; DOSE-RESPONSE CURVE; ROCURONIUM BROMIDE; RAPACURONIUM ORG-9487; D-TUBOCURARINE; TIME-COURSE; PHARMACOKINETICS; ONSET; VECURONIUM; MIVACURIUM		Univ Montreal, Dept Anesthesia, Montreal, PQ, Canada	Donati, F (reprint author), Ctr Hosp Univ Montreal, Dept Anesthesia, Hotel Dieu, 3840 Rue St Urbain, Montreal, PQ H2W 1T8, Canada.							24	8	9	0	0	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0003-2999			ANESTH ANALG	Anesth. Analg.	MAY	2000	90	5		S			S2	S6		10.1097/00000539-200005001-00002		5	Anesthesiology	Anesthesiology	309ZY	WOS:000086801100002	10809511	No			2017-07-26	
