PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Tyvaert, L; LeVan, P; Dubeau, F; Gotman, J				Tyvaert, Louise; LeVan, Pierre; Dubeau, Francois; Gotman, Jean			Noninvasive Dynamic Imaging of Seizures in Epileptic Patients	HUMAN BRAIN MAPPING			English	Article						seizure; epilepsy; imaging; fMRI; EEG	SUBCORTICAL BAND HETEROTOPIA; TEMPORAL-LOBE EPILEPSY; FUNCTIONAL MRI; CLINICAL-PRACTICE; NEGATIVE BOLD; ICTAL EEG; FMRI; BRAIN; ONSET; PROPAGATION	Epileptic seizures are due to abnormal synchronized neuronal discharges. Techniques measuring electrical changes are commonly used to analyze seizures. Neuronal activity can be also defined by concomitant hemodynamic and metabolic changes. Simultaneous electroencephalogram (EEG)-functional MRI (fMRI) measures noninvasively with a high-spatial resolution BOLD changes during seizures in the whole brain. Until now, only a static image representing the whole seizure was provided. We report in 10 focal epilepsy patients a new approach to dynamic imaging of seizures including the BOLD time course of seizures and the identification of brain structures involved in seizure onset and discharge propagation. The first activation was observed in agreement with the expected location of the focus based on clinical and EEG data (three intracranial recordings), thus providing validity to this approach. The BOLD signal preceded ictal EEG changes in two cases. EEG-fMRI may detect changes in smaller and deeper structures than scalp EEG, which can only record activity form Superficial cortical areas. This method allowed us to demonstrate that seizure onset zone was limited to one structure, thus supporting the concept of epileptic focus, but that a complex neuronal network was involved during propagation. Deactivations were also found during seizures, usually appearing after the first activation in areas close or distant to the activated regions. Deactivations may correspond to actively inhibited regions or to functional disconnection from normally active regions. This new noninvasive approach should open the study of seizure generation and propagation mechanisms in the whole brain to groups of patients with focal epilepsies. Hum Brain Mapp 30:3993-4011, 2009. (C) 2009 Wiley-Liss, Inc.	[Tyvaert, Louise] McGill Univ, Montreal Neurol Inst, EEG Dept, Montreal, PQ H3A 2B4, Canada	Tyvaert, L (reprint author), McGill Univ, Montreal Neurol Inst, EEG Dept, 3801 Univ St, Montreal, PQ H3A 2B4, Canada.	louise.tyvaert@mail.mcgill.ca	LeVan, Pierre/I-5386-2015	LeVan, Pierre/0000-0002-0514-6522	Canadian Institutes of Health Research [MOP-38079]; Savoy Foundation for Epilepsy; Natural Sciences and Engineering Research Council of Canada	Contract grant sponsor: Canadian Institutes of Health Research; Contract grant number: MOP-38079; Contract grant sponsors: Savoy Foundation for Epilepsy; Natural Sciences and Engineering Research Council of Canada.		50	42	43	0	10	WILEY-LISS	HOBOKEN	DIV JOHN WILEY & SONS INC, 111 RIVER ST, HOBOKEN, NJ 07030 USA	1065-9471			HUM BRAIN MAPP	Hum. Brain Mapp.	DEC	2009	30	12					3993	4011		10.1002/hbm.20824		19	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	530IW	WOS:000272584000013	19507156	No			2017-07-26	
J	Clement, F; Belleville, S				Clement, Francis; Belleville, Sylvie			Test-Retest Reliability of fMRI Verbal Episodic Memory Paradigms in Healthy Older Adults and in Persons with Mild Cognitive Impairment	HUMAN BRAIN MAPPING			English	Article						neuroimaging; dementia; ageing; memory; cognition	FUNCTIONAL MR; WORKING-MEMORY; MOTOR TASK; LANGUAGE LATERALIZATION; PHARMACOLOGICAL FMRI; VISUAL ACTIVATION; REPRODUCIBILITY; ENHANCEMENT; VARIABILITY	This study investigated test-retest functional magnetic resonance imaging (fMRI) reproducibility in 10 healthy older adults and in 10 mild cognitive impairment (MCI) persons using a two-condition (encoding and retrieval) verbal episodic memory task as well as a two-condition (with and without a motor response) phonological processing task. Reproducibility measures included an overlap ratio with four different thresholds, statistical comparisons of the condition contrasts across sessions (test-retest contrasts), ANCOVAs, and intraclass correlation (ICC) on selected regions of interests (ROIs). In all four conditions and for all reproducibility measures, MCI individuals showed fMRI test-retest reproducibility indices that were comparable to those of healthy older adults. At the group level, the comparison of the test-retest condition contrasts yielded very few differences in the areas and level of activation and those differences tended to show a slight reduction of activation in the second session. In addition, the results from the ANCOVAs showed that the fMRI signal measured at the group level does not vary significantly from one session to another. Overlap ratios, however, showed that the fMRI signal failed to produce a reliable pattern of significantly activated voxels across sessions. ICC analyses on selected ROIs indicated that there is high within-subject variability, suggesting reduced reliability at the individual level. Overall, these findings indicate that MCI individuals show fMRI test-retest reproducibility comparable to those of healthy controls and hence that MCI do not alter fMRI reproducibility. Furthermore, they indicate that monitoring treatment effects is reliable when comparing groups but reduced when comparing single individuals. These results have precise implications for the design of longitudinal studies relying on fMRI measures in older adults. Hum Brain Mapp 30:4033-4047, 2009. (C) 2009 Wiley-Liss, Inc.	[Clement, Francis] Inst Univ Geriatrie Montreal, Res Ctr, Montreal, PQ H3W 1W5, Canada; Univ Montreal, Dept Psychol, Montreal, PQ H3C 3J7, Canada	Clement, F (reprint author), Inst Univ Geriatrie Montreal, Res Ctr, 4565 Queen Mary, Montreal, PQ H3W 1W5, Canada.	francis.clement@umon-treal.ca	Clement, Francis/C-6753-2008		FRSQ Repar and Repric; CIHR	Contract grant sponsor: FRSQ Repar and Repric, CIHR.		58	34	36	0	19	WILEY-LISS	HOBOKEN	DIV JOHN WILEY & SONS INC, 111 RIVER ST, HOBOKEN, NJ 07030 USA	1065-9471			HUM BRAIN MAPP	Hum. Brain Mapp.	DEC	2009	30	12					4033	4047		10.1002/hbm.20827		15	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	530IW	WOS:000272584000016	19492301	No			2017-07-26	
J	Della-Maggiore, V; Scholz, J; Johansen-Berg, H; Paus, T				Della-Maggiore, Valeria; Scholz, Jan; Johansen-Berg, Heidi; Paus, Tomas			The Rate of Visuomotor Adaptation Correlates with Cerebellar White-Matter Microstructure	HUMAN BRAIN MAPPING			English	Article						cerebellum; visuomotor adaptation; motor learning; motor control; diffusion weighted imaging; fractional anisotropy	LONG-TERM ADAPTATION; FUNCTIONAL CONNECTIVITY; REACHING MOVEMENTS; INTERNAL-MODEL; NERVOUS-SYSTEM; DIFFUSION; DYNAMICS; COORDINATION; DEGENERATION; PROJECTIONS	Convergent experimental evidence points to the cerebellum as a key neural structure mediating adaptation to visual and proprioceptive perturbations. In a previous study, we have shown that activity in the anterior cerebellum varies with the rate of learning, with fast learners exhibiting more activity in this region than slow learners. Here, we investigated whether this variability in behavior may partly reflect inter-individual differences in the structural properties of cerebellar white-matter output tracts. For this purpose, we used diffusion-weighted magnetic resonance imaging to estimate fractional anisotropy (FA), and correlated the FA with the rate of adaptation to an optical rotation in 11 subjects. We found that FA in a region consistent with the superior cerebellar peduncle (SCP), containing fibers connecting the cerebellar cortex with motor and premotor cortex, was positively correlated with the rate of adaptation but not with the general level of performance or the initial deviation. The same pattern was observed in a region of the lateral posterior cerebellum. In contrast, FA in the angular gyrus of the posterior parietal cortex correlated positively both with the rate of adaptation and the overall level of performance. Our results show that the rate of learning a visuomotor task is associated with FA of cerebellar pathways. Hum Brain Mapp 30:4048-4053, 2009. (C) 2009 Wiley-Liss, Inc.	[Della-Maggiore, Valeria] Univ Buenos Aires, Dept Physiol & Biophys, Sch Med, Buenos Aires, DF, Argentina; [Scholz, Jan; Johansen-Berg, Heidi] John Radcliffe Hosp, Oxford Ctr Funct MRI Brain, Oxford OX3 0HS, England; [Paus, Tomas] McGill Univ, Montreal Neurol Inst, Montreal, PQ H3A 2B4, Canada; [Paus, Tomas] Univ Nottingham, Brain & Body Ctr, Nottingham NG7 2RD, England	Della-Maggiore, V (reprint author), Univ Buenos Aires, Dept Physiol & Biophys, Sch Med, C1121ABG, Buenos Aires, DF, Argentina.	vdellamaggiore@fmed.uba.ar		Johansen-Berg, Heidi/0000-0002-4134-9730	IBRO; National Agency for the Promotion of Science and Technology; Wellcome Trust; Canadian Institutes for Health Research	Contract grant sponsors: IBRO and the National Agency for the Promotion of Science and Technology; Wellcome Trust; and Canadian Institutes for Health Research.		38	29	29	1	1	WILEY-LISS	HOBOKEN	DIV JOHN WILEY & SONS INC, 111 RIVER ST, HOBOKEN, NJ 07030 USA	1065-9471			HUM BRAIN MAPP	Hum. Brain Mapp.	DEC	2009	30	12					4048	4053		10.1002/hbm.20828		6	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	530IW	WOS:000272584000017	19507158	No			2017-07-26	
J	Hess, RF; Li, XF; Mansouri, B; Thompson, B; Hansen, BC				Hess, Robert F.; Li, Xingfeng; Mansouri, Behzad; Thompson, Benjamin; Hansen, Bruce C.			Selectivity as well as Sensitivity Loss Characterizes the Cortical Spatial Frequency Deficit in Amblyopia	HUMAN BRAIN MAPPING			English	Article						amblyopia; cortex; fMRI; contrast sensitivity; spatial frequency mapping; spatial deficit; low spatial frequency; tuning	AUTOMATED 3-D EXTRACTION; STRABISMIC AMBLYOPIA; VISUAL-CORTEX; BINOCULAR SUMMATION; GLOBAL MOTION; CONTRAST; SUPPRESSION; PERCEPTION; MECHANISMS; CATS	The processing deficit in amblyopia is not restricted to just high spatial frequencies but also involves low-medium spatial frequency processing, for suprathreshold stimuli with a broad orientational bandwidth. This is the case in all three forms of amblyopia; strabismic, anisometropic, and deprivation. Here we use both a random block design and a phase-encoded design to ascertain (1) the extent to which fMRI activation is reduced at low-mid spatial frequencies in different visual areas, (2) how accurately spatial frequency is mapped across the amblyopic cortex. We report a loss of function to suprathreshold low-medium spatial frequency stimuli that involves more than just area VI, suggesting a diffuse loss in spatial frequency processing in a number of different cortical areas. An analysis of the fidelity of the spatial frequency cortical map reveals that many voxels lose their spatial frequency preference when driven by the amblyopic eye, suggesting a broader tuning for spatial frequency for neurons driven by the amblyopic eye within this low-mid spatial frequency range. Hum Brain Mapp 30:4054-4069, 2009. (C) 2009 Wiley-Liss, Inc.	[Hess, Robert F.; Li, Xingfeng; Mansouri, Behzad] McGill Univ, Dept Ophthalmol, Montreal, PQ H3A 1A1, Canada; [Thompson, Benjamin] Univ Auckland, Dept Optometry, Auckland 1, New Zealand; [Hansen, Bruce C.] Colgate Univ, Dept Psychol, Hamilton, NY 13346 USA	Hess, RF (reprint author), McGill Univ, Dept Ophthalmol, 687 Pine Ave W H4-14, Montreal, PQ H3A 1A1, Canada.	robert.hess@mcgill.ca	Hess, Robert/A-5624-2008; Hansen, Bruce/E-8516-2010	Hansen, Bruce/0000-0002-8898-1688	CIHR [MOP53346]	Contract grant sponsor: CIHR; Contract grant number: MOP53346.		57	10	10	0	5	WILEY-LISS	HOBOKEN	DIV JOHN WILEY & SONS INC, 111 RIVER ST, HOBOKEN, NJ 07030 USA	1065-9471			HUM BRAIN MAPP	Hum. Brain Mapp.	DEC	2009	30	12					4054	4069		10.1002/hbm.20829		16	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	530IW	WOS:000272584000018	19507159	No			2017-07-26	
J	Soulieres, I; Dawson, M; Samson, F; Barbeau, EB; Sahyoun, CP; Strangman, GE; Zeffiro, TA; Mottron, L				Soulieres, Isabelle; Dawson, Michelle; Samson, Fabienne; Barbeau, Elise B.; Sahyoun, Cherif P.; Strangman, Gary E.; Zeffiro, Thomas A.; Mottron, Laurent			Enhanced Visual Processing Contributes to Matrix Reasoning in Autism	HUMAN BRAIN MAPPING			English	Review						fMRI; perception; pattern matching; intelligence	HIGH-FUNCTIONING AUTISM; PERVASIVE DEVELOPMENTAL DISORDERS; ROSTROLATERAL PREFRONTAL CORTEX; STANDARD PROGRESSIVE MATRICES; VISUOSPATIAL WORKING-MEMORY; GENERAL FLUID INTELLIGENCE; FIGURES TASK-PERFORMANCE; SPECTRUM DISORDERS; SENTENCE COMPREHENSION; BRAIN ACTIVATION	Recent behavioral investigations have revealed that autistics perform more proficiently on Raven's Standard Progressive Matrices (RSPM) than would be predicted by their Wechsler intelligence scores. A widely-used test of fluid reasoning and intelligence, the RSPM assays abilities to flexibly infer rules, manage goal hierarchies, and perform high-level abstractions. The neural substrates for these abilities are known to encompass a large frontoparietal network, with different processing models placing variable emphasis on the specific roles of the prefrontal or posterior regions. We used functional magnetic resonance imaging to explore the neural bases of autistics' RSPM problem solving. Fifteen autistic and eighteen non-autistic participants, matched on age, sex, manual preference and Wechsler IQ, completed 60 self-paced randomly-ordered RSPM items along with a visually similar 60-item Pattern matching comparison task. Accuracy and response times did not differ between groups in the pattern matching task. In the RSPM task, autistics performed with similar accuracy, but with shorter response times, compared to their non-autistic controls. hi both the entire sample and a subsample of participants additionally matched on RSPM performance to control for potential response time confounds, neural activity was similar in both groups for the pattern matching task. However, for the RSPM task, autistics displayed relatively increased task-related activity in extrastriate areas (BA18), and decreased activity in the lateral prefrontal cortex (BA9) and the medial posterior parietal cortex (BA7). Visual processing mechanisms may therefore play a more prominent role in reasoning in autistics. Hum Brain Mapp 30:4082-4107, 2009. (C) 2009 Wiley-Liss, Inc.	[Soulieres, Isabelle; Dawson, Michelle; Samson, Fabienne; Barbeau, Elise B.; Mottron, Laurent] Univ Montreal, Hop Riviere des Prairies, CETEDUM, Ctr Excellence Troubles Envahissants Dev, Montreal, PQ H1E 1A4, Canada; [Soulieres, Isabelle; Strangman, Gary E.; Zeffiro, Thomas A.] Harvard Univ, Sch Med, Dept Psychiat, Neural Syst Grp, Boston, MA 02115 USA; [Soulieres, Isabelle; Sahyoun, Cherif P.; Strangman, Gary E.; Zeffiro, Thomas A.] Massachusetts Gen Hosp, Athinoula A Martinos Ctr Biomed Imaging, Boston, MA 02114 USA; [Samson, Fabienne; Barbeau, Elise B.; Mottron, Laurent] Univ Montreal, Dept Psychiat, Montreal, PQ H1E 1A4, Canada; [Sahyoun, Cherif P.] Harvard Mit Div Hlth Sci & Technol, Boston, MA USA	Soulieres, I (reprint author), Univ Montreal, Hop Riviere des Prairies, CETEDUM, Ctr Excellence Troubles Envahissants Dev, 7070 Blvd Perras, Montreal, PQ H1E 1A4, Canada.	isabelle@nmr.mgh.harvard.edu			Canadian Institutes for Health Research [MOP-84243]; Autism Speaks [2706]	Contract grant sponsor: Canadian Institutes for Health Research; Contract grant number: MOP-84243; Contract grant sponsor: Autism Speaks; Contract grant number: 2706.		113	72	73	9	26	WILEY-LISS	HOBOKEN	DIV JOHN WILEY & SONS INC, 111 RIVER ST, HOBOKEN, NJ 07030 USA	1065-9471			HUM BRAIN MAPP	Hum. Brain Mapp.	DEC	2009	30	12					4082	4107		10.1002/hbm.20831		26	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	530IW	WOS:000272584000020	19530215	No			2017-07-26	
J	Reudelhuber, TL				Reudelhuber, Timothy L.			Truncated Prorenin Comes Up ... Short	HYPERTENSION			English	Editorial Material							INTRACELLULAR ANGIOTENSIN-II; BRAIN; RENIN		[Reudelhuber, Timothy L.] Clin Res Inst Montreal, Lab Mol Biochem Hypertens, Montreal, PQ H2W 1R7, Canada; [Reudelhuber, Timothy L.] Univ Montreal, Dept Med, Montreal, PQ H3C 3J7, Canada	Reudelhuber, TL (reprint author), Clin Res Inst Montreal, Lab Mol Biochem Hypertens, 110 Pine Ave W, Montreal, PQ H2W 1R7, Canada.	reudelt@ircm.gc.ca			Canadian Institutes of Health Research [MOP-89803]			7	1	1	0	0	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0194-911X			HYPERTENSION	Hypertension	DEC	2009	54	6					1216	1217		10.1161/HYPERTENSIONAHA.109.140392		2	Peripheral Vascular Disease	Cardiovascular System & Cardiology	521TB	WOS:000271945900009	19822794	No			2017-07-26	
J	Koo, JJ; Evans, AC; Gross, WJ				Koo, Jahyun J.; Evans, Alan C.; Gross, Warren J.			3-D Brain MRI Tissue Classification on FPGAs	IEEE TRANSACTIONS ON IMAGE PROCESSING			English	Article						Classification; magnetic resonance imaging (MRI); medical imaging; reconfigurable computing	IMAGES	Many automatic algorithms have been proposed for analyzing magnetic resonance imaging (MRI) data sets. With the increasingly large data sets being used in brain mapping, there has been a significant rise in the need for accelerating these algorithms. Partial volume estimation (PVE), a brain tissue classification algorithm for MRI, was implemented on a field-programmable gate array (FPGA)-based high performance reconfigurable computer using the Mitrion-C high-level language (HLL). This work develops on prior work in which we conducted initial studies on accelerating the prior information estimation algorithm. In this paper, we extend the work to include probability density estimation and present new results and additional analysis. We used several simulated and real human brain MR images to evaluate the accuracy and performance improvement of the proposed algorithm. The FPGA-based probability density estimation and prior information estimation implementation achieved an average speedup over an Itanium 2 CPU of 2.5x and 9.4x, respectively. The overall performance improvement of the FPGA-based PVE algorithm was 5.1x with four FPGAs.	[Koo, Jahyun J.; Gross, Warren J.] McGill Univ, Dept Elect & Comp Engn, Montreal, PQ H3A 2A7, Canada; [Evans, Alan C.] McGill Univ, Montreal Neurol Inst, McConnell Brain Imaging Ctr, Montreal, PQ H3A 2B4, Canada	Koo, JJ (reprint author), McGill Univ, Dept Elect & Comp Engn, Montreal, PQ H3A 2A7, Canada.	koo.jeff@gmail.com; alan@bic.mni.mcgill.ca; warren.gross@mcgill.ca						32	10	10	0	6	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1057-7149	1941-0042		IEEE T IMAGE PROCESS	IEEE Trans. Image Process.	DEC	2009	18	12					2735	2746		10.1109/TIP.2009.2028926		12	Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic	Computer Science; Engineering	518IK	WOS:000271684500011	19651554	No			2017-07-26	
J	La Piana, R; Klein, D; Cortes, MDP; Tampieri, D				La Piana, R.; Klein, D.; Cortes, M. D. P.; Tampieri, D.			Speech Reorganization after an AVM Bleed Cured by Embolization A Case Report and Review of the Literature	INTERVENTIONAL NEURORADIOLOGY			English	Article						arteriovenous malformations; embolization; radiosurgery; language function; brain plasticity	CEREBRAL ARTERIOVENOUS-MALFORMATIONS; GAMMA-KNIFE SURGERY; BILINGUAL APHASIA; INTRACRANIAL HEMORRHAGE; LANGUAGE CONTROL; CYST FORMATION; MANAGEMENT; BRAIN; RADIOSURGERY; FREQUENCY	Intracerebral arteriovenous malformations (AVMs) are defined as the direct communication of arteries to abnormal veins without interposing capillaries. Although AVMs can have various clinical presentations due to their dynamic nature, the most common presenting sign is intracerebral hemorrhage. Whenever an AVM is discovered. the therapeutic choice is often not obvious and It is Influenced not only by the hemodynamic features of the AVM. but also by considerations of the extent of intervention-related morbidity and mortality A patient wall a left frontal AVM is described. He bled three years after gamma knife radiosurgery and developed aphasia. The complete obliteration of the AVM was later achieved by embolization Functional compensatory brain reorganization and plasticity is discussed, since our patient presented with a fast recovery from aphasia and unexpected contralateral redistribution of the speech function and with preference for his second spoken language.	[La Piana, R.; Cortes, M. D. P.; Tampieri, D.] McGill Univ, Dept Neuroradiol, Montreal Neurol Inst & Hosp, Montreal, PQ, Canada; [La Piana, R.] Osped Niguarda Ca Granda, Unit Child Neurol & Psychiat, Milan, Italy	La Piana, R (reprint author), McGill Univ, Dept Neuroradiol, Montreal Neurol Inst & Hosp, Montreal, PQ, Canada.				Government of Canada Centres of Excellence for Commercialization and Research (CECR); Natural Sciences and Engineering Research Council of Canada (NSERC)	Supported by grants from Government of Canada Centres of Excellence for Commercialization and Research (CECR) and from the Natural Sciences and Engineering Research Council of Canada (NSERC).		27	4	4	1	1	EDIZIONI CENTAURO	BOLOGNA	VIA DEL PRATELLO, 8, 40122 BOLOGNA, ITALY	1123-9344			INTERV NEURORADIOL	Interv. Neuroradiol.	DEC	2009	15	4					456	461				6	Clinical Neurology; Radiology, Nuclear Medicine & Medical Imaging	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	639WU	WOS:000281008400015	20465886	No			2017-07-26	
J	Morales-Medina, JC; Sanchez, F; Flores, G; Dumont, Y; Quirion, R				Morales-Medina, Julio Cesar; Sanchez, Fremioht; Flores, Gonzalo; Dumont, Yvan; Quirion, Remi			Morphological reorganization after repeated corticosterone administration in the hippocampus, nucleus accumbens and amygdala in the rat	JOURNAL OF CHEMICAL NEUROANATOMY			English	Article						Animal model; Corticosterone; Golgi-Cox stain; Dendritic morphology; Depression; Stress	MEDIAL PREFRONTAL CORTEX; DEPRESSION-LIKE BEHAVIOR; ANXIETY-LIKE BEHAVIOR; BASOLATERAL AMYGDALA; PYRAMIDAL NEURONS; RESTRAINT STRESS; SPINE DENSITY; MATERNAL-CARE; BRAIN; ADRENALECTOMY	Elevated levels of corticosteroids and stress play key roles in the pathophysiology of affective disorders. Corticosterone (CORT)-treated rats have emerged as a pharmacological model of depression-like behaviors. Previous studies have shown that CORT administration induces neuronal atrophy in the CA3 subfield of the hippocampus and laminae II/III of the prefrontal cortex. However, little attention has been given to other limbic structures such as the amygdala and the nucleus accumbens (NAcc). We investigated here whether 3 weeks of CORT administration in rats causes dendritic remodeling and spine density reorganization in the basolateral amygdala and pyramidal neurons of the CA1 subfield of the hippocampus as well as in spiny medium neurons of NAcc. Quantitative morphological analysis revealed retracted neuronal arborizations and modified configuration of length depending on branch order in medium spiny neurons of the NAcc of CORT-treated animals. Moreover, distal dendritic sections of the NAcc showed massive reductions in the number of spines caused by the CORT treatment. This treatment also induced a reduction in total dendritic length specific to fourth and sixth branch orders of pyramidal CA1 hippocampal neurons. These neurons also showed decreased branching and diminished number of spines. Finally, pyramidal neurons of the basolateral amygdala were apparently not significantly affected by the CORT treatment. Taken together, these data show for the first time neuronal morphological alterations in the NAcc in the CORT model of depression-like behaviors. Our results also add further information about the morphological reorganization occurring in CORT-sensitive regions of the limbic system. Crown Copyright (C) 2009 Published by Elsevier B.V. All rights reserved.	[Morales-Medina, Julio Cesar; Dumont, Yvan; Quirion, Remi] Douglas Hosp, Douglas Mental Hlth Univ Inst, Montreal, PQ H4H 1R3, Canada; [Morales-Medina, Julio Cesar] Douglas Hosp, Dept Neurol & Neurosurg, Montreal, PQ H4H 1R3, Canada; [Quirion, Remi] Douglas Hosp, Dept Psychiat, Montreal, PQ H4H 1R3, Canada; [Sanchez, Fremioht; Flores, Gonzalo] Univ Autonoma Puebla, Lab Neuropsiquiatria, Inst Fisiol, Puebla 72570, Mexico	Quirion, R (reprint author), Douglas Hosp, Douglas Mental Hlth Univ Inst, 6875 La Salle Blvd, Montreal, PQ H4H 1R3, Canada.	remi.quirion@douglas.mcgill.ca	Flores, Gonzalo/A-3787-2009	Flores, Gonzalo/0000-0002-4100-2104	Canadian Institutes of Health Research; VIEP-BUAP; CONACyT-Mexico	This study was supported by grants from Canadian Institutes of Health Research (RQ) and VIEP-BUAP (GF). JCMM is a PhD student with fellowship from CONACyT-Mexico. Thanks to Mira Thakur for editing the English-language text.		50	48	49	0	1	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0891-0618			J CHEM NEUROANAT	J. Chem. Neuroanat.	DEC	2009	38	4					266	272		10.1016/j.jchemneu.2009.05.009		7	Biochemistry & Molecular Biology; Neurosciences	Biochemistry & Molecular Biology; Neurosciences & Neurology	522QR	WOS:000272013900003	19505571	No			2017-07-26	
J	Guay, J				Guay, Joanne			Adverse events associated with intravenous regional anesthesia (Bier block): a systematic review of complications	JOURNAL OF CLINICAL ANESTHESIA			English	Article						Bier block; Intravenous regional anesthesia; Regional anesthesia; Complications	DOUBLE-BLIND TRIAL; COMPARTMENT SYNDROME; NEUROLOGIC COMPLICATIONS; 0.5-PERCENT PRILOCAINE; LOCAL-ANESTHETICS; BUPIVACAINE; TOURNIQUET; LIDOCAINE; ANALGESIA; TOXICITY	Study Objective: To characterize the complications reported with intravenous regional anesthesia (IVRA). Design: Literature search. Setting: University-affiliated hospital. Measurements: A search was done in the American National Library of Medicine's PUBMED, EMBASE (1980-2007, wk 11), and Medline (from 1950) in March 2007. All complications associated with IVRA were reviewed. Main Results: The lowest dose of local anesthetic associated with a seizure was 1.4 mg/kg for lidocaine; 4 mg/kg for prilocaine, and 1.3 mg/kg for bupivacaine. Cardiac arrests and deaths were reported with lidocaine and bupivacaine only. The lowest dose associated with a cardiac arrest was 2.5 mg/kg for lidocaine and 1.6 mg/kg for bupivacaine. Local anesthetic toxicity occurring during tourniquet inflation has been reported, with tourniquet pressure exceeding initial systolic arterial blood pressure by 150 mmHg. Seizures occurring after tourniquet deflation have been reported with a tourniquet time as long as 60 minutes. Ten cases of compartment syndrome are reported. Conclusion: Seizures have been reported with lidocaine at its lowest effective dose (1.5 mg/kg). (C) 2009 Elsevier Inc. All rights reserved.	Univ Montreal, Dept Anesthesia, Hop Maison Neuve Rosemont, Montreal, PQ H1T 2M4, Canada	Guay, J (reprint author), Univ Montreal, Dept Anesthesia, Hop Maison Neuve Rosemont, Montreal, PQ H1T 2M4, Canada.	joanne.guay@umontreal.ca						66	25	25	0	5	ELSEVIER SCIENCE INC	NEW YORK	360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA	0952-8180			J CLIN ANESTH	J. Clin. Anesth.	DEC	2009	21	8					585	594		10.1016/j.jclinane.2009.01.015		10	Anesthesiology	Anesthesiology	584WG	WOS:000276783700008	20122591	No			2017-07-26	
