PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Perry, JC				Perry, JC			A pilot study of defenses in adults with personality disorders entering psychotherapy	JOURNAL OF NERVOUS AND MENTAL DISEASE			English	Article							BORDERLINE PERSONALITY; THERAPEUTIC ALLIANCE; MECHANISMS; DEPRESSION	This study examined defensive functioning in adults entering open-ended dynamic psychotherapy and determined whether defenses predict retention at 1 year. Beginning at about the fifth session, 14 adults with personality and or depressive disorders entering open-ended dynamic psychotherapy had five therapy sessions audiotaped. The sessions were rated according to the Defense Mechanism Rating Scales, quantitative method. Interrater reliability of overall defensive functioning (ODF) and the number of defenses used per session were intraclass R = .85 and .83, respectively, whereas that of seven defense levels yielded a median of .625 (range .52 to .80). Stability of ODF across the five sessions was intraclass R = .48. The 11 subjects with personality disorders (PDs) used predominantly lower immature (49.3%) and neurotic (40.8%) level defenses. Subjects with borderline PD had significantly lower ODF than those with other PD types. Higher ODF was associated with remaining in treatment at 1 year, although this was confounded with a higher frequency of weekly sessions. Quantitative assessment of defenses demonstrated fair to excellent reliability and indicated that in the short term approximately half of defensive functioning reflects a stable repertoire, whereas the remaining variation may be due to occasion and error. PDs and especially BPD are characterized by a predominance of lower defenses. Higher defensive functioning was associated with twice-weekly sessions and retention in therapy at I year. hi therapy, adjusting technique to the patient's defenses may improve retention and outcome.	McGill Univ, Sir Mortimer B Davis Jewish Hosp, Inst Community & Family Psychiat, Montreal, PQ H3T 1E4, Canada; Austen Riggs Ctr Inc, Erikson Inst Educ & Res, Stockbridge, MA 01262 USA	Perry, JC (reprint author), McGill Univ, Sir Mortimer B Davis Jewish Hosp, Inst Community & Family Psychiat, 4333 Chemin Cote St Catherine, Montreal, PQ H3T 1E4, Canada.				NIMH NIH HHS [R01 MH40423]			30	60	60	4	6	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0022-3018			J NERV MENT DIS	J. Nerv. Ment. Dis.	OCT	2001	189	10					651	660		10.1097/00005053-200110000-00001		10	Clinical Neurology; Psychiatry	Neurosciences & Neurology; Psychiatry	484RU	WOS:000171704000001	11708665	No			2017-07-26	
J	Berman, N; Dunn, RJ; Maler, L				Berman, N; Dunn, RJ; Maler, L			Function of NMDA receptors and persistent sodium channels in a feedback pathway of the electrosensory system	JOURNAL OF NEUROPHYSIOLOGY			English	Article							LATERAL-LINE LOBE; WEAKLY ELECTRIC FISH; NEOCORTICAL PYRAMIDAL NEURONS; CENTRAL-NERVOUS-SYSTEM; AMINO-ACID RECEPTORS; APTERONOTUS-LEPTORHYNCHUS; COINCIDENCE DETECTION; SENSORY SEARCHLIGHT; HIPPOCAMPAL-NEURONS; GYMNOTIFORM FISH	Voltage-dependent amplification of ionotropic glutamatergic excitatory postsynaptic potentials (EPSPs) can, in many vertebrate neurons, be due either to the intrinsic voltage dependence of N-methyl-D-aspartate (NMDA) receptors, or voltage-dependent persistent sodium channels expressed on postsynaptic dendrites or somata. In the electrosensory lateral line lobe (ELL) of the gymnotiform fish Apteronotus leptorhynchus, glutamatergic inputs onto pyramidal cell apical dendrites provide a system where both amplification mechanisms are possible. We have now examined the roles for both NMDA receptors and sodium channels in the control of EPSP amplitude at these synapses. An antibody specific for the A. leptorhynchus NR1 subunit reacted strongly with ELL pyramidal cells and were particularly abundant in the spines of pyramidal cell apical dendrites. We have also shown that NMDA receptors contributed strongly to the late phase of EPSPs; evoked by stimulation of the feedback fibers terminating on the apical dendritic spines; further, these EPSPs were voltage dependent. Blockade of NMDA receptors did not, however, eliminate the voltage dependence of these EPSPs. Blockade of somatic sodium channels by local somatic ejection of tetrodotoxin (TTX), or inclusion of QX314 (an intracellular sodium channel blocker) in the recording pipette, reduced the evoked EPSPs and completely eliminated their voltage dependence. We therefore conclude that, in the subthreshold range, persistent sodium currents are the main contributor to voltage-dependent boosting of EPSPs, even when they have a large NMDA receptor component.	Univ Ottawa, Dept Cellular & Mol Med, Ottawa, ON K1H 8M5, Canada; Montreal Gen Hosp, Res Inst, Neurosci Res Ctr, Montreal, PQ H3G 1A4, Canada	Maler, L (reprint author), Univ Ottawa, Dept Cellular & Mol Med, Ottawa, ON K1H 8M5, Canada.							49	40	41	0	4	AMER PHYSIOLOGICAL SOC	BETHESDA	9650 ROCKVILLE PIKE, BETHESDA, MD 20814 USA	0022-3077			J NEUROPHYSIOL	J. Neurophysiol.	OCT	2001	86	4					1612	1621				10	Neurosciences; Physiology	Neurosciences & Neurology; Physiology	482EN	WOS:000171562000008	11600624	No			2017-07-26	
J	Paus, T; Sipila, PK; Strafella, AP				Paus, T; Sipila, PK; Strafella, AP			Synchronization of neuronal activity in the human primary motor cortex by transcranial magnetic stimulation: An EEG study	JOURNAL OF NEUROPHYSIOLOGY			English	Article							RESPONSES; MOVEMENT; CONNECTIVITY; ELECTRODES; CORRELATE; RHYTHMS	Using multichannel electroencephalography (EEG), we investigated temporal dynamics of the cortical response to transcranial magnetic stimulation (TMS). TMS was applied over the left primary motor cortex (Ml) of healthy volunteers, intermixing single suprathreshold pulses with pairs of sub- and suprathreshold pulses and simultaneously recording EEG from 60 scalp electrodes. Averaging of EEG data time locked to the onset of TMS pulses yielded a waveform. consisting of a positive peak (30 ms after the pulse P30), followed by two negative peaks [at 45 (N45) and 100 ms]. Peak-to-peak amplitude of the P30-N45 waveform was high, ranging from 12 to 70 muV; in most subjects, the N45 potential could be identified in single EEG traces. Spectral analysis revealed that single-pulse TMS induced a brief period of synchronized activity in the beta range (15-30 Hz) in the vicinity of the stimulation site; again, this oscillatory response was apparent not only in the EEG averages but also in single traces. Both the N45 and the oscillatory response were lower in amplitude in the 12-ms (but not 3-ms) paired-pulse trials, compared with the single-pulse trials. These findings are consistent with the possibility that TMS applied to MI induces transient synchronization of spontaneous activity of cortical neurons within the 15- to 30-Hz frequency range. As such, they corroborate previous studies of cortical oscillations in the motor cortex and point to the potential of the combined TMS/EEG approach for further investigations of cortical rhythms in the human brain.	McGill Univ, Montreal Neurol Inst, Montreal, PQ H3A 2B4, Canada; Univ Helsinki, Cent Hosp, Med Engn Ctr, BioMag Lab, Hus 00029, Finland	Paus, T (reprint author), McGill Univ, Montreal Neurol Inst, 3801 Univ St, Montreal, PQ H3A 2B4, Canada.							28	181	183	0	4	AMER PHYSIOLOGICAL SOC	BETHESDA	9650 ROCKVILLE PIKE, BETHESDA, MD 20814 USA	0022-3077			J NEUROPHYSIOL	J. Neurophysiol.	OCT	2001	86	4					1983	1990				8	Neurosciences; Physiology	Neurosciences & Neurology; Physiology	482EN	WOS:000171562000039	11600655	No			2017-07-26	
J	Cabel, DW; Cisek, P; Scott, SH				Cabel, DW; Cisek, P; Scott, SH			Neural activity in primary motor cortex related to mechanical loads applied to the shoulder and elbow during a postural task	JOURNAL OF NEUROPHYSIOLOGY			English	Article							DIFFERENT ARM ORIENTATIONS; SIMILAR HAND PATHS; REACHING MOVEMENTS; INDIVIDUAL CELLS; ACTIVATION; DIRECTION; MUSCLES; COORDINATION; DISCHARGE; TORQUES	Whole-arm motor tasks performed by nonhuman primates have become a popular paradigm to examine neural activity during motor action, but such studies have traditionally related cell discharge to hand-based variables. We have developed a new robotic device that allows the mechanics of the shoulder and elbow joints to be manipulated independently. This device was used in the present study to examine neural activity in primary motor cortex (Ml) in monkeys (macaca mulatta) actively maintaining their hand at a central target as they compensated for loads applied to the shoulder and/or elbow. Roughly equal numbers of neurons were sensitive to mechanical loads only at the shoulder, only at the elbow, or loads at both joints. Neurons possessed two important properties. First, cell activity during multi-joint loads could be predicted from its activity during single-joint loads as a vector sum in a space defined by orthogonal axes for the shoulder and elbow. Second, most neurons were related to flexor torque at one joint coupled with extensor torque at the other, a distribution that paralleled the observed activity of forelimb muscles. These results illustrate that while MI activity may be described by independent axes representing each mechanical degree-of-freedom, neural activity is also strongly influenced by the specific motor patterns used to perform a given task.	Queens Univ, Dept Anat & Cell Biol, Canadian Inst Hlth Res Grp Sensory Motor Syst, Kingston, ON K7L 3N6, Canada; Univ Montreal, Dept Physiol, Montreal, PQ H3C 3J7, Canada	Scott, SH (reprint author), Queens Univ, Dept Anat & Cell Biol, Canadian Inst Hlth Res Grp Sensory Motor Syst, Kingston, ON K7L 3N6, Canada.		Cisek, Paul/H-2660-2012		NINDS NIH HHS [F32 NS-10354]; PHS HHS [MT-13462]			24	55	56	0	1	AMER PHYSIOLOGICAL SOC	BETHESDA	9650 ROCKVILLE PIKE, BETHESDA, MD 20814 USA	0022-3077			J NEUROPHYSIOL	J. Neurophysiol.	OCT	2001	86	4					2102	2108				7	Neurosciences; Physiology	Neurosciences & Neurology; Physiology	482EN	WOS:000171562000049	11600665	No			2017-07-26	
J	Cahill, CM; Morinville, A; Lee, MC; Vincent, JP; Collier, B; Beaudet, A				Cahill, CM; Morinville, A; Lee, MC; Vincent, JP; Collier, B; Beaudet, A			Prolonged morphine treatment targets delta opioid receptors to neuronal plasma membranes and enhances delta-mediated antinociception	JOURNAL OF NEUROSCIENCE			English	Article						opiate; trafficking; narcotic; internalization; analgesia; receptor recruitment	RAT SPINAL-CORD; PHARMACOLOGICAL CHARACTERIZATION; ANTISENSE OLIGODEOXYNUCLEOTIDE; FUNCTIONAL EXPRESSION; SELECTIVE AGONISTS; CLONING; BRAIN; TOLERANCE; CELLS; ENKEPHALIN	Opioid receptors are known to undergo complex regulatory changes in response to ligand exposure. In the present study, we examined the effect of morphine on the in vitro and in vivo density and trafficking of delta opioid receptors (delta ORs). Prolonged exposure (48 hr) of cortical neurons in culture to morphine (10 gm) resulted in a robust increase in the internalization of Fluo-deltorphin, a highly selective fluorescent SOR agonist. This effect was mu -mediated because it was entirely blocked by the selective mu opioid receptor antagonist D-Phe-Cys-Tyr-D-Trp-Orn-Thr-Pen-Thr-NH2 and was reproduced using the selective mu agonist fentanyl citrate. Immunogold electron microscopy revealed a marked increase in the cell surface density of delta ORs in neurons exposed to morphine, indicating that the increase in Fluo-deltorphin internalization was caused by increased receptor availability. Prolonged morphine exposure had no effect on delta OR protein levels, as assessed by immunocytochemistry and Western blotting, suggesting that the increase in bioavailable delta ORs was caused by recruitment of reserve receptors from intracellular stores and not from receptor neosynthesis. Complementary in vivo studies demonstrated that chronic treatment of adult rats with morphine (5-15 mg/kg, s.c., every 12 hr) similarly augmented targeting of delta ORs to neuronal plasma membranes in the dorsal horn of the spinal cord. Furthermore, this treatment markedly potentiated intrathecal D-[Ala(2)]deltorphin II-induced antinociception. Taken together, these results demonstrate that prolonged stimulation of neurons with morphine markedly increases recruitment of intracellular delta ORs to the cell surface, both in vitro and in vivo. We propose that this type of receptor subtype cross-mobilization may widen the transduction repertoire of G-protein-coupled receptors and offer new therapeutic strategies.	Montreal Neurol Inst, Dept Neurol & Neurosurg, Montreal, PQ H3A 2B4, Canada; McGill Univ, Dept Pharmacol & Therapeut, Montreal, PQ H3G 1Y6, Canada; Univ Nice, CNRS, Inst Pharmacol Mol & Cellulaire, F-06560 Valbonne, France	Beaudet, A (reprint author), Montreal Neurol Inst, Dept Neurol & Neurosurg, Room 896,3801 Univ St, Montreal, PQ H3A 2B4, Canada.							43	169	172	1	8	SOC NEUROSCIENCE	WASHINGTON	11 DUPONT CIRCLE, NW, STE 500, WASHINGTON, DC 20036 USA	0270-6474			J NEUROSCI	J. Neurosci.	OCT 1	2001	21	19					7598	7607				10	Neurosciences	Neurosciences & Neurology	475GL	WOS:000171154000022	11567050	No			2017-07-26	
J	Monchi, O; Petrides, M; Petre, V; Worsley, K; Dagher, A				Monchi, O; Petrides, M; Petre, V; Worsley, K; Dagher, A			Wisconsin card sorting revisited: Distinct neural circuits participating in different stages of the task identified by event-related functional magnetic resonance imaging	JOURNAL OF NEUROSCIENCE			English	Article						basal ganglia; caudate nucleus; fMRI; prefrontal cortex; set-shifting; Wisconsin card sorting	INFERIOR PREFRONTAL CORTEX; POSITRON EMISSION TOMOGRAPHY; ANTERIOR CINGULATE CORTEX; LATERAL FRONTAL-CORTEX; LINKING BASAL GANGLIA; WORKING-MEMORY TASKS; PARKINSONS-DISEASE; TRANSIENT ACTIVATION; CEREBRAL ACTIVATION; COGNITIVE FUNCTION	The Wisconsin Card Sorting Task (WCST) has been used to assess dysfunction of the prefrontal cortex and basal ganglia. Previous brain imaging studies have focused on identifying activity related to the set-shifting requirement of the WCST The present study used event-related functional magnetic resonance imaging (fMRI) to study the pattern of activation during four distinct stages in the performance of this task. Eleven subjects were scanned while performing the WCST and a control task involving matching two identical cards. The results demonstrated specific involvement of different prefrontal areas during different stages of task performance. The mid-dorsolateral prefrontal cortex (area 9/46) increased activity while subjects received either positive or negative feedback, that is at the point when the current information must be related to earlier events stored in working memory. This is consistent with the proposed role of the mid-dorsolateral prefrontal cortex in the monitoring of events in working memory. By contrast, a cortical basal ganglia loop involving the mid-ventrolateral prefrontal cortex (area 47/12), caudate nucleus, and mediodorsal thalamus increased activity specifically during the reception of negative feedback, which signals the need for a mental shift to a new response set. The posterior prefrontal cortex response was less specific; increases in activity occurred during both the reception of feedback and the response period, indicating a role in the association of specific actions to stimuli. The putamen exhibited increased activity while matching after negative feedback but not while matching after positive feedback, implying greater involvement during novel than routine actions.	Montreal Neurol Inst, McConnell Brain Imaging Ctr, Montreal, PQ H3A 2B4, Canada; Montreal Neurol Inst, Cognit Neurosci Unit, Montreal, PQ H3A 2B4, Canada; McGill Univ, Dept Math & Stat, Montreal, PQ H3A 2B4, Canada	Dagher, A (reprint author), Montreal Neurol Inst, McConnell Brain Imaging Ctr, 3801 Univ St, Montreal, PQ H3A 2B4, Canada.							62	557	569	8	40	SOC NEUROSCIENCE	WASHINGTON	11 DUPONT CIRCLE, NW, STE 500, WASHINGTON, DC 20036 USA	0270-6474			J NEUROSCI	J. Neurosci.	OCT 1	2001	21	19					7733	7741				9	Neurosciences	Neurosciences & Neurology	475GL	WOS:000171154000035	11567063	No			2017-07-26	
J	Browning, S; Mohr, G; Dufour, JJ; Rappaport, JM; Zeitouni, A; Provencal, C; Hernandes, Y; Surkis, S; Druker, S; Davis, NL				Browning, S; Mohr, G; Dufour, JJ; Rappaport, JM; Zeitouni, A; Provencal, C; Hernandes, Y; Surkis, S; Druker, S; Davis, NL			Hearing preservation in acoustic neuroma surgery	JOURNAL OF OTOLARYNGOLOGY			English	Article						acoustic neuroma; hearing preservation; intraoperative monitoring; vestibular schwannoma	AUDITORY-EVOKED-POTENTIALS; CEREBELLOPONTINE ANGLE TUMORS; CLINICAL PRESENTATION; MANAGEMENT; REMOVAL; CONSERVATION; RESECTIONS; NEURINOMA; EMPHASIS; QUALITY	This article reviews the Montreal experience of hearing preservation in acoustic neuroma surgery. The medical records since 1995 of 36 patients who underwent acoustic neuroma extirpation with the intent to preserve hearing were examined. Intraoperative monitoring was conducted using auditory brainstem response measurement with electrocochleography via a transtympanic electrode. The role of intraoperative monitoring in guiding surgical technique and its correlation with postoperative hearing outcome are discussed. A review of the literature regarding hearing preservation in acoustic neuroma surgery is included.	McGill Univ, Jewish Gen Hosp, Dept Otolaryngol, Montreal, PQ H3T 1E2, Canada	Browning, S (reprint author), Inst Current World Affairs, 4 W Wheelock St, Hanover, NH 03755 USA.							57	5	6	0	0	B C DECKER INC	HAMILTON	20 HUGHSON ST SOUTH, PO BOX 620, L C D 1, HAMILTON, ONTARIO L8N 3K7, CANADA	0381-6605			J OTOLARYNGOL	J. Otolaryngol.	OCT	2001	30	5					307	315		10.2310/7070.2001.20115		9	Otorhinolaryngology	Otorhinolaryngology	481VV	WOS:000171541900011	11771026	No			2017-07-26	
J	Marcogliese, DJ; Cone, DK				Marcogliese, DJ; Cone, DK			Myxozoan communities parasitizing Notropis hudsonius (Cyprinidae) at selected localities on the St. Lawrence River, Quebec: Possible effects of urban effluents	JOURNAL OF PARASITOLOGY			English	Article							LEPOMIS-GIBBOSUS L; SP N. MYXOZOA; ALGONQUIAN PARK; CENTRAL FINLAND; 2 LAKES; MYXOSPOREA; ONTARIO; FISH; GILLS; INFECTIONS	Late summer myxozoan infra- and component communities parasitizing 73 Notropis hudsonius at 5 sites on the St. Lawrence River upstream and downstream from the island of Montreal are described from study of histological sections of individual fish. Community membership included Myxobolus sp. A (intracellular in striated muscle fibers), Myxobolus sp. B (intracellular in striated muscle fibers), Myxobolus sp. C (brain), and Thelohanellus notatus (Mavor, 1916) Kudo, 1929 (loose connective tissue), all of which are histozoic myxobolids displaying strict tissue specificity for trophozoite development. Mean infracommunity richness in fish at the separate localities was estimated to be 0.4 +/- 0.5 to 1.3 +/- 0.7, with a maximum richness of 3 in any 1 fish. Component community richness in host samples was 2 to 4. It is argued that these are relatively high levels of diversity for freshwater fish parasites but that the values are probably conservative because of the study of only portions of individual fish. The percentage of fish infected with myxozoans of any species and infracommunity richness was significantly greater below the island of Montreal compared with above it. It is suspected that increased oligochaete populations at these sites, resulting from sewage-caused organic enrichment of sediments, may have accounted for the observed increased prevalence of infection.	Environm Canada, St Lawrence Ctr, Montreal, PQ H2Y 2E7, Canada	Cone, DK (reprint author), Environm Canada, St Lawrence Ctr, 105 McGill St,7th Floor, Montreal, PQ H2Y 2E7, Canada.							44	25	29	0	7	AMER SOC PARASITOLOGISTS	LAWRENCE	810 EAST 10TH STREET, LAWRENCE, KS 66044 USA	0022-3395			J PARASITOL	J. Parasitol.	OCT	2001	87	5					951	956				6	Parasitology	Parasitology	485UK	WOS:000171782300003	11695414	No			2017-07-26	
J	Lee, G; Schlichter, L; Bendayan, M; Bendayan, R				Lee, G; Schlichter, L; Bendayan, M; Bendayan, R			Functional expression of P-glycoprotein in rat brain microglia	JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS			English	Article							RESISTANCE-ASSOCIATED PROTEIN; CACO-2 CELL MONOLAYERS; AIDS DEMENTIA COMPLEX; MULTIDRUG RESISTANCE; ENDOTHELIAL-CELLS; PRIMARY CULTURES; INHIBITORS; SAQUINAVIR; TRANSPORT; LOCALIZATION	In the central nervous system, the primary targets of the human immunodeficiency virus-1 (HIV-1) are microglia, resulting in a disorder called HIV-1 dementia. P-glycoprotein (P-gp), a membrane-associated ATP-dependent efflux transporter, limits entry into the brain of numerous xenobiotics, including anti-HIV drugs (i.e., protease inhibitors). This project investigates the functional expression of P-gp in the endogenous immune cells of the brain, a parenchymal compartment not previously studied. We used a cell line (MLS-9) derived from rat microglia to study the transport of digoxin, a known P-gp substrate. Reverse transcriptase-polymerase chain reaction analysis detected mRNA for only mdr1b in IMLS-9 cells, whereas both mdr1a and mdr1b mRNA were expressed in primary cultured microglia from which they were derived. Western blot analysis with the C219 antibody detected a single band at similar to 170 to 180 kDa in MLS-9 cells, which is the size previously reported for P-gp. Immunocytochemical analysis with the monoclonal antibodies C219, MRK16, and MAB-448 labeled P-gp protein along the plasma membrane and nuclear envelope of MLS-9 cells. [H-3]Digoxin accumulation by monolayers of MLS-9 cells was significantly enhanced in the presence of any of several P-gp inhibitors (verapamil, cyclosporin A, quinidine, PSC 833), protease inhibitors (i.e., saquinavir, indinavir, and ritonavir), and sodium azide, an ATPase inhibitor. These results provide the first evidence for the functional expression of P-gp in microglia and imply that entry of pharmacological agents, including protease inhibitors, may be prevented within the brain parenchyma, as well as at the blood-brain barrier.	Univ Toronto, Fac Pharm, Dept Pharmaceut Sci, Toronto, ON M5S 2S2, Canada; Univ Toronto, Univ Hlth Network, Toronto Western Res Inst, Div Cellular & Mol Biol, Toronto, ON, Canada; Univ Toronto, Dept Physiol, Toronto, ON, Canada; Univ Montreal, Dept Pathol & Biol Cellulaire, Montreal, PQ, Canada	Bendayan, R (reprint author), Univ Toronto, Fac Pharm, Dept Pharmaceut Sci, 19 Russell St, Toronto, ON M5S 2S2, Canada.							41	65	68	0	8	AMER SOC PHARMACOLOGY EXPERIMENTAL THERAPEUTICS	BETHESDA	9650 ROCKVILLE PIKE, BETHESDA, MD 20814-3998 USA	0022-3565			J PHARMACOL EXP THER	J. Pharmacol. Exp. Ther.	OCT	2001	299	1					204	212				9	Pharmacology & Pharmacy	Pharmacology & Pharmacy	474WB	WOS:000171128900026	11561081	No			2017-07-26	
J	Peyron, O; De Vernal, A				Peyron, O; De Vernal, A			Application of artificial neural networks (ANN) to high-latitude dinocyst assemblages for the reconstruction of past sea-surface conditions in Arctic and sub-Arctic seas	JOURNAL OF QUATERNARY SCIENCE			English	Article						transfer function; neural network; dinoflagellate cyst; palaeoceanography; sub-Arctic seas and North Atlantic	NORTHERN NORTH-ATLANTIC; MODERN ANALOG TECHNIQUE; LAST-GLACIAL-MAXIMUM; LABRADOR-SEA; DINOFLAGELLATE CYSTS; MARINE ENVIRONMENTS; POLLEN DATA; PALYNOLOGICAL EVIDENCE; CLIMATIC CYCLE; ICE COVER	The artificial neural network (ANN) method was applied to dinoflagellate cyst (dinocyst) assemblages to estimate palaeoceanographical conditions. The ANN method was adapted to three distinct data bases covering the northern North Atlantic (N = 371), plus the Arctic seas (N = 540) and the Bering Sea (N = 646). The relative abundance of 23 dinocyst taxa was calibrated against hydrographic variables (sea-surface temperature, salinity and density in February and August, and seasonal extent of sea-ice cover) using ANNs. The estimation of hydrographical parameters based on an ANN yields high coefficients of correlation between observations and reconstructions for each variable selected. The validation tests performed on the different data bases suggest more accurate calibration at the scale of the North Atlantic and Arctic (N = 540) than on a multibasin scale, i.e. when including the subpolar North Pacific (N = 646). The ANN calibrations and the modern analogue technique (MAT) have been applied to two sequences from the northwest North Atlantic spanning the past 25 000 yr for the purpose of comparison. Both approaches yielded similar results, generally within the range of their respective uncertainties, demonstrating their suitability. The main discrepancies generally correspond to assemblages with poor modern analogues for which we have to admit a higher degree of uncertainties in the reconstruction, whatever the approach used. Copyright (C) 2001 John Wiley & Sons, Ltd.	Univ Quebec, Geotop, Montreal, PQ H3C 3P8, Canada	Peyron, O (reprint author), Univ Quebec, Geotop, POB 8888, Montreal, PQ H3C 3P8, Canada.		de Vernal, Anne/D-5602-2013	de Vernal, Anne/0000-0001-5656-724X				59	18	18	0	2	JOHN WILEY & SONS LTD	W SUSSEX	BAFFINS LANE CHICHESTER, W SUSSEX PO19 1UD, ENGLAND	0267-8179			J QUATERNARY SCI	J. Quat. Sci.	OCT	2001	16	7					699	709		10.1002/jqs.651		13	Geosciences, Multidisciplinary; Paleontology	Geology; Paleontology	492NJ	WOS:000172174200009		No			2017-07-26	
